"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","hhdens","inc_wcomp","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_ch","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","med15","occ","study","works","head","wife"
"2701",1,0,1,12,6,11,1924,1600,53,65700,3724,0,1,80183.203125,31,0.5,0,3533.19995117188,3533.19995117188,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,0,0,1,0
"2710",1,0,1,12,5,10,1917,2208,60,28367.80078125,2525,0,1,28367.80078125,40,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,3,9,NA,83,0,1,1,0
"2713",1,0,1,15,11,12,1945,2750,32,78840,3353,2,1,78840,12,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,NA,61,0,1,1,0
"2734",1,0,1,12,2,11,1950,2360,28,51100,3586,1,1,51100,8,0.800000011920929,0,0,0,0,0,0,0,0,7,6,51465,0,0,0,0,3,45,NA,42,0,1,1,0
"2801",1,0,1,12,12,12,1941,2590,36,50078,2684,1,1,71613,16,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,NA,61,0,1,1,0
"2804",1,1,0,5,3,8,1925,2040,52,22265,4539,1,1,27740,32,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,62,0,1,1,0
"2807",1,0,1,12,6,8,1944,2500,33,69277,2619,2,1,86906.5,13,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,51,0,1,1,0
"2839",1,0,1,16,12,10,1927,3797,50,364996.34375,919,0,1,364996.34375,30,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,62,0,1,1,0
"2855",0,0,1,12,10,12,1951,1960,26,27302,713,0,1,114164.703125,3,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"2871",1,0,1,14,1,7,1951,2420,27,50735,1646,1,1,54155.05078125,5,0.5,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,2,26,NA,81,0,1,1,0
"2882",1,0,1,14,12,9,1947,3000,30,48362.5,4314,1,1,85775,10,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,31,0,1,1,0
"2919",0,0,1,12,2,11,1922,944,56,16425,4013,0,NA,106945,15,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"2927",1,0,0,16,10,11,1950,1960,27,47450,5021,1,1,79570,7,0.800000011920929,0,0,0,0,0,0,0,0,12,12,73000,10950,0,0,0,4,4,NA,91,0,1,1,0
"2966",0,NA,NA,11,NA,5,NA,0,38,0,2713,0,NA,23214,8,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"2995",0,0,1,10,NA,9,NA,1960,26,27375,4072,3,NA,70445,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,NA,1
"2997",1,0,1,12,5,10,1934,2250,45,43800,6042,2,1,76650,23,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,2,42,0,1,1,0
"3012",0,0,1,16,3,11,1930,1400,48,43800,3598,0,1,153300,23,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"3033",1,1,0,14,9,6,1952,1880,25,59111.75,2451,1,1,59111.75,3,0.800000011920929,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,1,37,NA,92,0,1,1,0
"3077",1,0,1,16,1,12,1928,2236,50,178850,3872,0,1,191990,27,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,NA,85,0,1,1,0
"3090",0,0,1,15,8,11,1946,0,31,0,3607,2,1,84680,2,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,12,70627.5,0,0,0,0,1,20,NA,NA,NA,NA,NA,1
"3092",0,0,1,12,5,10,1952,1970,25,23360,2902,0,0,23360,5,0.300000011920929,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,1,37,NA,85,0,1,1,0
"3098",0,0,1,12,2,13,1935,2000,43,NA,3458,0,0,110762.8984375,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,11,11,182.5,0,0,0,0,1,37,NA,NA,NA,NA,NA,0
"3099",0,0,1,14,11,12,1928,560,49,10950,3872,0,1,191990,9,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,NA,NA,NA,NA,NA,1
"3111",1,0,1,8,8,9,1924,2990,53,15432.2001953125,4641,3,1,25794.55078125,33,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,NA,11,0,1,1,0
"3132",1,1,0,3,9,7,1917,1920,60,29200,3065,1,1,47450,41,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,NA,51,0,1,1,0
"3159",1,0,1,14,3,10,1950,2748,28,54750,1700,2,1,98915,7,0.600000023841858,0,0,0,0,0,0,0,0,11,12,60225,4380,0,0,0,1,31,NA,85,0,1,1,0
"3169",1,0,1,16,10,13,1918,2400,59,43398.5,3966,0,1,104605.3515625,32,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,NA,71,0,1,1,0
"3174",0,0,1,8,NA,12,NA,2115,31,22776,4833,5,0,38788.55078125,9,0.899999976158142,0,0,21403.599609375,0,0,1664,0,4200,NA,NA,NA,NA,NA,NA,0,1,6,NA,42,0,1,1,0
"3229",1,0,1,12,5,12,1924,2247,53,60192.1484375,14,0,1,105360.8984375,34,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,48,NA,43,0,1,1,0
"3253",1,0,1,12,9,11,1948,2400,29,40150,3324,3,1,40150,9,1.29999995231628,0,0,0,0,0,0,0,0,7,4,18250,0,0,0,0,3,3,NA,55,0,1,1,0
"3271",1,0,1,16,12,10,1950,1840,27,47450,1209,0,1,62050,7,0.5,0,0,0,0,0,0,0,0,13,12,6570,18980,0,0,0,2,34,NA,87,0,1,1,0
"3304",1,0,1,17,7,11,1918,3332,59,71905,1011,0,1,84315,40,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,88,0,1,1,0
"3344",1,0,1,16,NA,10,NA,1658,60,94900,140,0,1,100375,38,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,2,87,0,1,1,0
"3354",1,0,1,4,8,13,1945,NA,32,NA,17,4,0,60115.5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,18381.400390625,NA,NA,0,0,2,13,NA,NA,NA,NA,NA,0
"3392",0,0,1,12,4,12,1946,0,32,0,930,1,1,91615,12,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"3412",0,0,0,14,1,12,1950,0,28,0,5148,1,1,116800,3,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,12,12,61320,34675,0,0,0,3,42,NA,NA,NA,NA,NA,1
"3425",1,0,1,17,6,10,1949,2120,28,43435,4005,0,1,90994.5,8,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,71,0,1,1,0
"3426",0,0,1,14,12,12,1946,1740,30,29021.150390625,1033,2,0,33364.6484375,7,0.800000011920929,0,0,2299.5,0,0,630,4343.5,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,31,0,1,1,0
"3454",1,0,1,16,12,8,1951,1696,26,24090,2736,0,1,34675,6,0.400000005960464,0,0,0,0,0,0,0,0,12,9,47450,9125,0,0,0,3,10,NA,87,0,1,1,0
"3478",1,0,1,12,2,9,1953,2700,25,50151,1686,1,1,50479.5,5,0.5,0,0,0,0,0,0,0,0,12,12,25550,0,0,0,0,2,14,NA,61,0,1,1,0
"3485",1,1,0,12,NA,9,NA,NA,29,NA,2540,3,NA,13884.599609375,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,0,0
"3488",0,0,1,17,9,11,1939,800,38,14600,4963,3,1,111325,8,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,NA,NA,NA,NA,NA,1
"3498",0,0,1,12,4,9,1919,0,59,0,2659,0,0,5840,4,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,NA,NA,0,0,1,0
"3513",0,0,1,8,3,7,1923,918,55,7592,23,0,1,31981.30078125,6,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"3523",1,0,1,12,8,7,1951,1040,26,NA,283,0,0,90764.546875,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,12,10,47085,18943.5,0,0,0,4,4,NA,NA,NA,NA,NA,0
"3532",0,0,1,12,10,11,1941,0,36,0,1528,5,1,36865,NA,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"3534",0,0,1,16,2,8,1942,12,36,182.5,5674,1,1,124282.5,11,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,18,NA,NA,NA,NA,NA,1
"3580",1,0,1,17,1,9,1923,1402,56,36500,3882,0,1,46902.5,30,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,87,0,1,1,0
"3582",1,0,1,17,9,9,1948,0,29,0,3716,0,1,37777.5,8,0.5,0,0,0,0,0,0,0,0,12,10,60148.3515625,39890.8515625,0,0,0,2,24,NA,92,0,1,1,0
"3588",1,0,1,16,2,10,1947,3542,31,240900,2335,2,1,328500,11,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,61,0,1,1,0
"3591",0,0,0,12,11,8,1947,480,30,21900,4421,2,1,142116.40625,6,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"3614",0,0,1,11,1,7,1927,160,51,1095,5119,1,NA,58801.5,25,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,26,NA,NA,NA,NA,NA,1
"3646",0,0,1,11,12,10,1932,150,46,4380,3462,2,1,64605,1,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"3672",0,0,1,12,9,9,1933,1816,44,25550,4576,1,1,124100,10,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,40,NA,NA,NA,NA,NA,1
"3676",1,0,1,17,6,11,1934,2640,43,116800,1715,2,1,133225,23,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,88,0,1,1,0
"3710",0,0,1,16,6,10,1948,0,29,0,1473,2,1,76650,6,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"3723",1,0,1,3,NA,7,NA,1524,30,21900,2374,0,1,49402.75,11,0.5,0,6059,6059,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,33,0,1,1,0
"3759",0,0,1,12,11,10,1929,0,48,0,1247,0,1,120450,12,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"3760",1,NA,NA,9,1,8,1926,NA,51,NA,2496,0,NA,21900,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,NA,NA,NA,NA,NA,0
"3772",0,0,1,17,1,10,1946,2530,32,73000,5594,2,NA,209510,12,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,10,NA,NA,NA,NA,NA,1
"3780",1,0,1,13,6,10,1935,1993,39,32850,1794,1,1,34821,20,0.5,1971,0,1971,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,31,0,1,1,0
"3830",1,0,0,14,2,10,1936,1990,42,83950,5285,0,1,105006.8515625,22,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,87,0,1,1,0
"3867",1,0,1,8,12,8,1920,2184,57,11457.349609375,1724,0,1,38850.6015625,37,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,11,0,1,1,0
"3881",0,1,0,16,NA,4,NA,1448,27,43435,2397,0,0,43435,2,0.5,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,4,46,NA,87,0,1,1,0
"3886",0,0,1,17,1,11,1947,0,31,0,2807,2,1,26269.05078125,4,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"3904",1,0,1,13,NA,7,NA,1944,35,48545,2531,0,1,62327.3984375,17,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,43,0,1,1,0
"3908",0,1,0,12,4,10,1922,1691,55,22995,2724,0,0,45406,35,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,3,16,NA,87,0,1,1,0
"3912",1,0,1,9,NA,10,NA,1960,50,NA,1442,1,NA,88096.3984375,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,0
"3936",1,0,1,12,8,8,1920,1909,57,49238.5,2606,0,1,49238.5,37,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,92,0,1,1,0
"3951",1,0,1,16,3,13,1946,3780,31,54687.94921875,1173,2,1,94717.5,7,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,11,0,1,1,0
"3953",0,0,1,16,2,9,1951,1554,27,37230,2405,0,0,37230,6,0.300000011920929,0,0,0,0,0,0,0,0,12,NA,NA,38690,0,NA,0,2,34,NA,87,0,1,1,0
"3958",0,0,1,13,8,12,1948,0,29,0,3733,3,1,71175,4,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,NA,1
"3959",1,0,1,12,8,10,1923,2500,54,52925,306,0,1,85994,34,0.400000005960464,0,0,0,0,0,0,0,0,8,6,6205,0,0,0,0,2,34,NA,87,0,1,1,0
"3980",1,0,1,10,7,10,1937,3782,40,109500,2217,0,0,181883.15625,21,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,32,0,1,1,0
"4003",0,NA,NA,11,NA,8,NA,940,30,5475,1213,4,NA,85775,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"4036",0,0,1,12,1,9,1950,0,26,0,4915,1,NA,43800,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,55742.80078125,7562.7998046875,0,0,0,2,12,NA,NA,NA,NA,NA,1
"4116",1,0,1,13,2,8,1935,2640,43,58400,2952,2,1,86928.3984375,23,0.600000023841858,0,0,24878.400390625,24878.400390625,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,92,0,1,1,0
"4128",1,0,1,14,5,11,1952,2142,25,40150,458,0,1,56502,5,0.300000011920929,0,0,0,0,0,0,0,0,12,12,62050,13140,0,0,0,3,34,NA,82,0,1,1,0
"4131",0,0,1,12,5,9,1950,0,28,0,3564,1,1,60590,8,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"4144",1,0,1,7,1,11,1926,1625,52,50428.3984375,1137,0,1,59192.05078125,32,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,2,34,NA,92,0,1,1,0
"4151",0,1,0,12,7,7,1935,2000,42,21900,5753,0,1,87600,6,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,NA,NA,NA,NA,NA,1
"4157",1,0,1,17,9,8,1948,3250,29,54750,740,0,1,87600,7,0.300000011920929,0,0,0,0,0,0,0,0,12,12,1606,0,0,0,0,1,31,NA,55,0,1,1,0
"4171",0,0,1,17,1,12,1931,1200,47,91250,4036,0,1,262800,18,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"4172",0,0,1,10,2,10,1921,1170,57,9855,1960,0,0,22732.19921875,10,0.5,0,0,12877.2001953125,12877.2001953125,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,87,0,1,1,0
"4190",0,0,1,17,4,11,1946,2178,31,72270,4872,0,1,164432.5,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"4193",1,1,0,14,9,10,1922,1940,56,19929,319,1,1,41829,34,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,87,0,1,1,0
"4197",0,0,1,16,1,9,1951,1872,27,36500,3716,0,1,37777.5,8,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"4224",1,0,1,12,11,13,1950,2080,27,51830,3453,2,1,51921.25,7,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,33,0,1,1,0
"4231",0,0,1,16,9,10,1951,810,26,12775,5882,1,1,61320,3,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,NA,1
"4249",1,0,1,15,5,11,1947,1940,31,26353,5035,3,1,46720,11,1.29999995231628,0,0,0,0,0,0,1095,0,12,NA,NA,22670.150390625,0,NA,0,3,9,NA,51,0,1,1,0
"4265",0,0,1,6,6,9,1924,0,54,0,2190,0,NA,11077.75,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,NA,NA,NA,NA,NA,1
"4267",0,0,1,12,12,10,1947,0,30,0,2335,2,1,328500,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,0,0,NA,0,1,29,NA,NA,NA,NA,NA,1
"4283",1,0,1,17,3,11,1942,1910,36,68255,73,1,1,77745,12,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,NA,87,0,1,1,0
"4333",1,0,1,16,5,9,1941,1470,36,113150,702,1,1,121180,17,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,NA,43,0,1,1,0
"4377",0,0,1,16,1,12,1950,1710,28,38843.30078125,1090,0,0,38843.30078125,4,0.200000002980232,0,0,0,0,0,0,0,0,12,12,87600,0,0,0,0,3,3,NA,87,0,1,1,0
"4397",1,0,1,11,7,8,1940,2000,37,29565,1275,2,1,29930,17,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,61,0,1,1,0
"4437",1,0,1,14,4,9,1920,1937,57,43800,3217,0,1,132130,38,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,NA,31,0,1,1,0
"4438",1,0,0,12,8,10,1949,1935,28,65700,3752,3,1,85629,9,1.20000004768372,0,0,0,0,0,0,0,0,8,NA,NA,0,0,NA,0,4,4,1,85,0,1,1,0
"4442",0,0,1,12,4,11,1922,1176,55,8478.9501953125,1396,0,1,39022.1484375,27,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"4453",0,0,1,7,6,8,1917,0,60,0,3509,0,0,46106.80078125,40,0.300000011920929,0,0,7599.2998046875,7599.2998046875,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,1,NA,0,0,1,0
"4478",1,0,1,12,7,10,1947,1513,30,10501.0498046875,2670,3,1,16757.150390625,10,1.29999995231628,0,0,0,0,0,0,1642.5,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,11,0,1,1,0
"4490",0,1,0,8,5,7,1924,312,53,2277.60009765625,2079,8,0,13183.7998046875,20,2.20000004768372,0,0,15724.2001953125,0,0,1320,0,2988,NA,NA,NA,NA,NA,NA,0,3,9,2,83,0,1,1,0
"4529",0,0,1,14,12,12,1941,1984,36,36500,5908,1,0,40515,15,0.400000005960464,0,0,0,0,0,0,1460,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,86,0,1,1,0
"4551",0,0,1,12,5,12,1927,1880,50,44895,4417,0,0,46355,30,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,92,0,1,1,0
"4553",1,0,1,14,NA,12,NA,2040,26,NA,1395,3,NA,36317.5,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,0
"4595",1,0,1,8,NA,10,NA,2550,49,39420,1109,0,1,68620,30,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,11,0,1,1,0
"4597",1,0,1,13,12,13,1926,2585,51,58546,1023,1,1,175072.25,31,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,1,3,71,0,1,1,0
"4603",1,0,1,12,7,8,1942,2112,36,52322.75,3832,1,1,52322.75,16,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,40,0,1,1,0
"4632",1,1,0,17,10,13,1926,2550,51,120450,4333,1,1,141985,29,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,87,0,1,1,0
"4650",0,0,1,12,7,12,1951,1984,26,43800,4066,2,1,109719,7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,NA,NA,NA,NA,NA,1
"4693",1,0,1,11,6,11,1928,2438,49,82125,25,0,1,82125,27,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,32,0,1,1,0
"4696",1,0,1,8,12,10,1917,2080,60,31171,2067,0,1,54750,40,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,11,0,1,1,0
"4768",1,1,0,11,11,7,1936,3978,41,29200,4335,1,1,80139.3984375,21,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,61,0,1,1,0
"4778",0,0,1,12,1,11,1953,1880,25,21900,2960,1,1,74095,5,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,39,NA,NA,NA,NA,NA,1
"4781",1,0,1,12,6,8,1952,2132,25,31755,1037,1,1,38690,5,0.5,0,0,0,0,0,0,0,0,12,12,34310,6935,0,0,0,3,32,NA,51,0,1,1,0
"4801",0,0,1,13,6,7,1940,0,37,0,5783,5,NA,61852.8984375,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,NA,NA,NA,NA,NA,1
"4818",0,0,1,12,3,8,1933,2112,45,46720,5188,0,0,47450,10,0.200000002980232,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,92,0,1,1,0
"4855",0,0,1,13,11,8,1949,800,28,11972,3714,1,1,81322,7,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,8,8,0,4938.4501953125,0,0,0,2,24,NA,NA,NA,NA,NA,1
"4857",1,0,1,14,10,11,1945,504,32,18250,151,0,0,28601.400390625,12,0.5,0,1226.40002441406,1226.40002441406,0,0,0,0,0,11,NA,NA,4456.64990234375,0,NA,0,4,4,NA,82,0,1,1,0
"4861",0,0,1,12,6,6,1918,0,59,0,1400,2,NA,20899.900390625,20,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,26,NA,NA,NA,NA,NA,1
"4876",0,0,1,12,5,11,1943,2700,35,28470,239,1,1,66977.5,11,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,NA,NA,NA,NA,NA,1
"4894",0,0,1,14,9,11,1950,1648,27,45625,2495,1,1,92819.5,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,NA,NA,NA,NA,NA,1
"4920",1,0,1,12,5,10,1921,3263,57,29678.150390625,3976,1,1,56940,37,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,11,0,1,1,0
"4929",1,0,1,12,NA,8,NA,2327,25,27375,2076,2,1,31390,5,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,5,NA,11,0,1,1,0
"4953",0,1,0,14,6,2,1952,1920,25,37960,3834,1,0,37960,5,1,0,0,0,0,0,0,0,0,9,NA,NA,0,0,NA,0,2,13,NA,86,0,1,1,0
"4961",0,0,1,17,7,12,1931,0,46,0,690,2,1,115814.5,22,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"4987",1,0,1,10,7,7,1917,0,60,0,23,0,1,31981.30078125,34,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,2,NA,0,0,1,0
"5033",1,0,1,11,10,11,1952,3810,25,28579.5,3789,2,1,38434.5,5,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,11,0,1,1,0
"5064",0,NA,NA,12,NA,11,NA,1666,38,NA,6010,0,NA,121654.5,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,0
"5094",0,0,1,17,9,9,1948,2036,29,62050,1805,0,1,128078.5,4,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,12,15,226300,29200,0,0,0,2,12,NA,NA,NA,NA,NA,1
"5097",0,0,1,12,10,12,1937,0,40,0,3798,1,1,164250,8,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,1
