"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","hhdens","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_al","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","med15","occ","study","works","head","wife"
"62108",1,0,0,15,9,8,1942,2805,29,71125,4391,3,1,71125,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,61,0,1,1,0
"62112",1,0,1,12,2,11,1927,2475,45,65435,3910,2,1,72263,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,34,0,1,1,0
"62130",0,0,1,16,2,11,1946,1350,26,21013.169921875,452,0,1,43858.51953125,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,12,NA,70459.2734375,0,0,0,0,4,46,NA,NA,NA,NA,NA,1
"62133",1,0,1,12,12,8,1940,2020,31,42675,3401,2,1,42675,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,33,0,1,1,0
"62151",1,0,1,NA,NA,11,NA,1875,55,NA,3842,0,NA,105230.859375,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,0,0
"62158",0,0,1,16,3,11,1930,1000,42,27312,3072,2,1,122904,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"62182",0,0,1,7,10,5,1919,0,52,0,3046,1,1,54624,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"62253",1,1,0,10,6,12,1926,2798,45,71295.703125,1841,0,1,111529.6875,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,87,0,1,1,0
"62262",1,0,1,14,1,11,1925,2272,47,62447.75,1160,0,1,140395.0625,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,33,0,1,1,0
"62288",0,0,1,12,3,11,1925,0,46,0,1842,2,1,72832,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,18,NA,NA,NA,NA,NA,1
"62327",0,0,1,17,6,11,1937,210,34,1991.5,2325,4,1,14998.83984375,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,NA,1
"62333",0,0,1,17,8,11,1921,1316,50,35278,2331,1,1,147655.5,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,NA,1
"62359",1,0,1,NA,NA,3,NA,NA,44,NA,1476,0,NA,11527.9404296875,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,NA,0
"62374",1,0,1,8,NA,9,NA,NA,54,NA,3493,0,NA,136309.640625,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,0,NA
"62380",1,0,1,17,8,10,1915,2040,56,51210,4930,1,1,62590,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,NA,88,0,1,1,0
"62431",0,0,1,14,7,8,1944,0,27,0,4391,3,1,71125,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"62439",0,0,1,12,7,10,1928,0,43,0,1652,4,1,97868,1.60000002384186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"62463",0,0,1,11,11,10,1930,0,40,0,1708,3,NA,89674.3984375,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"62512",0,0,1,16,5,9,1929,1935,43,51779,2552,2,1,102989,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"62519",0,NA,NA,10,NA,8,NA,480,37,6828,3912,2,NA,62305.5,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"62522",0,0,1,12,4,10,1941,168,30,1707,2417,4,1,51779,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"62530",1,0,1,12,8,10,1943,4191,28,37923.8515625,1451,1,1,54055,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,61,0,1,1,0
"62570",0,0,1,12,9,9,1930,384,42,6828,3511,0,1,63159,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"62599",0,0,1,12,12,9,1923,0,49,0,2682,1,1,68280,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"62623",1,0,1,12,6,11,1931,2162,40,66573,892,3,1,66857.5,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,56,0,1,1,0
"62644",0,0,1,12,2,12,1944,0,28,0,3013,2,1,76962.9375,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"62674",0,0,1,8,NA,11,NA,0,60,0,2159,0,0,341.399993896484,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,4,NA,0,0,1,0
"62685",0,0,1,8,12,11,1916,0,55,0,2695,0,1,11949,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"62686",0,0,1,9,11,10,1943,0,28,0,4313,2,NA,94397.1015625,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,NA,NA,NA,NA,NA,1
"62702",0,0,1,16,8,9,1919,2080,51,58038,3592,1,NA,82732.6015625,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,NA,1
"62715",1,0,1,12,9,8,1925,1800,46,55847.3515625,2903,2,1,84382.703125,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,33,0,1,1,0
"62757",0,1,0,9,10,6,1914,1260,57,9217.7998046875,2446,0,1,15943.3798828125,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,NA,NA,NA,NA,NA,1
"62771",1,0,1,14,6,10,1925,3060,47,47238.37890625,2549,0,1,47238.37890625,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,61,0,1,1,0
"62779",1,0,1,7,NA,10,NA,2180,54,52376.44921875,3892,1,1,52376.44921875,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,21,0,1,1,0
"62802",1,0,1,8,2,11,1926,3640,46,47340.80078125,4489,3,1,73970,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,51,0,1,1,0
"62810",1,1,0,11,NA,9,NA,1872,31,31864,2802,0,0,34709,0.300000011920929,2845,2845,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,NA,40,0,1,1,0
"62814",1,0,1,12,10,10,1942,1771,29,62590,2664,3,1,62590,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,51,0,1,1,0
"62846",0,NA,NA,7,NA,5,NA,0,49,0,4020,0,NA,43813,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"62925",0,0,1,NA,NA,6,NA,NA,28,NA,4333,0,NA,40467.28125,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,0
"62936",0,0,1,12,8,10,1917,0,54,0,519,1,1,41650.80078125,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"62961",1,0,0,9,NA,7,NA,1540,31,14225,3201,0,1,15363,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,55,0,1,1,0
"63012",0,0,1,16,4,11,1912,1680,60,44951,4224,0,0,49161.6015625,0.100000001490116,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,NA,87,0,1,1,0
"63025",0,0,1,16,7,12,1927,1200,44,46658,2906,1,1,172407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"63049",0,1,0,12,1,9,1931,416,37,569,2059,1,1,36416,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,NA,NA,NA,NA,NA,1
"63079",0,NA,NA,9,NA,7,NA,0,46,0,2904,6,NA,148190.359375,1.70000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"63082",1,0,1,12,NA,8,NA,2024,26,42675,735,2,1,64297,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,23,NA,61,0,1,1,0
"63105",0,0,1,14,5,10,1921,1750,51,62590,3269,0,1,130870,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"63153",1,0,1,12,11,10,1933,2912,38,55762,3513,4,1,55762,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,40,0,1,1,0
"63154",0,0,1,12,12,10,1917,2000,54,25605,4209,0,1,65435,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,43,NA,NA,NA,NA,NA,1
"63171",1,0,1,15,10,11,1946,1440,25,20484,400,0,1,26174,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,1,0,1,0
"63176",0,0,1,13,2,10,1927,1482,45,15932,2888,1,1,102533.796875,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,40,NA,NA,NA,NA,NA,1
"63192",0,0,1,12,11,9,1946,0,25,0,3474,1,1,42845.69921875,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"63258",0,0,1,14,7,12,1941,630,30,10242,3548,2,1,95307.5,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"63308",1,0,1,7,4,9,1935,2512,36,47227,2468,0,1,47227,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,35,NA,30,0,1,1,0
"63330",1,0,1,12,6,9,1936,300,38,NA,3758,0,NA,14475.3603515625,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1707,0,NA,0,4,4,NA,NA,NA,NA,NA,0
"63335",0,NA,NA,NA,NA,6,NA,NA,25,NA,742,1,NA,29832.669921875,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,NA,NA,NA,NA,NA,0
"63340",0,0,1,17,7,11,1920,1560,51,60314,1879,0,1,94027.25,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"63370",1,0,1,10,3,9,1928,2064,43,44951,855,2,1,63728,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,40,0,1,1,0
"63386",1,0,1,12,2,8,1941,1992,31,46089,1331,2,1,51210,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,44,0,1,1,0
"63387",1,0,1,12,10,7,1929,2805,42,68280,5008,1,1,68280,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,82,0,1,1,0
"63399",0,0,1,11,10,11,1936,0,35,0,1467,1,1,71824.8671875,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"63429",1,0,1,12,7,12,1939,2060,32,54510.19921875,2458,2,1,73287.203125,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,NA,62,0,1,1,0
"63465",0,0,1,11,5,10,1934,480,37,7112.5,2317,3,1,112377.5,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"63477",0,0,1,12,5,9,1939,168,31,2389.80004882812,4048,3,1,100542.296875,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,39,NA,NA,NA,NA,NA,1
"63497",1,0,1,12,2,7,1947,2195,25,62590,1727,1,1,83301.6015625,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,NA,61,0,1,1,0
"63506",1,0,1,8,9,9,1944,2550,27,56900,915,1,1,67142,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,62,0,1,1,0
"63538",1,0,1,12,1,11,1914,2205,58,27522.529296875,3921,2,1,50379.26171875,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,NA,34,0,1,1,0
"63541",0,NA,NA,14,NA,10,NA,0,44,0,1357,4,NA,46658,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"63564",1,1,0,4,NA,5,NA,1872,60,40968,2607,2,1,44097.5,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,8,NA,86,0,1,1,0
"63567",0,0,1,12,6,9,1938,0,33,0,1590,4,1,28165.5,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"63595",1,0,1,NA,NA,10,NA,1760,25,NA,4677,0,NA,218638.25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,0
"63600",0,0,1,12,11,10,1913,2385,57,40968,3444,0,0,40968,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,86,0,1,1,0
"63604",0,0,1,10,8,9,1911,1224,60,11533.6298828125,68,0,NA,17235.009765625,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,1
"63618",1,0,1,12,5,9,1930,1040,42,NA,3370,0,NA,41855.640625,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,20,NA,NA,NA,NA,NA,0
"63620",1,0,1,12,3,11,1932,2205,39,79660,344,4,1,84519.2578125,1,0,3687.1201171875,3687.1201171875,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,31,0,1,1,0
"63652",0,0,1,12,2,11,1941,960,31,8421.2001953125,2760,3,1,73970,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"63721",0,1,0,11,2,7,1930,0,41,0,2086,0,NA,31386.0390625,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,NA,1
"63789",1,0,1,10,NA,10,NA,1800,45,59745,3393,1,1,96730,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,51,0,1,1,0
"63811",1,0,1,6,9,9,1915,2000,56,119490,4413,3,1,230445,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,11,0,1,1,0
"63821",0,0,1,12,6,11,1925,2482,46,39830,2884,1,1,141043.71875,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,NA,NA,NA,NA,NA,1
"63855",1,0,1,12,11,13,1938,2090,33,31295,1817,0,1,59176,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,34,0,1,1,0
"63870",0,0,1,NA,NA,6,NA,NA,36,NA,1736,4,NA,48148.78125,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,0
"63913",0,NA,NA,8,NA,7,NA,0,48,0,40,0,NA,21394.400390625,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"63922",0,0,1,14,1,10,1932,0,40,0,4721,3,1,142250,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"63943",0,0,1,12,2,10,1935,1920,37,48365,985,2,1,98573.5625,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"63961",0,0,0,8,10,9,1915,640,56,7397,889,0,0,7397,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,4,61,0,1,1,0
"63980",1,0,1,12,8,8,1944,2176,27,50658.0703125,780,0,1,84018.5390625,0.5,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,0,3,42,NA,31,0,1,1,0
"63999",0,0,1,14,7,12,1928,2000,43,29588,4752,2,1,97868,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"64000",0,0,1,15,5,11,1947,0,25,0,129,2,1,52063.5,1.29999995231628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,NA,1
"64062",0,0,1,NA,NA,7,NA,NA,43,NA,3245,2,NA,20461.240234375,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,0
"64096",0,0,1,14,11,11,1933,0,38,0,479,4,1,83216.25,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"64097",1,0,1,16,6,10,1932,2040,40,96616.203125,548,0,1,111694.703125,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,NA,32,0,1,1,0
"64106",0,0,1,12,12,11,1933,0,37,0,3563,5,1,133146,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"64150",0,0,1,16,8,12,1922,1664,49,31295,4033,1,1,114369,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"64159",1,0,1,NA,NA,10,NA,NA,43,NA,2190,0,NA,51500.19140625,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,0
"64181",0,0,1,6,8,10,1913,1400,58,18208,2265,1,0,26640.580078125,0.400000005960464,0,8091.18017578125,8091.18017578125,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,61,0,1,1,0
"64185",0,0,1,12,11,12,1912,0,59,0,3012,1,1,88195,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"64208",1,0,0,12,10,11,1943,1596,29,28432.9296875,2882,1,1,62578.62109375,1.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,NA,11,0,1,1,0
"64235",0,0,1,7,9,9,1915,0,56,0,1040,0,NA,96161,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"64238",1,0,1,16,3,10,1945,2324,26,49503,1484,2,1,50646.69140625,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,11,0,1,1,0
"64277",1,0,1,12,7,12,1945,2113,27,52348,2414,3,1,52934.0703125,0.600000023841858,0,0,0,0,0,0,0,12,8,0,0,0,0,0,2,14,NA,40,0,1,1,0
"64283",0,0,1,12,5,9,1915,0,56,0,2938,0,NA,72473.53125,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,NA,NA,NA,NA,NA,1
"64310",0,0,1,8,10,9,1923,0,48,0,675,0,NA,54498.8203125,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"64337",1,0,1,16,11,11,1923,2750,49,119490,1166,2,1,165010,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,40,0,1,1,0
"64343",1,0,1,8,NA,7,NA,1340,48,41855.640625,2180,3,1,125925.390625,0.899999976158142,16660.3203125,16660.3203125,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,32,0,1,1,0
"64350",1,0,1,14,12,5,1937,3825,34,25109.970703125,4155,4,1,29019,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,61,0,1,1,0
"64383",0,0,1,17,1,12,1930,105,42,2276,1487,2,1,130557.046875,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,NA,1
"64396",0,1,0,12,11,8,1943,2080,28,17070,1430,3,0,31169.8203125,1,0,15829.580078125,0,0,312,0,2470,NA,NA,NA,NA,NA,NA,0,4,4,NA,86,0,1,1,0
"64464",0,0,1,13,3,11,1934,800,38,4552,2381,3,NA,96161,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"64484",1,0,1,10,10,6,1934,1890,37,38344.91015625,1890,7,1,68547.4296875,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,55,0,1,1,0
"64497",0,0,0,17,2,11,1947,1400,25,79660,4910,0,1,104866.703125,0.5,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,0,0,NA,0,4,43,NA,NA,NA,NA,NA,1
"64501",1,0,1,8,11,9,1926,2597,45,58038,2885,2,1,68849,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,44,0,1,1,0
"64536",1,0,1,7,NA,7,NA,1640,52,11949,887,0,0,17900.740234375,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,51,0,1,1,0
"64566",0,1,0,12,7,5,1912,0,52,0,4122,0,1,22492.5703125,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,39,NA,NA,NA,NA,NA,1
"64593",0,0,1,12,9,10,1917,0,54,0,296,0,1,73873.2734375,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,NA,1
"64645",0,0,1,8,2,11,1920,0,51,0,455,1,1,52348,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,NA,NA,NA,NA,NA,1
"64659",0,0,1,12,4,10,1925,2010,47,13991.7099609375,1254,0,0,13991.7099609375,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,11,0,1,1,0
"64672",0,1,0,17,11,12,1929,1624,38,52917,1964,0,NA,138267,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"64674",0,0,1,12,NA,10,NA,1938,31,34140,2997,3,0,49503,1,0,0,0,0,0,14225,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,61,0,1,1,0
"64691",0,0,1,17,7,11,1944,1980,27,52917,3578,0,1,119899.6796875,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"64758",0,NA,NA,10,6,11,1935,320,36,1422.5,246,2,NA,112519.75,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"64769",0,0,1,11,2,10,1940,90,32,569,815,1,0,29872.5,0.5,0,15363,15363,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,83,0,1,1,0
"64794",1,0,1,12,2,12,1924,2970,48,62590,3399,0,1,85919,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,69,0,1,1,0
"64802",0,0,1,12,6,10,1927,0,45,0,3393,1,1,96730,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"64818",1,0,1,10,9,11,1924,2000,47,37901.08984375,5022,1,1,68058.09375,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,30,0,1,1,0
"64821",0,0,1,12,NA,7,NA,2000,27,NA,2904,6,NA,148190.359375,1.70000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,0
"64839",0,0,1,12,9,10,1927,1222,44,15932,3608,0,1,66857.5,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"64841",0,0,1,11,5,9,1924,2387,48,17070,4875,0,0,24205.259765625,0.200000002980232,0,0,0,0,0,4267.5,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,61,0,1,1,0
"64850",0,1,0,11,2,3,1927,1928,45,37400.37109375,2914,0,0,37400.37109375,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,3,86,0,1,1,0
"64860",0,0,1,17,5,11,1933,1620,38,48934,1508,0,1,326321.5,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"64910",0,0,1,12,11,12,1929,0,42,0,156,2,1,406835,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"64928",1,0,1,12,1,11,1942,2162,30,NA,1485,0,NA,129123.171875,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,66789.21875,0,0,0,0,4,46,NA,NA,NA,NA,NA,0
"64933",1,0,1,12,NA,8,NA,1984,48,82806.5703125,2051,3,1,92968.90625,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,55,0,1,1,0
