"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","hhdens","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_al","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","med15","occ","study","works","head","wife"
"38417",0,0,1,12,12,11,1928,1761,43,22760,2625,0,0,23044.5,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,87,0,1,1,0
"38591",1,0,1,9,10,13,1932,1975,39,66573,1375,4,1,66800.6015625,0.899999976158142,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,48,NA,32,0,1,1,0
"38603",1,0,1,17,10,12,1937,2550,34,170700,3754,3,1,174114,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,62,0,1,1,0
"38617",1,0,1,12,6,7,1914,1750,57,24893.75,2845,0,1,41110.25,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,4,81,0,1,1,0
"38657",1,0,1,16,1,13,1940,3149,32,79660,2081,3,1,84229.0703125,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,85,0,1,1,0
"38658",0,1,0,1,5,3,1918,96,58,341.399993896484,1076,3,NA,39101.6796875,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,17,NA,NA,NA,NA,NA,1
"38693",1,0,1,11,7,10,1922,2304,49,62590,4284,2,1,77110.8828125,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,NA,87,0,1,1,0
"38729",1,0,1,8,7,9,1935,3128,38,91040,2025,2,1,165635.90625,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,62,0,1,1,0
"38775",1,0,1,10,8,9,1937,3060,35,85350,3235,3,1,109589.3984375,1,0,24239.400390625,24239.400390625,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,61,0,1,1,0
"38788",1,0,1,14,1,10,1920,4368,52,40876.9609375,2056,1,1,73970,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,3,23,NA,11,0,1,1,0
"38811",0,0,1,17,9,12,1936,0,36,0,2379,2,1,129504.3984375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"38830",1,0,1,12,9,11,1922,2970,49,82846.3984375,3924,2,1,125902.6328125,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,NA,21,0,1,1,0
"38851",0,0,1,17,5,13,1945,160,26,1422.5,237,0,0,11664.5,0.300000011920929,0,0,0,0,0,0,0,NA,NA,56900,NA,0,0,0,4,4,NA,NA,1,0,1,0
"38852",0,0,1,12,9,10,1912,1600,58,12518,3302,0,1,45872.78125,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"38877",1,0,1,17,3,9,1930,2400,39,49503,2172,2,1,88764,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,82,0,1,1,0
"38891",1,0,1,16,2,13,1927,3430,45,100713,3649,3,1,122335,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,51,0,1,1,0
"38897",0,0,1,12,4,8,1916,1920,55,36985,2295,0,1,73970,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"38900",1,0,1,9,NA,11,NA,1760,55,71602.9609375,3816,0,1,71602.9609375,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,34,0,1,1,0
"38924",0,1,0,NA,NA,3,NA,NA,27,NA,1195,2,NA,49309.5390625,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,2,34,NA,NA,NA,NA,NA,0
"38954",1,0,0,17,8,12,1923,2500,48,557620,2000,2,1,568994.3125,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,86,0,1,1,0
"38960",1,0,1,14,9,11,1924,2200,47,96718.6171875,788,0,1,98454.0703125,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,NA,33,0,1,1,0
"38969",0,0,1,12,3,11,1936,40,35,1621.65002441406,699,5,1,50072,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"38990",1,0,1,17,10,12,1945,2085,26,91040,2476,0,1,108110,0.699999988079071,0,0,0,0,0,0,0,NA,12,62590,62590,0,0,0,1,31,NA,31,0,1,1,0
"39004",1,0,1,12,5,9,1938,880,34,39830,3106,3,1,39830,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,51,0,1,1,0
"39058",1,0,1,12,2,9,1943,3872,29,57753.5,2315,2,1,58009.55078125,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,62,0,1,1,0
"39076",1,1,0,6,8,9,1934,2000,36,35847,2059,1,1,36416,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,23,NA,32,0,1,1,0
"39083",1,0,1,12,7,11,1931,2000,27,44501.48828125,602,0,1,44501.48828125,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,6,NA,NA,91,0,1,1,0
"39091",1,0,1,17,6,11,1940,2381,31,78641.4921875,3022,0,1,123706.2890625,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,NA,87,0,1,1,0
"39104",1,1,0,14,9,12,1927,2375,44,76815,3739,1,1,87142.3515625,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,92,0,1,1,0
"39157",1,0,1,10,NA,11,NA,1824,34,68280,2849,2,1,87512.203125,0.699999988079071,1138,1138,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,51,0,1,1,0
"39183",1,1,0,8,NA,10,NA,1040,51,11380,4374,0,1,40114.5,0.699999988079071,0,3072.60009765625,3072.60009765625,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,1,NA,0,0,1,0
"39184",1,0,1,16,6,11,1946,0,25,0,2488,0,1,50356.5,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,1,0,1,0
"39190",1,0,1,16,1,11,1933,2500,38,200288,2424,1,1,96161,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,71,0,1,1,0
"39198",1,0,1,12,4,11,1947,2910,25,53372.19921875,776,1,1,68291.3828125,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,17,NA,11,0,1,1,0
"39201",1,0,1,7,1,10,1941,1776,30,27881,1517,6,1,27881,NA,0,0,0,0,0,0,0,7,NA,36985,0,0,0,0,3,45,NA,32,0,1,1,0
"39231",0,0,1,16,5,10,1945,240,26,2845,4207,2,1,46658,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,43,NA,NA,NA,NA,NA,1
"39240",0,0,1,12,8,13,1936,0,35,0,2266,3,1,132577,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,NA,1
"39253",1,0,1,12,7,11,1929,2528,42,80798,4411,0,0,83153.65625,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,30,0,1,1,0
"39295",1,1,0,5,11,5,1915,2921,57,38168.51953125,2360,1,1,38231.109375,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,40,0,1,1,0
"39302",0,0,0,16,12,10,1944,320,27,2344.28002929688,2467,0,1,31147.060546875,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,48,NA,NA,0,0,1,0
"39339",0,0,1,10,7,9,1920,1920,51,48934,3836,0,1,186859.59375,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"39351",1,1,0,16,NA,11,NA,3250,48,67033.890625,4918,0,0,73970,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,81,0,1,1,0
"39369",1,0,1,12,NA,8,NA,2004,28,44666.5,1427,0,1,65036.69921875,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,86,0,1,1,0
"39397",1,0,1,6,8,10,1939,0,32,0,290,3,1,18025.919921875,1.20000004768372,0,22532.400390625,18025.919921875,0,792,0,0,NA,NA,NA,NA,NA,NA,0,3,3,1,NA,0,0,1,0
"39408",1,0,1,12,7,12,1924,2350,47,59745,2987,1,1,86061.25,0.699999988079071,142.25,142.25,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,55,0,1,1,0
"39460",1,0,1,17,1,11,1942,480,30,6259,842,0,1,24467,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,1,0,1,0
"39514",1,0,1,16,8,10,1947,3360,25,54225.69921875,3234,0,1,110955,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,11,0,1,1,0
"39518",0,0,1,10,6,8,1943,40,28,375.540008544922,1875,3,1,26583.6796875,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,NA,1
"39521",0,0,1,12,7,13,1936,0,35,0,1722,2,1,46658,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,35,NA,NA,NA,NA,NA,1
"39531",1,0,1,12,8,11,1926,2080,47,NA,926,0,NA,83074,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,0
"39538",1,0,1,17,2,12,1940,2750,32,80798,2182,7,1,82789.5,1.29999995231628,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,57,0,1,1,0
"39565",0,1,0,8,1,6,1913,0,59,0,4370,2,0,27755.8203125,0.699999988079071,0,31852.619140625,7954.6201171875,0,720,0,3480,NA,NA,NA,NA,NA,NA,0,2,12,4,NA,0,0,1,0
"39589",1,0,1,14,8,12,1937,2448,35,56900,1606,3,1,79660,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,NA,92,0,1,1,0
"39651",0,0,1,13,1,11,1940,0,33,0,1274,2,1,97014.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,48,NA,NA,NA,NA,NA,1
"39769",0,0,1,17,3,10,1945,1517,27,52939.76171875,2384,0,0,52951.140625,0.200000002980232,0,0,0,0,0,0,0,14,NA,102420,5121,0,0,0,1,31,NA,87,0,1,1,0
"39776",1,0,1,2,7,7,1929,1800,45,17576.41015625,3899,2,1,30521.16015625,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,11,0,1,1,0
"39820",0,0,1,12,NA,12,NA,2000,43,35016.26171875,2924,0,NA,108775.7265625,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"39829",0,0,1,12,12,9,1938,0,33,0,2206,3,1,31295,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,NA,1
"39834",1,0,1,NA,NA,8,NA,NA,46,NA,76,0,NA,41019.2109375,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,0
"39895",0,0,1,12,1,8,1912,0,60,0,3813,0,NA,31090.16015625,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"39936",1,0,1,8,5,2,1920,1960,52,19232.19921875,2631,0,0,19232.19921875,0.300000011920929,0,1911.83996582031,0,0,336,0,0,NA,NA,NA,NA,NA,NA,0,4,43,4,92,0,1,1,0
"39938",0,0,1,12,1,10,1936,3,36,51.2099990844727,523,2,1,40393.30859375,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"39973",0,0,1,14,4,11,1940,0,32,0,4531,4,1,107085.796875,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,26,NA,NA,NA,NA,NA,1
"39982",0,0,1,10,4,4,1912,0,60,0,1717,0,1,28450,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"39987",0,0,1,12,10,8,1931,2646,40,55705.1015625,2383,3,NA,125009.296875,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,1,31,NA,NA,NA,NA,NA,1
"40002",1,0,1,8,3,9,1918,3000,53,32717.5,4971,2,1,63585.75,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,83,0,1,1,0
"40016",1,0,1,16,9,10,1945,3500,26,0,1719,2,1,5.69000005722046,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,11,0,1,1,0
"40018",0,0,1,16,10,8,1920,1440,51,15363,2106,2,1,68735.203125,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"40019",0,0,1,14,1,10,1932,0,40,0,1507,2,1,118693.3984375,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"40084",1,0,1,16,4,10,1933,1997,38,76103.75,1880,1,1,79375.5,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,62,0,1,1,0
"40125",0,0,1,12,2,10,1933,1960,37,NA,1787,0,0,84610.296875,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,0,0,NA,0,2,22,NA,NA,NA,NA,NA,0
"40168",0,0,1,11,10,9,1927,NA,42,NA,3286,0,1,154033.984375,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,39261,0,0,0,0,3,9,NA,NA,NA,NA,NA,0
"40189",0,0,1,16,5,11,1939,2250,32,51210,394,0,1,53486,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"40212",1,1,0,2,6,7,1933,2080,39,11380,4297,7,1,27738.75,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,4,NA,0,1,1,0
"40215",0,0,0,12,6,13,1931,0,45,0,2731,1,1,124212.703125,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"40229",1,0,1,NA,NA,9,NA,2450,30,68849,3626,2,1,88650.203125,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,31,0,1,1,0
"40245",1,0,1,14,4,9,1939,2000,33,49503,4327,3,1,69987,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,NA,31,0,1,1,0
"40268",0,0,1,16,12,9,1946,2000,25,NA,3493,0,NA,136309.640625,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,40968,0,0,0,1,29,NA,NA,NA,NA,NA,0
"40275",1,0,1,11,NA,9,NA,1620,53,54055,856,0,1,122642.2578125,0.5,307.260009765625,307.260009765625,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,32,0,1,1,0
"40300",0,0,1,12,9,10,1945,48,26,1138,548,0,1,111694.703125,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,NA,1
"40315",1,0,1,12,10,10,1942,1688,30,46658,1607,1,1,50623.9296875,0.600000023841858,3550.56005859375,3550.56005859375,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,NA,32,0,1,1,0
"40357",0,0,1,16,2,10,1945,0,29,0,1607,1,1,50623.9296875,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,NA,NA,NA,NA,NA,1
"40360",0,1,0,8,12,7,1921,0,50,0,571,4,1,11351.5498046875,1.29999995231628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,NA,NA,NA,NA,NA,1
"40376",1,0,1,17,8,11,1945,2450,26,42675,3336,2,1,49503,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,1,87,0,1,1,0
"40459",1,0,1,12,9,11,1933,1864,38,88195,3916,0,0,90471,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,31,0,1,1,0
"40477",0,NA,NA,12,NA,8,NA,0,41,0,608,3,NA,68507.6015625,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"40488",0,0,1,11,5,7,1940,352,31,4182.14990234375,282,6,1,52177.30078125,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"40495",0,0,1,12,8,8,1935,0,36,0,965,5,1,65435,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,NA,NA,NA,NA,NA,1
"40501",1,0,1,13,4,10,1937,3900,35,79660,4054,3,1,110955,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,32,0,1,1,0
"40548",0,0,1,16,NA,11,NA,0,30,0,2711,2,NA,102704.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"40598",0,0,0,14,10,10,1921,1912,51,37451.578125,3597,0,0,45417.578125,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,NA,57,0,1,1,0
"40616",0,0,1,12,10,10,1915,780,56,7789.60986328125,2430,0,1,20455.55078125,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"40658",0,0,1,16,NA,10,NA,1960,25,36985,1514,0,0,36985,0.200000002980232,0,0,0,0,0,0,0,12,NA,NA,26174,0,NA,0,3,3,NA,86,0,1,1,0
"40696",0,0,1,7,6,7,1922,0,49,0,75,0,1,60086.3984375,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"40752",1,0,1,12,8,10,1944,2925,28,73634.2890625,3589,1,1,84581.8515625,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,NA,40,0,1,1,0
"40779",1,0,1,3,NA,3,NA,120,50,NA,103,4,NA,28814.16015625,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,0,NA
"40790",1,0,1,14,12,10,1918,2424,54,95023,3812,1,1,132577,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,92,0,1,1,0
"40795",0,0,1,9,8,6,1928,640,43,9104,328,0,1,46561.26953125,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"40804",0,0,1,12,8,12,1913,0,58,0,3902,1,1,85350,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"40816",0,0,1,12,1,8,1917,1735,55,14509.5,1889,0,1,45787.4296875,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"40842",1,0,1,12,NA,10,NA,1663,36,51210,3580,2,1,53486,0.800000011920929,4552,4552,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,33,0,1,1,0
"40845",0,1,0,12,6,4,1941,0,30,0,2369,5,1,44382,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"40864",1,0,1,14,9,7,1931,1950,41,96730,3396,2,1,96730,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,55,0,1,1,0
"40881",1,0,1,12,2,12,1941,2167,31,23237.9609375,1697,2,1,75108,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,55,0,1,1,0
"40898",1,1,0,NA,NA,7,NA,NA,34,NA,2691,1,NA,24808.400390625,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,NA,0
"40937",1,0,1,9,6,8,1911,1944,60,36985,2295,0,1,73970,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,87,0,1,1,0
"40974",0,0,1,12,11,11,1926,0,45,0,3924,2,1,125902.6328125,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,43,NA,NA,NA,NA,NA,1
"40993",1,0,1,17,3,12,1947,1500,25,18208,2205,1,1,46202.80078125,0.600000023841858,0,1877.69995117188,0,0,330,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,61,0,1,1,0
"41001",0,0,1,17,9,10,1945,1857,25,51779,4986,0,0,51779,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,87,0,1,1,0
"41022",0,0,1,9,9,7,1919,0,52,0,723,1,1,65537.421875,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,NA,1
"41052",1,0,1,4,4,10,1915,1560,56,0,519,1,1,41650.80078125,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,2,11,0,1,1,0
"41093",0,0,1,10,1,10,1915,0,57,0,868,0,0,2048.39990234375,0.200000002980232,0,1877.69995117188,0,0,330,0,0,NA,NA,NA,NA,NA,NA,0,3,41,2,NA,0,0,1,0
"41130",1,0,1,17,5,12,1941,1920,30,76888.96875,3013,2,1,76962.9375,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,92,0,1,1,0
"41231",1,0,1,6,3,8,1930,2360,42,72837.6875,2525,4,1,77594.53125,0.899999976158142,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,91,0,1,1,0
"41245",1,0,1,12,4,11,1913,2729,59,102420,2018,0,1,129106.1015625,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,62,0,1,1,0
"41249",1,0,1,15,4,10,1932,2200,39,88195,2317,3,1,112377.5,0.899999976158142,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,82,0,1,1,0
"41294",0,0,1,14,3,11,1915,1960,57,59176,1779,0,0,59176,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,6,NA,31,0,1,1,0
"41312",0,0,1,17,12,10,1937,0,35,0,2053,0,NA,51210,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"41323",1,1,0,8,NA,3,NA,2000,38,20484,905,0,0,20484,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,51,0,1,1,0
"41331",0,0,1,14,10,9,1914,1800,57,24962.029296875,3358,0,NA,67068.03125,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"41365",1,0,1,16,6,10,1935,3060,36,96730,2998,2,1,98437,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,71,0,1,1,0
"41386",0,0,1,9,3,11,1924,2040,48,11641.740234375,1107,0,0,48626.73828125,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,61,0,1,1,0
"41400",0,0,1,12,12,12,1921,0,50,0,4853,0,1,263128.375,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,2,34,NA,NA,NA,NA,NA,1
"41409",1,0,1,12,12,7,1929,3920,42,67853.25,248,5,1,68029.640625,1.20000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,1,55,0,1,1,0
"41412",0,NA,NA,16,NA,12,NA,1260,29,22760,4995,1,NA,88195,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"41441",1,0,1,15,1,10,1922,2806,50,91677.28125,4650,1,1,98226.46875,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,61,0,1,1,0
"41455",1,0,1,12,8,11,1930,2156,41,51210,1432,2,1,100428.5,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,61,0,1,1,0
"41465",1,1,0,14,9,9,1944,1978,27,49503,3451,3,1,74539,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,44,0,1,1,0
"41466",0,0,1,12,9,11,1938,1920,33,22760,1324,0,1,72263,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"41467",1,0,1,12,9,10,1936,2205,35,66004,5006,3,1,78226.1171875,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,44,0,1,1,0
"41486",0,NA,NA,10,NA,11,NA,0,57,0,1848,0,NA,58459.05859375,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"41494",0,1,0,12,12,12,1945,480,26,7397,1443,1,1,75108,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,NA,NA,NA,NA,NA,1
"41544",1,1,0,12,11,12,1927,4004,44,52917,979,0,1,85423.96875,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,92,0,1,1,0
"41556",0,NA,NA,14,NA,7,NA,0,58,0,1930,0,NA,10242,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"41652",1,0,1,11,2,12,1920,2380,52,90755.5,1425,1,1,122073.2578125,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,85,0,1,1,0
