"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","hhdens","inc_wcomp","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_ch","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"63922",0,0,1,14,1,10,1932,0,49,0,5510,1,1,335360,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,0,NA,1
"63943",0,0,1,12,2,10,1935,2040,46,40086,3148,0,1,126100.6015625,22,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,0,1,NA,1
"63956",1,0,1,17,9,12,1949,2371,31,25099.599609375,5968,2,1,25099.599609375,8,0.699999988079071,0,0,0,0,0,0,0,0,16,16,83840,58950,0,0,0,1,3,0,1,1,0
"63980",1,0,1,12,8,8,1944,2000,36,40610,2162,3,1,76242,10,0.699999988079071,0,0,0,0,0,0,0,0,8,NA,NA,2030.5,0,NA,0,3,23,0,1,1,0
"63992",0,1,0,12,11,4,1931,0,49,0,2653,0,1,78482.1015625,25,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,8,0,0,NA,1
"63999",0,0,1,14,7,12,1928,2750,52,31440,5689,0,1,104800,8,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"64000",0,0,1,15,5,11,1947,150,33,196.5,953,2,1,50888.26171875,11,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,0,3,9,0,0,NA,1
"64013",0,0,1,14,3,11,1956,2072,25,20836.859375,1076,0,0,20876.16015625,4,0.5,0,0,0,0,0,0,0,0,16,NA,NA,73360,0,NA,0,4,46,0,1,1,0
"64016",0,0,1,12,10,7,1953,79,26,524,1217,2,1,57902,3,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"64083",1,0,1,12,8,10,1952,2870,28,35894,148,1,1,41147.1015625,5,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"64096",0,0,1,14,11,11,1933,1073,47,10480,626,2,1,119498.203125,6,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,0,1,NA,1
"64097",1,0,1,16,6,10,1932,1980,48,65500,1851,0,1,68382,17,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,0,1,1,0
"64106",0,0,1,12,12,11,1933,240,47,20477.919921875,6391,2,1,311518,1,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,0,0,NA,1
"64114",0,0,1,17,3,11,1954,2212,27,33012,1853,2,1,69272.796875,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,10,52177.30078125,12576,0,0,0,2,48,0,1,NA,1
"64147",0,0,1,12,2,8,1955,2214,26,24533.6796875,2459,1,1,54870.66015625,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,0,1,NA,1
"64150",0,0,1,16,8,12,1922,120,58,2620,2470,0,1,56068,14,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,0,NA,1
"64206",1,0,1,17,4,13,1948,2568,32,61570,911,0,1,79910,3,0.300000011920929,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,3,19,0,1,1,0
"64208",1,0,0,12,10,11,1943,2200,37,43230,5810,0,0,56854,NA,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,0,1,1,0
"64238",1,0,1,16,3,10,1945,2170,35,31466.19921875,1535,4,1,41920,12,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"64242",1,0,1,13,12,10,1949,2952,31,25414,5058,4,1,43754,9,1,0,0,170.300003051758,0,0,65,0,0,9,NA,NA,259.380004882812,0,0,0,2,26,0,1,1,0
"64259",1,0,1,12,11,10,1939,2415,41,NA,6198,0,1,93010,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,0
"64264",0,0,1,13,1,10,1955,2031,26,13100,87,0,1,65468.55859375,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"64280",0,0,1,12,7,9,1955,416,25,3406,1294,2,1,67858,4,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,0,0,NA,1
"64285",0,0,1,12,11,10,1952,1994,28,47160,455,0,0,47160,9,0.300000011920929,0,0,0,0,0,0,0,0,12,10,NA,4716,0,0,0,1,29,0,1,1,0
"64296",1,0,1,12,2,12,1952,3580,29,42444,3662,1,1,65552.3984375,6,0.5,0,0,0,0,0,0,0,0,14,NA,NA,39300,0,NA,0,1,31,0,1,1,0
"64299",0,0,1,12,12,8,1952,0,28,0,4758,2,NA,22406.240234375,2,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,8,8,86436.421875,0,0,0,0,4,36,0,1,NA,1
"64302",1,0,1,13,8,8,1953,2304,28,52400,883,2,1,85936,4,0.5,0,0,0,0,0,0,0,0,12,NA,NA,9170,0,NA,0,2,48,0,1,1,0
"64310",0,0,1,8,10,9,1923,0,57,0,2730,0,NA,50013.1796875,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,0,0,NA,1
"64323",0,0,1,17,2,10,1956,540,25,10480,5484,0,1,46924.19921875,7,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,13,15,NA,19912,0,0,0,1,31,0,1,NA,1
"64324",0,1,0,14,4,7,1952,1856,28,27510,4596,2,NA,94058,3,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,0,0,NA,0,2,12,0,1,NA,1
"64337",1,0,1,16,11,11,1923,2750,57,146720,4010,1,1,149602,30,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"64343",1,0,1,8,NA,7,NA,0,57,0,5296,0,1,48289.21875,34,0.699999988079071,0,0,30373.66015625,30373.66015625,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,0,1,0
"64344",1,0,1,14,12,10,1953,2060,27,28086.400390625,2728,1,1,41003,7,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"64350",1,0,1,14,12,5,1937,3060,43,31026.0390625,800,4,1,63073.87890625,19,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"64363",1,0,1,12,12,12,1949,1388,32,15911.259765625,6615,0,1,49263.859375,19,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,0,1,0
"64383",0,0,1,17,1,12,1930,123,51,1257.59997558594,4811,1,1,221337.59375,15,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,0,0,NA,1
"64464",0,0,1,13,3,11,1934,0,45,0,3937,1,NA,47160,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"64484",1,0,1,10,10,6,1934,3060,47,41925.23828125,684,1,1,65253.71875,23,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"64497",0,0,0,17,2,11,1947,1440,33,26200,5051,2,1,105979,9,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,0,0,NA,0,4,43,0,1,NA,1
"64501",1,0,1,8,11,9,1926,2450,54,44540,6513,0,1,78600,31,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"64512",0,NA,NA,12,5,9,1937,702,44,8384,5497,1,NA,113184,7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,0,0,NA,1
"64566",0,1,0,12,7,5,1912,0,60,0,1259,0,1,13079.0400390625,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,39,0,0,NA,1
"64616",0,0,1,16,2,11,1955,2319,26,99560,2902,0,0,124300.65625,5,0.300000011920929,0,0,0,0,0,0,0,0,12,13,60260,39300,0,0,0,1,31,0,1,1,0
"64659",0,0,1,12,4,10,1925,3486,55,21559.98046875,1039,0,NA,27431.400390625,33,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,1
"64672",0,1,0,17,11,12,1929,1040,45,11790,5970,1,NA,25414,16,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,0,0,NA,1
"64691",0,0,1,17,7,11,1944,0,36,0,5769,2,1,72537.3203125,12,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,0,NA,1
"64758",0,NA,NA,10,6,11,1935,1503,46,15720,3080,0,NA,146720,7,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,1
"64769",0,0,1,11,2,10,1940,1976,41,22794,2403,0,0,44540,18,0.600000023841858,0,0,4716,4716,0,0,0,0,NA,4,0,NA,NA,0,0,2,34,0,1,1,0
"64788",0,0,1,14,3,12,1947,1290,34,28820,5209,1,NA,83840,13,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,43,0,1,NA,1
"64794",1,0,1,12,2,12,1924,0,57,0,6242,0,1,55219.12109375,31,0.5,0,0,17229.119140625,17229.119140625,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,0,1,0
"64801",0,0,1,14,11,10,1955,420,25,11135,2121,1,1,55675,2,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,6,5,57640,9170,0,0,0,1,31,0,1,NA,1
"64802",0,0,1,12,6,10,1927,513,53,4716,6469,0,0,102428.8984375,10,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"64818",1,0,1,10,9,11,1924,480,56,17331.30078125,5451,0,1,55821.71875,33,0.300000011920929,0,10626.7197265625,10626.7197265625,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,0,1,0
"64822",0,0,1,17,1,13,1955,1065,26,23580,1984,0,0,43190.69921875,4,0.300000011920929,0,0,471.600006103516,0,0,180,0,0,14,NA,NA,15720,0,NA,0,4,4,0,1,1,0
"64824",0,1,0,12,9,9,1954,2250,27,52400,1124,0,NA,144362,5,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,0,1,NA,1
"64839",0,0,1,12,9,10,1927,1122,53,12544.5595703125,5572,0,1,61059.1015625,18,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"64841",0,0,1,11,5,9,1924,2000,56,13100,1550,1,0,47744.26171875,20,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,0,1,1,0
"64850",0,1,0,11,2,3,1927,2080,54,36072.16015625,1593,0,0,36072.16015625,31,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"64860",0,0,1,17,5,11,1933,1640,47,41920,3498,0,1,479460,20,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,0,1,NA,1
"64867",0,0,1,13,11,11,1947,2034,33,22214.98046875,4222,2,1,72775.7421875,3,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"64870",0,0,1,16,8,10,1943,140,37,1310,6246,3,NA,70687.6015625,20,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,1,0,NA,1
"64888",1,0,1,12,1,9,1949,3057,32,44642.1796875,2177,2,1,76221.0390625,9,0.699999988079071,0,0,0,0,0,0,0,0,8,NA,NA,0,0,NA,0,4,46,0,1,1,0
"64897",0,0,1,13,6,11,1948,1148,32,14410,3391,2,1,77028,7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,23580,0,NA,0,4,43,0,1,NA,1
"64910",0,0,1,12,11,12,1929,0,51,0,4665,1,1,237327.453125,8,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,0,0,NA,1
"64914",1,0,1,14,1,11,1949,2070,32,64190,172,1,1,95551.3984375,9,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"64916",1,0,1,12,3,8,1949,2554,31,31440,5526,1,1,45850,7,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"64928",1,0,1,12,1,11,1942,2107,39,64454.62109375,1854,3,1,101435.921875,18,0.600000023841858,0,0,33955.19921875,33955.19921875,0,0,0,0,12,12,10480,0,0,0,0,4,46,0,1,1,0
"64959",0,1,0,10,5,7,1932,1470,47,7860,740,1,1,45116.3984375,13,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,0,1,NA,1
"64970",1,0,1,14,NA,8,NA,1960,32,52400,1860,2,1,52400,9,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,0,1,1,0
"64977",0,0,1,12,1,8,1955,0,26,0,2508,1,1,31440,3,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,11,8,0,0,0,0,0,4,5,0,0,NA,1
"64978",0,0,1,17,6,12,1955,200,25,3930,3801,1,1,47291,1,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,15,16,90366.421875,7356.9599609375,0,0,0,2,12,0,0,NA,1
"64988",1,0,1,16,2,10,1941,2040,40,52452.3984375,1645,2,1,112502.796875,16,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,0,1,1,0
"65004",0,0,1,14,6,12,1955,2058,25,31440,5993,0,1,56592,7,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,16,16,0,0,0,0,0,4,4,0,1,NA,1
"65005",1,0,1,12,10,10,1941,NA,40,0,714,0,0,35202.3203125,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,12,8,0,3144,0,0,0,2,21,0,0,NA,0
"65015",1,0,1,16,NA,9,NA,3283,34,131000,5313,2,1,135454,11,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"65040",1,NA,NA,12,NA,12,NA,500,27,NA,6087,0,NA,37570.80078125,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,0
"65047",0,0,1,14,11,12,1950,1500,30,17030,6279,2,1,66810,4,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,8,8,44540,10480,0,0,0,3,45,0,1,NA,1
"65080",0,0,1,14,2,12,1932,3224,49,20960,4563,0,1,117716.6015625,15,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"65134",1,0,1,16,12,7,1954,2680,26,39300,2256,1,1,66810,4,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"65146",1,0,1,12,12,10,1954,3120,26,21117.19921875,5833,2,1,34060,3,0.600000023841858,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,5,0,1,1,0
"65152",0,1,0,12,1,10,1944,0,37,0,6159,2,1,73118.9609375,5,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,0,0,NA,1
"65173",0,0,1,15,10,12,1944,1723,36,34060,367,3,1,99036,13,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,0,1,NA,1
"65201",1,0,1,12,12,13,1953,2450,27,39300,5213,1,1,44540,5,0.5,0,0,0,0,0,0,0,0,12,12,0,39300,0,0,0,1,37,0,1,1,0
"65207",0,0,1,15,10,10,1954,0,26,0,5833,2,1,34060,1,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,18864,0,NA,0,4,5,0,0,NA,1
"65226",1,0,1,15,12,11,1925,1938,55,117900,2997,1,1,119210,28,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,0,1,1,0
"65299",1,0,1,12,7,12,1942,1332,38,38042.3984375,4054,5,1,72631.640625,15,1.20000004768372,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,0,1,0
"65301",0,0,1,11,4,0,1921,0,60,0,553,0,0,11659,40,0.400000005960464,0,0,6026,6026,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,0,1,0
"65319",0,0,1,12,9,11,1926,1750,54,4454,530,0,1,100712.796875,20,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"65321",0,0,1,12,10,12,1945,2112,35,30916,3598,3,1,92224,9,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"65337",1,1,0,12,2,8,1938,2375,43,34060,1376,0,1,55020,20,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"65342",0,0,1,14,1,12,1941,2254,40,31440,3543,2,1,93403,11,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"65345",1,0,1,12,3,11,1951,2268,29,44540,282,0,0,44540,4,0.300000011920929,0,0,0,0,0,0,0,0,NA,10,48732,NA,NA,0,0,2,48,0,1,1,0
"65364",1,0,1,15,9,13,1938,2362,42,44540,4624,4,1,57640,19,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"65392",0,0,1,17,6,11,1947,1520,33,NA,1552,0,0,74408,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,12,10,28820,0,0,0,0,1,31,1,1,NA,0
"65401",0,0,1,12,4,12,1950,2160,31,57640,870,3,1,123140,7,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"65409",1,0,1,12,11,12,1955,2020,25,42444,1957,0,0,62610.140625,2,0.400000005960464,0,0,0,0,0,0,0,0,11,12,58426,9694,0,0,0,1,31,0,1,1,0
"65411",0,0,1,12,6,12,1935,1457,45,14402.1396484375,4544,0,1,99418.5234375,9,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,43,0,1,NA,1
"65423",0,0,1,17,11,13,1948,1616,32,26200,4694,2,1,75063,3,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,14,16,67858,17816,0,0,0,2,22,0,1,NA,1
"65427",0,0,1,12,7,7,1943,2156,35,23580,5944,1,1,55206.01953125,11,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"65430",1,0,1,16,NA,12,NA,2393,26,26147.599609375,4088,0,1,56670.6015625,7,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,1,0,1,1,0
"65435",1,0,1,16,11,13,1946,3964,34,58950,3296,2,1,60522,8,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"65466",1,0,1,12,4,13,1926,1870,54,34322,2135,0,1,69692,32,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,5,0,1,1,0
"65477",1,0,1,12,9,10,1926,2540,54,141480,166,0,1,162440,32,0.400000005960464,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"65490",0,0,1,12,6,12,1954,2500,26,17554,4441,0,0,17554,6,0.300000011920929,0,0,0,0,0,0,0,0,NA,12,0,NA,NA,0,0,2,34,0,1,1,0
"65522",0,0,1,17,8,10,1956,NA,25,NA,2744,0,NA,65879.8984375,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,16,20960,26200,0,0,1,3,39,NA,NA,NA,0
"65533",1,0,1,14,5,8,1951,2090,29,64452,82,0,1,93665,6,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"65535",1,0,1,12,7,9,1932,2912,48,NA,2106,0,NA,109977.1171875,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,17,0,1,NA,0
"65564",1,0,1,14,3,11,1952,2793,29,72050,3207,2,1,72050,6,0.699999988079071,0,0,0,0,0,0,0,0,11,10,60260,28820,0,0,0,1,6,0,1,1,0
"65566",1,0,1,13,8,11,1940,2176,41,55020,5465,2,1,66469.3984375,18,0.699999988079071,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"65580",1,0,1,12,3,7,1954,1859,27,40610,254,0,0,40610,4,0.300000011920929,0,0,0,0,0,0,0,0,10,NA,NA,0,0,NA,0,3,19,0,1,1,0
"65585",0,0,1,17,6,12,1949,40,32,104.800003051758,873,2,1,63626.69921875,8,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,10,12,25248.939453125,1624.40002441406,0,0,0,2,24,0,0,NA,1
"65586",1,0,1,17,11,10,1950,1380,30,9170,3322,0,1,31833,8,0.400000005960464,0,0,0,0,0,0,0,0,14,16,67858,17816,0,0,0,4,46,0,1,1,0
"65627",1,0,1,12,2,13,1947,2460,34,40610,319,3,1,63718.3984375,10,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,48,0,1,1,0
"65635",1,0,1,17,2,12,1953,2610,28,69246.6015625,5259,0,1,115542,7,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"65649",0,0,1,12,8,11,1951,1968,29,57640,1066,2,1,119472,7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,9,9,0,8384,0,0,0,3,45,0,1,NA,1
"65668",1,0,1,14,5,9,1947,2223,33,32605.900390625,2296,2,1,40465.8984375,11,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,0,1,1,0
"65711",0,0,1,12,4,11,1953,1599,28,11423.2001953125,6533,0,1,43319.078125,8,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,34060,0,NA,0,1,31,0,1,NA,1
"65723",0,0,1,15,12,13,1952,0,28,0,542,2,1,90652,2,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,12,12,60784,0,0,0,0,3,17,0,0,NA,1
"65736",1,0,1,17,2,12,1949,2052,32,65500,5075,1,1,105324,9,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"65740",1,0,1,12,11,10,1953,3500,27,17685,1946,1,1,44812.48046875,7,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"65742",0,0,1,17,6,11,1947,975,33,5240,1998,2,1,66888.6015625,6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,28,0,1,NA,1
"65743",1,0,1,12,NA,10,NA,1242,42,28034,5950,0,1,31387.599609375,20,1,0,3222.60009765625,3222.60009765625,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,35,0,1,1,0
"65751",1,1,0,5,5,7,1930,2450,51,31440,6328,1,1,94320,26,0.5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,0,1,0
"65796",1,0,1,16,5,9,1934,3330,46,68906,3557,2,1,98184.5,24,0.800000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"65797",1,0,1,16,3,12,1923,0,58,0,3392,0,1,123140,32,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,0,1,0
"65827",0,0,1,12,1,12,1928,2400,53,40086,770,0,0,47160,10,0.300000011920929,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"65842",0,0,1,14,7,10,1952,1960,28,17124.3203125,4114,0,NA,58950,10,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"65858",0,1,0,12,9,7,1940,2000,40,19650,2650,1,1,70740,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"65861",1,0,1,12,3,12,1929,1143,52,NA,167,0,NA,71578.3984375,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,0
"65867",0,0,1,14,5,7,1950,0,30,0,1071,2,1,57477.55859375,5,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,0,0,NA,1
"65873",0,0,1,12,6,11,1928,0,53,0,1132,0,1,31112.5,10,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,0,NA,1
"65896",0,0,1,14,12,12,1949,1228,31,5764,5140,3,1,47684,5,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,16,12,3930,29252.30078125,0,0,0,2,34,0,1,NA,1
"65917",1,0,1,11,NA,11,NA,2145,30,NA,2696,2,NA,59484.48046875,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,43,0,NA,0,0
"65922",1,0,1,17,11,10,1943,2133,37,47946,1539,4,0,72875.296875,13,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,0,1,0
"65935",0,0,1,12,4,10,1952,2000,29,36418,4886,2,1,72574,8,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,10,0,1,NA,1
"65953",1,0,1,14,6,13,1947,3150,33,96940,3891,0,0,102966,10,0.100000001490116,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,2,12,0,1,1,0
"65955",0,0,1,7,5,10,1926,0,54,0,2098,0,NA,15562.7998046875,25,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,0,0,NA,1
