"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","health","hhdens","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_al","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","occ","study","works","head","wife"
"2807",1,0,1,12,6,8,1944,2750,31,66880,5497,2,1,83600,13,1,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,45,51,0,1,1,0
"2839",1,0,1,16,12,10,1927,2695,48,417995.8125,963,1,1,417995.8125,30,2,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,62,0,1,1,0
"2871",1,0,1,14,1,7,1951,2323,25,43112.51953125,3409,1,1,43112.51953125,5,2,0.600000023841858,0,0,0,0,0,0,0,12,NA,NA,0,0,0,0,2,26,81,0,1,1,0
"2882",1,0,1,14,12,9,1947,2568,28,33440,1938,0,1,56848,10,3,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,31,0,1,1,0
"2922",1,0,1,14,9,8,1915,2096,60,62700,4543,0,1,117040,43,NA,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,55,0,1,1,0
"2927",1,0,0,16,10,11,1950,2000,26,31350,1660,0,1,53504,7,2,0.400000005960464,0,0,0,0,0,0,0,12,12,56534.5,11227.48046875,0,0,0,4,4,91,0,1,1,0
"2947",1,0,1,13,8,11,1944,2321,31,35103.640625,4432,1,1,69388,7,NA,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,61,0,1,1,0
"2966",0,NA,NA,11,NA,5,NA,0,37,0,5744,0,NA,28189.919921875,8,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,0,0,NA,1
"2978",0,0,1,16,NA,12,NA,NA,32,NA,2647,0,NA,45144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,0
"2997",1,0,1,12,5,10,1934,1935,41,27588,879,2,1,67716,23,4,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,42,0,1,1,0
"3012",0,0,1,16,3,11,1930,1440,46,41800,3406,0,1,128535,23,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,0,1,NA,1
"3077",1,0,1,16,1,12,1928,2414,48,188936,5350,0,1,212135,27,2,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,85,0,1,1,0
"3090",0,0,1,15,8,11,1946,0,29,0,2700,2,1,69388,2,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,12,12,56012,0,0,0,0,1,20,NA,0,0,NA,1
"3098",0,0,1,12,2,13,1935,2000,41,NA,4429,0,0,80356.3203125,NA,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,11,11,0,0,0,0,0,1,37,NA,NA,NA,NA,0
"3099",0,0,1,14,11,12,1928,1081,47,20900,5350,0,1,212135,9,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,NA,0,0,NA,1
"3111",1,0,1,8,8,9,1924,3060,51,21623.140625,3583,3,1,30455.48046875,33,3,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,11,0,1,1,0
"3132",1,1,0,3,9,7,1917,1960,59,25080,2959,1,1,37620,41,4,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,51,0,1,1,0
"3159",1,0,1,14,3,10,1950,3205,26,62700,585,0,0,63494.19921875,7,1,0.300000011920929,0,0,0,0,0,0,0,11,12,64790,0,0,0,0,1,31,85,0,1,1,0
"3169",1,0,1,16,10,13,1918,2470,57,43187.76171875,2468,0,1,103317.0625,32,1,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,71,0,1,1,0
"3174",0,0,1,8,NA,12,NA,0,29,0,4899,5,0,21618.9609375,9,NA,0.899999976158142,0,16122.259765625,0,0,845,10450,3012,NA,NA,NA,NA,NA,NA,0,1,6,NA,0,0,1,0
"3229",1,0,1,12,5,12,1924,2190,52,48070,1207,1,1,117332.6015625,34,5,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,48,43,0,1,1,0
"3253",1,0,1,12,9,11,1948,2058,27,33440,3836,3,1,33440,9,1,0.699999988079071,0,0,0,0,0,0,0,7,4,15787.8603515625,0,0,0,0,4,4,92,0,1,1,0
"3271",1,0,1,16,12,10,1950,1900,25,42677.80078125,622,0,1,57307.80078125,7,1,0.699999988079071,0,0,0,0,0,0,0,13,12,17138,14630,0,0,0,2,34,87,0,1,1,0
"3304",1,0,1,17,7,11,1918,3360,58,68970,2580,0,1,77539,40,3,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,88,0,1,1,0
"3344",1,0,1,16,NA,10,NA,1176,58,102828,1677,0,1,107426,38,NA,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,87,0,1,1,0
"3378",1,0,1,12,NA,7,NA,1692,25,64790,1704,1,1,92210.796875,7,NA,0.5,250.800003051758,250.800003051758,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,55,0,1,1,0
"3392",0,0,1,12,4,12,1946,0,30,0,2146,1,1,87370.359375,12,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,0,1,NA,1
"3412",0,0,0,14,1,12,1950,1600,26,25080,2562,1,1,75240,3,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,12,12,67298,35530,0,0,0,3,42,NA,0,1,NA,1
"3425",1,0,1,17,6,10,1949,2335,26,30096,4953,0,1,30973.80078125,8,1,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,87,0,1,1,0
"3426",0,0,1,14,12,12,1946,1400,28,21635.6796875,1349,2,0,28699.880859375,7,3,0.699999988079071,0,535.039978027344,0,0,128,6270,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,0,0,1,0
"3485",1,1,0,12,NA,9,NA,2020,28,41800,3044,3,1,41800,8,NA,1,0,1672,0,0,400,0,0,NA,NA,NA,NA,NA,NA,0,2,12,71,0,1,1,0
"3488",0,0,1,17,9,11,1939,63,36,1045,3291,3,1,99275,8,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,NA,0,0,NA,1
"3498",0,0,1,12,4,9,1919,0,57,0,4373,0,0,8171.89990234375,4,NA,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,NA,0,0,1,0
"3505",0,NA,NA,12,NA,10,NA,NA,49,NA,5423,0,NA,65208,NA,NA,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,0
"3513",0,0,1,8,3,7,1923,520,53,6086.080078125,2389,1,1,40199.05859375,6,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,0,1,NA,1
"3532",0,0,1,12,10,11,1941,0,35,0,218,5,1,65626,NA,NA,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,0,0,NA,1
"3534",0,0,1,16,2,8,1942,0,34,0,3854,2,1,121220,11,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,18,NA,0,0,NA,1
"3580",1,0,1,17,1,9,1923,1150,54,38288.80078125,845,0,1,50828.80078125,30,3,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,87,0,1,1,0
"3582",1,0,1,17,9,9,1948,0,27,0,5045,0,1,47443,8,1,0.5,0,0,0,0,0,0,0,12,10,56430,41382,0,0,0,2,24,NA,1,0,1,0
"3588",1,0,1,16,2,10,1947,3502,29,209000,5040,2,1,234080,11,3,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,69,0,1,1,0
"3591",0,0,0,12,11,8,1947,1600,28,14212,4060,2,1,96407.5234375,6,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,0,0,NA,1
"3614",0,0,1,11,1,7,1927,0,49,0,4965,1,NA,87646.2421875,25,NA,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,26,NA,0,0,NA,1
"3646",0,0,1,11,12,10,1932,0,44,0,1288,3,1,82993.8984375,1,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,0,0,NA,1
"3672",0,0,1,12,9,9,1933,2000,42,24244,1212,1,1,112931.0625,10,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,40,NA,0,1,NA,1
"3676",1,0,1,17,6,11,1934,1820,41,50160,976,2,1,66880,23,1,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,88,0,1,1,0
"3710",0,0,1,16,6,10,1948,564,27,572.659973144531,2476,2,1,69542.65625,6,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,0,0,NA,1
"3731",0,0,1,12,5,10,1916,0,60,0,4642,0,NA,100320,8,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,NA,NA,0,0,NA,1
"3759",0,0,1,12,11,10,1929,0,46,0,3931,1,1,90706,12,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,0,0,NA,1
"3760",1,NA,NA,9,1,8,1926,NA,50,NA,4176,0,NA,25707,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,NA,NA,NA,NA,0
"3772",0,0,1,17,1,10,1946,1600,30,29260,1010,2,NA,75240,12,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,10,NA,0,1,NA,1
"3780",1,0,1,13,6,10,1935,1040,38,20900,3783,1,1,29427.19921875,20,3,0.5,8527.2001953125,8527.2001953125,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,33,0,1,1,0
"3830",1,0,0,14,2,10,1936,1944,40,76042.5625,2521,0,1,96716.84375,22,3,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,87,0,1,1,0
"3867",1,0,1,8,12,8,1920,1670,55,118022.296875,2234,1,1,284386.3125,37,4,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,11,0,1,1,0
"3881",0,1,0,16,NA,4,NA,700,25,12540,5211,0,0,14003,2,NA,0.5,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,4,46,87,0,1,1,0
"3886",0,0,1,17,1,11,1947,0,29,0,5150,2,1,40128,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,0,0,NA,1
"3908",0,1,0,12,4,10,1922,1365,54,16720,1867,0,0,48170.3203125,35,3,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,3,16,87,0,1,1,0
"3912",1,0,1,9,NA,10,NA,NA,48,NA,4768,2,NA,26835.599609375,NA,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,0
"3936",1,0,1,12,8,8,1920,1914,55,41779.1015625,3847,0,1,78563.1015625,37,NA,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,55,0,1,1,0
"3953",0,0,1,16,2,9,1951,2584,25,43472,4519,0,0,44809.6015625,6,1,0.200000002980232,0,0,0,0,0,0,0,12,NA,NA,38456,0,NA,0,2,34,87,0,1,1,0
"3958",0,0,1,13,8,12,1948,0,27,0,4804,3,1,58520,4,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,0,0,NA,1
"3959",1,0,1,12,8,10,1923,2640,52,44726,2193,0,1,77330,34,3,0.400000005960464,0,0,0,0,0,0,0,8,6,7348.43994140625,0,0,0,0,2,34,55,0,1,1,0
"3966",1,0,1,15,6,13,1947,2024,28,24950.419921875,3345,0,0,24967.140625,18,NA,0.300000011920929,0,0,0,0,0,0,0,16,NA,NA,30096,0,NA,0,4,4,33,0,1,1,0
"3980",1,0,1,10,7,10,1937,2000,39,58520,4465,4,1,152277.40625,21,1,1.20000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,32,0,1,1,0
"4003",0,NA,NA,11,NA,8,NA,0,28,0,5177,4,NA,66880,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,0,0,NA,1
"4081",1,0,1,16,6,10,1946,1457,29,NA,5067,1,NA,72071.5625,NA,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,0,0
"4116",1,0,1,13,2,8,1935,2420,41,63059.48046875,2443,2,1,95496.28125,23,1,0.5,0,30317.5390625,30317.5390625,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,92,0,1,1,0
"4131",0,0,1,12,5,9,1950,1200,25,8360,980,1,1,66880,8,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,0,1,NA,1
"4144",1,0,1,7,1,11,1926,1575,50,48488,1723,0,1,58520,32,1,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,2,34,92,0,1,1,0
"4151",0,1,0,12,7,7,1935,1840,40,19913.51953125,5572,1,1,48003.12109375,6,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,NA,0,1,NA,1
"4157",1,0,1,17,9,8,1948,2256,27,37620,1928,0,1,71478,7,1,0.300000011920929,0,0,0,0,0,0,0,12,12,668.799987792969,0,0,0,0,1,20,55,0,1,1,0
"4171",0,0,1,17,1,12,1931,1073,45,62700,349,1,1,277134,18,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,0,1,NA,1
"4172",0,0,1,10,2,10,1921,1900,55,8360,2573,1,0,20536.33984375,10,NA,0.5,0,13041.599609375,13041.599609375,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,87,0,1,1,0
"4188",0,NA,NA,16,NA,11,NA,1100,32,12540,3534,1,NA,72314,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,0,1,NA,1
"4190",0,0,1,17,4,11,1946,748,25,62700,4959,0,1,143792,NA,NA,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,1
"4193",1,1,0,14,9,10,1922,2064,54,22170.720703125,490,1,1,34397.21875,34,4,0.600000023841858,3344,3344,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,87,0,1,1,0
"4197",0,0,1,16,1,9,1951,1920,25,36366,5045,0,1,47443,8,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,0,1,NA,1
"4224",1,0,1,12,11,13,1950,3016,25,49115,2495,2,1,51627.1796875,7,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,61,0,1,1,0
"4249",1,0,1,15,5,11,1947,1365,29,35530,887,2,1,43196.12109375,11,3,0.699999988079071,1237.28002929688,1237.28002929688,0,0,0,6270,0,12,NA,NA,34610.3984375,0,NA,0,2,13,51,0,1,1,0
"4265",0,0,1,6,6,9,1924,0,51,0,196,0,NA,12836.7802734375,NA,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,NA,0,0,NA,1
"4267",0,0,1,12,12,10,1947,0,28,0,5040,2,1,234080,2,NA,0.5,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,16720,0,NA,0,1,29,NA,0,0,NA,1
"4283",1,0,1,17,3,11,1942,2020,34,74404,2334,0,1,155914,12,2,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,87,0,1,1,0
"4377",0,0,1,16,1,12,1950,1896,26,40128,3579,0,0,40128,4,1,0.200000002980232,0,0,0,0,0,0,0,12,12,75240,0,0,0,0,3,3,87,0,1,1,0
"4397",1,0,1,11,7,8,1940,2000,36,21736,4967,2,1,21736,17,3,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,61,0,1,1,0
"4437",1,0,1,14,4,9,1920,1985,56,50160,4263,0,1,135850,38,2,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,31,0,1,1,0
"4438",1,0,0,12,8,10,1949,1920,27,50160,3514,2,1,57684,9,2,1,0,0,0,0,0,0,0,8,NA,NA,0,0,NA,0,4,4,85,0,1,1,0
"4442",0,0,1,12,4,11,1922,1428,53,10211.740234375,3167,0,1,25556.51953125,27,NA,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,0,1,NA,1
"4453",0,0,1,7,6,8,1917,1978,58,60192,460,0,0,60338.30078125,40,3,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,31,0,1,1,0
"4478",1,0,1,12,7,10,1947,3470,28,19792.30078125,1852,3,1,25080,10,2,1.20000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,11,0,1,1,0
"4490",0,1,0,8,5,7,1924,0,50,0,3352,8,0,20565.599609375,20,3,2.40000009536743,0,28340.400390625,0,11035.2001953125,1860,0,2280,NA,NA,NA,NA,NA,NA,0,3,9,NA,0,0,1,0
"4529",0,0,1,14,12,12,1941,2000,34,28424,3427,1,0,58520,15,3,0.600000023841858,0,0,0,0,0,6270,0,NA,NA,NA,NA,NA,NA,0,3,3,86,0,1,1,0
"4551",0,0,1,12,5,12,1927,1856,48,41800,2635,1,0,45812.80078125,30,NA,0.5,0,0,0,0,0,3135,0,NA,NA,NA,NA,NA,NA,0,3,45,92,0,1,1,0
"4595",1,0,1,8,NA,10,NA,3000,48,37620,2675,0,1,53504,30,NA,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,11,0,1,1,0
"4597",1,0,1,13,12,13,1926,2856,49,45679.0390625,5422,1,1,117629.3828125,31,4,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,1,71,0,1,1,0
"4603",1,0,1,12,7,8,1942,2250,34,39710,3401,1,1,43472,16,NA,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,40,0,1,1,0
"4611",0,0,1,12,NA,9,NA,1968,32,23408,4183,2,0,23826,9,NA,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,71,0,1,1,0
"4632",1,1,0,17,10,13,1926,2830,49,121040.2578125,4032,1,1,139733.21875,29,1,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,87,0,1,1,0
"4650",0,0,1,12,7,12,1951,2000,25,41800,5818,2,1,94133.6015625,7,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,NA,0,1,NA,1
"4693",1,0,1,11,6,11,1928,2185,47,68552,859,0,1,70173.84375,27,2,0.400000005960464,1621.83996582031,1621.83996582031,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,32,0,1,1,0
"4696",1,0,1,8,12,10,1917,4368,58,40479.12109375,3249,0,1,69287.6796875,40,2,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,11,0,1,1,0
"4768",1,1,0,11,11,7,1936,2238,39,32604,3115,2,1,43589.0390625,21,5,1.20000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,61,0,1,1,0
"4801",0,0,1,13,6,7,1940,0,35,0,4203,5,NA,20900,10,NA,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,40,NA,0,0,NA,1
"4818",0,0,1,12,3,8,1933,2070,43,46816,5499,1,0,47025,10,3,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,92,0,1,1,0
"4855",0,0,1,13,11,8,1949,640,26,8778,1574,1,1,44391.6015625,7,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,8,8,50787,1341.78002929688,0,0,0,2,24,NA,0,1,NA,1
"4857",1,0,1,14,10,11,1945,792,30,25080,3765,0,1,49867.3984375,12,2,0.400000005960464,2474.56005859375,2762.97998046875,0,0,69,0,0,11,NA,NA,15211.01953125,0,NA,0,4,4,84,0,1,1,0
"4861",0,0,1,12,6,6,1918,320,57,4660.7001953125,619,1,NA,36558.28125,20,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,26,NA,0,0,NA,1
"4876",0,0,1,12,5,11,1943,2016,32,27170,427,1,1,59774,11,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,NA,0,1,NA,1
"4894",0,0,1,14,9,11,1950,1800,25,45980,4181,1,1,92796,4,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,NA,0,1,NA,1
"4920",1,0,1,12,5,10,1921,2878,55,47815.01953125,2175,1,1,101365,37,2,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,11,0,1,1,0
"4961",0,0,1,17,7,12,1931,224,44,10450,4497,2,1,124773,22,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,0,NA,1
"4967",0,0,1,8,NA,7,NA,0,52,0,4912,0,0,12941.2802734375,12,NA,0.200000002980232,0,12941.2802734375,12941.2802734375,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,0,1,0
"4987",1,0,1,10,7,7,1917,240,58,8360,2389,1,1,40199.05859375,34,4,0.699999988079071,25080,25080,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,0,0,1,0
"5064",0,NA,NA,12,NA,11,NA,1600,36,20900,4286,3,NA,163020,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,8,NA,0,1,NA,1
"5082",1,0,1,12,NA,12,NA,2560,46,74571.203125,2989,0,0,132924,28,NA,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,5,11,0,1,1,0
"5094",0,0,1,17,9,9,1948,2000,27,55176,4267,0,1,101302.296875,4,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,12,15,217360,37620,0,0,0,2,12,NA,0,1,NA,1
"5097",0,0,1,12,10,12,1937,0,38,0,3726,1,1,142120,8,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,0,0,NA,1
"5121",1,0,1,12,5,12,1929,5742,47,74195,3718,6,1,95304,29,1,1.29999995231628,0,0,0,0,0,6270,0,NA,NA,NA,NA,NA,NA,0,2,13,85,0,1,1,0
"5142",0,0,1,10,6,11,1929,0,45,0,1133,1,NA,64999,7,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,0,0,NA,1
"5144",0,0,1,12,4,13,1934,0,41,0,2118,3,1,87780,5,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,0,0,NA,1
"5163",1,0,1,16,4,12,1945,855,30,17974,3269,0,1,58520,12,2,0.400000005960464,6688,6688,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,28,NA,0,0,1,0
"5186",0,0,1,14,6,10,1950,1040,26,10450,1942,2,1,46598.640625,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,1,NA,1
"5188",1,0,1,16,8,7,1946,2510,29,137940,2893,2,1,140030,11,1,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,61,0,1,1,0
"5191",1,0,1,10,12,11,1926,1920,49,62700,2611,0,1,106004.796875,31,3,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,6,32,0,1,1,0
"5252",0,0,1,12,3,12,1931,0,45,0,2065,3,NA,78793,15,NA,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,0,0,NA,1
"5300",0,0,1,17,11,11,1931,1960,44,30096,5649,0,1,112529.78125,26,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,0,1,NA,1
"5301",0,0,1,12,4,8,1936,1800,39,25080,299,1,1,52250,20,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,0,1,NA,1
"5347",0,0,1,10,2,11,1942,0,34,0,4935,7,1,41800,NA,NA,1.10000002384186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,0,0,NA,1
"5366",1,0,1,12,1,10,1934,2500,42,73150,1241,3,1,94468,24,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,18,55,0,1,1,0
"5380",0,1,0,12,11,9,1941,1971,34,46398,4639,4,0,75942.2421875,12,NA,NA,0,25916,0,0,1200,3135,5000,NA,NA,NA,NA,NA,NA,0,1,29,87,0,1,1,0
"5382",0,0,1,15,7,9,1942,0,33,0,4683,1,1,63126.359375,13,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,0,0,NA,1
"5439",1,1,0,13,8,10,1949,1040,26,31350,1427,0,1,31768,5,3,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,32,0,1,1,0
"5487",0,0,1,9,11,10,1939,1560,36,15048,1944,3,1,45043.6796875,5,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,0,1,NA,1
"5609",1,0,1,12,NA,8,NA,1208,25,33440,1610,3,1,46030.16015625,7,NA,1,12590.16015625,12590.16015625,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,32,0,1,1,0
"5638",0,0,1,14,10,11,1928,960,47,20064,1637,0,1,203984,16,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,0,1,NA,1
"5689",1,0,1,17,4,12,1938,3600,37,292600,1884,4,1,307648,14,NA,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,86,0,1,1,0
