"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","birthstate","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","hhdens","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_al","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","med15","occ","study","works","head","wife"
"60071",0,0,1,16,12,10,1937,NA,0,35,0,1273,3,1,118118.3203125,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,NA,NA,NA,NA,NA,1
"60072",0,0,1,8,4,8,1922,NA,0,51,0,2199,3,0,65091.83984375,1.20000004768372,0,8490.240234375,8490.240234375,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,3,NA,0,0,1,0
"60080",1,0,1,12,1,8,1941,NA,3770,32,96480,4950,3,1,106326.3203125,1.20000004768372,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,55,0,1,1,0
"60091",1,0,1,16,NA,11,NA,NA,1380,29,69680,4551,0,0,69680,0.200000002980232,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,83,0,1,1,0
"60094",0,1,0,12,7,9,1941,NA,1960,31,20904,961,0,NA,66598,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,1
"60102",1,0,1,12,11,9,1947,NA,2040,25,37520,987,1,1,37520,0.699999988079071,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,23,NA,32,0,1,1,0
"60103",0,0,1,13,1,9,1938,NA,0,35,0,2505,3,1,53600,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,27,NA,NA,NA,NA,NA,1
"60125",1,1,0,9,9,3,1948,NA,655,25,6566,1621,0,1,6566,0.699999988079071,0,0,0,0,0,0,NA,NA,NA,482.399993896484,0,NA,0,3,17,NA,51,0,1,1,0
"60170",0,NA,NA,12,7,10,1916,NA,487,56,6432,3590,1,NA,95408,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"60221",0,0,1,12,1,10,1924,NA,1530,48,13400,561,0,NA,45560,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,NA,1
"60224",0,0,1,15,12,11,1946,NA,1652,26,16149.6796875,4016,0,0,17318.16015625,0.300000011920929,1168.47998046875,1168.47998046875,0,0,0,0,NA,NA,NA,NA,NA,NA,0,5,51,NA,61,0,1,1,0
"60265",0,0,1,14,4,10,1930,NA,0,43,0,767,1,1,112560,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,NA,1
"60302",1,1,0,9,2,4,1948,NA,1600,25,13400,520,1,0,37268.078125,1,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,3,17,NA,11,0,1,1,0
"60325",1,0,1,13,3,9,1947,NA,2580,26,42880,4564,2,1,49794.3984375,0.699999988079071,2090.39990234375,2090.39990234375,0,0,4020,0,12,8,64320,14472,0,0,0,4,4,NA,51,0,1,1,0
"60337",0,0,1,12,NA,10,NA,NA,1885,58,18760,4654,2,0,88675.84375,0.800000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,61,0,1,1,0
"60353",1,0,1,9,1,9,1923,NA,3079,50,53600,2505,3,1,53600,0.800000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,27,NA,91,0,1,1,0
"60370",0,0,1,12,11,10,1945,NA,240,27,2680,569,3,1,88440,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"60380",0,0,1,12,11,8,1946,NA,1040,26,9846.3203125,4950,3,1,106326.3203125,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"60394",1,0,1,3,3,7,1915,NA,NA,58,NA,1665,0,NA,15115.2001953125,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,3,3,NA,NA,NA,NA,NA,0
"60406",0,0,1,10,12,13,1938,NA,260,34,1876,1904,2,NA,73292.640625,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"60445",0,0,1,12,9,13,1912,NA,1680,58,38592,3450,0,0,49917.6796875,0.100000001490116,8040,8040,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,NA,NA,0,0,1,0
"60455",0,0,1,12,9,9,1945,NA,0,27,0,1500,2,1,90048,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,NA,NA,NA,NA,NA,1
"60467",0,0,1,12,6,10,1927,NA,1040,45,16616,1627,1,1,47168,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,NA,1
"60476",1,0,1,NA,NA,10,NA,NA,NA,30,NA,1283,0,NA,76873.1171875,0.100000001490116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,0
"60490",1,0,1,15,7,9,1947,NA,1040,25,15715.51953125,3076,0,1,55685.0390625,0.300000011920929,0,0,0,0,0,0,NA,8,46096,17688,0,0,0,4,4,NA,85,0,1,1,0
"60494",1,0,1,16,6,13,1940,NA,2040,33,134000,3747,3,1,170180,0.600000023841858,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,33,0,1,1,0
"60497",1,0,1,12,2,11,1919,NA,2256,54,107200,1334,0,1,171520,0.600000023841858,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,30,0,1,1,0
"60498",1,0,0,11,7,12,1938,NA,90,35,NA,653,0,0,54913.19921875,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,3,17,NA,NA,NA,NA,NA,0
"60529",0,0,1,16,11,13,1941,NA,0,31,0,2300,2,1,88440,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"60530",1,0,1,16,5,12,1938,NA,2023,34,107200,1522,2,1,107200,0.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,91,0,1,1,0
"60539",1,0,1,7,NA,9,NA,NA,4250,29,58960,5017,2,1,83080,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,62,0,1,1,0
"60542",0,0,1,12,2,10,1939,NA,0,33,0,2368,4,1,109880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"60555",1,0,1,6,NA,3,NA,NA,2080,58,28944,5179,0,0,28944,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,31,0,1,1,0
"60578",0,0,1,13,6,11,1937,NA,0,35,0,1100,5,1,109344,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,NA,NA,NA,NA,NA,1
"60589",1,0,1,9,NA,11,NA,NA,1710,55,34025.28125,2895,0,1,55465.28125,0.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,51,0,1,1,0
"60599",0,0,1,12,1,11,1947,NA,0,27,0,976,2,1,58504.3984375,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,NA,1
"60600",1,0,1,12,3,13,1914,NA,1300,59,38324,450,0,1,131320,0.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,1,NA,71,0,1,1,0
"60601",1,0,1,12,3,9,1933,NA,2277,40,66464,2588,4,1,69680,0.899999976158142,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,31,0,1,1,0
"60641",0,0,1,12,11,12,1945,NA,0,27,0,3624,2,1,107098.15625,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,NA,1
"60675",0,0,1,12,11,13,1939,NA,0,33,0,1053,4,1,113900,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"60692",1,0,1,16,NA,7,NA,NA,2080,25,75040,96,1,1,134000,0.400000005960464,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,87,0,1,1,0
"60700",0,0,1,12,10,9,1933,NA,2482,39,54672,1213,1,0,61613.19921875,0.400000005960464,0,0,0,0,8040,0,NA,NA,NA,NA,NA,NA,0,4,43,NA,56,0,1,1,0
"60722",1,0,1,17,3,13,1934,NA,1960,39,50920,3196,2,1,50920,0.699999988079071,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,35,4,92,0,1,1,0
"60763",1,0,1,17,4,9,1937,NA,2082,36,123280,3216,3,1,128640,0.600000023841858,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,84,0,1,1,0
"60769",0,0,1,12,NA,11,NA,NA,960,29,10184,37,4,NA,32696,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"60791",0,0,1,12,6,9,1919,NA,0,53,0,1248,0,1,181168,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"60825",1,0,1,12,NA,8,NA,NA,2424,27,50920,3574,2,1,60568,0.600000023841858,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,31,0,1,1,0
"60833",0,0,1,17,10,10,1946,NA,2200,26,48776,3723,0,0,49472.80078125,0.5,0,0,0,0,0,0,NA,NA,NA,5360,0,NA,0,1,31,NA,87,0,1,1,0
"60840",0,0,1,12,1,10,1928,NA,0,45,0,737,1,1,376808,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"60843",0,NA,NA,16,NA,10,NA,NA,0,52,0,261,0,NA,80400,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"60859",1,0,1,17,6,13,1945,NA,1440,28,16080,56,0,1,78952.796875,0.5,3216,3216,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,1,0,1,0
"60876",1,0,1,12,8,7,1939,NA,2180,32,30873.599609375,364,2,1,51456,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,51,0,1,1,0
"60907",1,0,1,16,5,12,1944,NA,2490,28,85760,1730,2,1,86296,0.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,3,30,0,1,1,0
"60934",0,0,1,12,1,11,1917,NA,1920,56,39664,2468,0,1,96855.203125,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"60972",0,0,1,16,11,11,1926,NA,1755,46,67000,2955,1,1,155761.59375,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"60999",0,0,1,17,6,10,1921,NA,1596,51,50920,1249,2,NA,136412,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"61010",0,NA,NA,11,NA,5,NA,NA,0,39,0,5005,5,NA,51702.55859375,1.39999997615814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,NA,NA,NA,NA,NA,1
"61022",0,NA,NA,12,NA,12,NA,NA,1295,44,26800,3776,1,NA,120600,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,NA,NA,NA,NA,NA,1
"61058",0,0,1,12,9,8,1937,NA,1703,35,13400,4025,3,1,82946,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"61060",0,NA,NA,16,NA,7,NA,NA,960,34,21440,422,1,NA,69787.203125,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,NA,NA,NA,NA,NA,1
"61069",1,1,0,7,10,6,1931,NA,2600,41,18760,3054,0,0,18760,0.300000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,NA,11,0,1,1,0
"61075",0,NA,NA,5,NA,11,NA,NA,0,46,0,2301,1,NA,21440,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"61076",1,0,1,12,7,9,1914,NA,1368,58,192960,3740,0,1,268000,0.300000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,88,0,1,1,0
"61130",0,0,1,12,10,12,1937,NA,2000,35,28408,1259,1,NA,61104,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"61137",0,0,1,16,9,10,1947,NA,21,25,536,3805,2,1,34840,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"61166",1,0,1,12,4,10,1944,NA,2014,29,56816,2080,4,1,68447.203125,1,911.200012207031,911.200012207031,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,30,0,1,1,0
"61189",0,0,1,12,10,10,1939,NA,1950,35,13764.48046875,768,3,1,75393.7578125,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,NA,1
"61235",0,1,0,8,5,10,1916,NA,500,54,3216,1750,2,NA,21547.19921875,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"61260",0,0,1,12,8,10,1924,NA,2000,48,32160,21,0,1,67000,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"61274",1,0,1,12,NA,10,NA,NA,2006,49,67000,2148,4,1,74638,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,32,0,1,1,0
"61309",0,0,1,12,2,8,1937,NA,0,36,0,3756,3,1,34840,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"61312",0,0,1,12,11,12,1944,NA,0,28,0,1522,2,1,107200,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"61319",1,1,0,NA,5,3,1946,NA,425,27,NA,1620,5,NA,17436.080078125,1.70000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,17,NA,NA,NA,NA,NA,0
"61377",0,0,1,12,6,11,1923,NA,0,49,0,1004,0,1,95408,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,NA,1
"61394",0,0,1,12,11,12,1912,NA,2500,60,64320,1556,0,0,65124,0.100000001490116,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,18,NA,86,0,1,1,0
"61408",1,0,1,16,11,10,1925,NA,3500,46,54136,2880,2,1,61045.0390625,0.800000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,61,0,1,1,0
"61423",1,0,1,12,9,10,1922,NA,1960,50,34840,194,3,1,45560,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,32,0,1,1,0
"61426",1,0,1,17,11,8,1939,NA,2540,33,104520,5016,2,1,174200,0.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,86,0,1,1,0
"61435",0,0,1,17,11,12,1933,NA,0,40,0,1018,3,1,127809.203125,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"61443",0,NA,NA,12,NA,9,NA,NA,0,25,0,3020,0,NA,61425.6015625,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,NA,1
"61456",1,0,1,12,10,10,1944,NA,2014,28,48872.48046875,4087,1,1,59592.48046875,0.600000023841858,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,31,0,1,1,0
"61533",1,0,1,14,10,10,1928,NA,1944,44,47468.16015625,1891,0,1,93505.203125,0.300000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,41,0,1,1,0
"61545",0,0,1,12,2,9,1932,NA,1260,41,21440,1009,4,1,97653.84375,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"61612",1,0,1,12,7,11,1912,NA,1884,60,107200,3213,1,1,149008,0.800000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,55,0,1,1,0
"61619",1,0,1,4,NA,5,NA,NA,1960,52,27705.83984375,1870,0,1,27705.83984375,0.300000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,1,30,0,1,1,0
"61621",0,0,1,16,8,11,1934,NA,320,38,30016,362,3,1,86832,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,NA,1
"61623",1,0,1,13,6,11,1947,NA,2376,25,76594.3984375,4686,0,1,99776.3984375,0.300000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,NA,57,0,1,1,0
"61625",0,0,1,12,12,13,1924,NA,2510,48,36860.71875,1778,0,0,36860.71875,0.300000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,33,0,1,1,0
"61663",0,1,0,10,8,12,1928,NA,1040,44,17152,1269,0,1,119528,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"61670",0,0,1,12,7,9,1919,NA,1960,53,36448,2832,0,1,101170,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"61685",1,0,1,16,10,11,1945,NA,2640,27,21976,78,0,1,51482.80078125,0.300000011920929,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,44,NA,71,0,1,1,0
"61688",1,0,1,8,5,10,1923,NA,2496,49,14729.2802734375,942,0,1,26800,0.600000023841858,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,11,0,1,1,0
"61697",1,0,1,16,5,12,1940,NA,3120,33,51241.6015625,53,1,1,85760,0.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,61,0,1,1,0
"61704",0,1,0,10,5,0,1926,NA,2040,45,17152,2787,1,0,27464.640625,0.5,0,4041.43994140625,4041.43994140625,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,1,42,0,1,1,0
"61717",0,0,1,12,NA,11,NA,NA,NA,48,NA,2803,0,NA,12456.6396484375,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,NA,0
"61752",1,0,1,6,NA,8,NA,NA,1500,54,11620.48046875,4804,0,1,42236.80078125,1,0,7820.240234375,7820.240234375,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,4,NA,0,0,1,0
"61814",1,0,1,12,5,9,1936,NA,3270,36,155440,394,4,1,171520,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,NA,81,0,1,1,0
"61823",0,0,1,12,11,7,1927,NA,0,46,0,2796,2,1,12328,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"61824",0,1,0,14,7,12,1940,NA,0,33,0,4870,6,NA,123280,1.10000002384186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"61840",0,0,1,12,9,12,1927,NA,1911,45,24120,1642,1,1,99160,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,1
"61867",1,0,1,16,6,12,1928,NA,2016,44,139360,2872,1,1,161068,0.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,49,0,1,1,0
"61892",0,0,1,8,11,6,1942,NA,350,28,1072,1867,4,NA,32910.3984375,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,NA,1
"61921",0,0,1,13,11,5,1922,NA,240,50,3419.67993164062,533,0,1,75645.6796875,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,NA,1
"61922",0,0,1,12,1,9,1921,NA,2080,52,28429.439453125,3982,0,1,108786.5625,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"61950",0,0,1,16,8,10,1946,NA,0,26,0,1751,2,1,38516.9609375,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"61957",0,0,1,NA,NA,9,NA,NA,NA,46,NA,1518,0,NA,23058.720703125,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,NA,NA,NA,NA,NA,0
"61994",1,0,1,16,8,12,1944,NA,1960,28,46766,3728,1,1,69278,0.5,0,0,0,0,0,0,12,NA,50920,41808,0,0,0,3,35,NA,21,0,1,1,0
"62022",0,0,1,12,8,8,1926,NA,2000,46,37520,1485,0,1,100714.3984375,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,10,NA,NA,NA,NA,NA,1
"62034",0,0,1,14,9,12,1919,NA,2040,54,55208,260,0,1,133571.203125,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"62041",0,0,1,12,7,11,1930,NA,2040,43,32160,2069,2,1,80400,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"62108",1,0,0,15,9,8,1942,NA,3000,30,73432,2127,3,1,73432,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,61,0,1,1,0
"62112",1,0,1,12,2,11,1927,NA,2573,46,69680,1631,2,1,81472,0.600000023841858,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,49,0,1,1,0
"62130",0,0,1,16,2,11,1946,NA,480,27,10720,3601,0,1,77103.6015625,0.400000005960464,NA,NA,NA,NA,NA,NA,12,NA,47436,0,0,0,0,4,4,NA,NA,NA,NA,NA,1
"62133",1,0,1,12,12,8,1940,NA,1980,32,42880,3507,3,1,42880,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,31,0,1,1,0
"62158",0,0,1,16,3,11,1930,NA,900,43,21440,4481,2,1,107736,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"62182",0,0,1,7,10,5,1919,NA,0,52,0,4545,1,1,68072,1.29999995231628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"62253",1,1,0,10,6,12,1926,NA,2412,46,75040,729,0,1,77184,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,87,0,1,1,0
"62262",1,0,1,14,1,11,1925,NA,2077,48,70216,148,0,1,102644,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,86,0,1,1,0
"62288",0,0,1,12,3,11,1925,NA,0,47,0,1555,2,1,66571.203125,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,18,NA,NA,NA,NA,NA,1
"62327",0,0,1,17,6,11,1937,NA,630,35,13936,779,3,1,38056,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,NA,1
"62333",0,0,1,17,8,11,1921,NA,1500,52,42880,3034,1,1,150080,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,NA,1
"62338",0,0,1,11,5,13,1947,NA,0,25,0,992,1,1,52528,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,8,0,NA,NA,0,0,2,21,NA,NA,NA,NA,NA,1
"62359",1,0,1,NA,NA,3,NA,NA,NA,45,NA,435,0,NA,12853.2802734375,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,NA,0
"62374",1,0,1,8,NA,9,NA,NA,NA,55,NA,2652,0,NA,137350,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,0,NA
"62380",1,0,1,17,8,10,1915,NA,2080,57,43952,3915,1,1,64512.9609375,0.600000023841858,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,NA,88,0,1,1,0
"62421",0,0,1,8,9,11,1947,NA,0,25,0,4189,1,NA,45828,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,NA,1
"62431",0,0,1,14,7,8,1944,NA,0,28,0,2127,3,1,73432,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"62439",0,0,1,12,7,10,1928,NA,0,44,0,3731,3,1,112560,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"62463",0,0,1,11,11,10,1930,NA,0,41,0,4003,2,NA,65124,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"62512",0,0,1,16,5,9,1929,NA,1600,43,42880,3092,2,NA,73164,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"62519",0,NA,NA,10,NA,8,NA,NA,240,38,2144,103,2,NA,65804.71875,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"62522",0,0,1,12,4,10,1941,NA,168,31,1608,3684,4,1,2680,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"62530",1,0,1,12,8,10,1943,NA,4325,29,8924.400390625,1488,2,1,13105.2001953125,0.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,61,0,1,1,0
