"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","health","height","weight","bmi","inc_wcomp","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_ch","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"42878",1,1,0,12,7,7,1950,2040,35,45570,2078,2,1,73877.6484375,16,2,72,276,37.4282417297363,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,1,0,1,1,0
"42900",1,0,1,12,12,9,1950,2125,35,28210,6915,2,1,41230,16,2,70,150,21.5204086303711,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"42912",1,0,1,14,7,13,1960,2080,25,NA,6044,0,NA,94525.203125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,12152,15624,0,0,0,4,4,0,1,NA,0
"42919",1,0,1,12,12,10,1947,2371,38,57505,6142,1,1,62713,19,3,68,210,31.9269027709961,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"42949",0,0,1,16,11,13,1943,0,42,0,4197,1,1,124863.96875,NA,4,63,105,18.5978832244873,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,0,NA,1
"42975",1,0,1,16,8,9,1959,160,26,NA,1486,0,0,85411.203125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,0,0,0,0,0,3,9,1,1,NA,0
"42982",1,0,1,3,5,4,1933,2460,54,9982,2487,0,1,9982,36,2,66,150,24.2079887390137,0,0,0,0,0,0,0,0,6,NA,NA,0,0,NA,0,3,23,0,1,1,0
"42997",1,0,1,14,6,9,1957,1756,28,49693,2370,2,1,54039.51171875,9,3,70,185,26.5418357849121,0,3255,3255,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"43009",0,1,0,12,4,8,1957,640,28,0,5966,0,1,10910.759765625,5,4,66,235,37.9258499145508,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,0,NA,1
"43045",0,1,0,13,11,12,1960,1590,25,13020,6953,3,1,29993.740234375,5,3,62,NA,NA,0,0,5208,0,0,NA,0,2400,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"43051",1,0,1,11,2,10,1956,2184,30,43400,2754,1,1,60109,11,2,63,130,23.025951385498,0,868,868,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"43053",0,0,1,12,4,8,1933,2000,52,24581.759765625,1274,1,1,87911.0390625,20,3,69,NA,NA,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,1,NA,1
"43065",0,0,1,12,2,11,1926,896,59,3038,1724,0,1,71610,NA,3,66,150,24.2079887390137,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,NA,1
"43066",0,0,1,16,6,11,1957,2040,28,65100,2108,0,1,136710,10,2,67,125,19.5756301879883,0,0,0,0,0,NA,0,0,12,NA,NA,0,0,NA,0,3,10,0,1,NA,1
"43068",1,NA,NA,15,3,12,1957,400,29,NA,2655,0,0,44363.48046875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,0
"43075",0,0,1,12,7,11,1934,234,51,1953,1618,0,1,296205,NA,3,65,120,19.9668636322021,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,1
"43120",0,0,1,14,6,12,1949,0,36,0,3022,0,1,74865,15,3,60,90,17.5750007629395,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,0,NA,1
"43143",1,NA,NA,12,9,10,1956,2000,29,0,4784,0,0,24247.580078125,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"43165",0,0,1,12,5,10,1947,1736,39,26656.279296875,1392,1,0,34967.37890625,10,1,64,170,29.17724609375,0,3754.10009765625,3754.10009765625,0,0,0,4557,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"43181",0,0,1,17,11,12,1936,2124,49,72695,3537,0,NA,131979.40625,24,2,66,160,25.8218555450439,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,19,0,1,NA,1
"43187",0,0,1,14,8,11,1948,1934,37,43400,6197,2,0,55920.8984375,10,1,65,115,19.1349105834961,0,0,10850,10850,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,27,0,1,1,0
"43208",1,0,1,13,10,10,1958,2285,27,54250,4133,2,1,60760,8,2,74,220,28.2432441711426,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,0,1,1,0
"43210",0,0,1,12,3,10,1931,0,54,0,352,1,0,5598.60009765625,12,4,61,142,26.8277339935303,0,0,10025.400390625,0,0,2040,0,2580,NA,NA,NA,NA,NA,NA,0,2,12,0,0,1,0
"43251",0,0,1,12,11,8,1957,80,28,651,2177,3,1,60977,3,1,64,140,24.0283203125,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"43265",1,0,0,16,11,11,1940,1968,44,47740,4086,0,0,47740,26,1,67,135,21.1416797637939,0,0,0,0,0,0,0,0,12,NA,NA,NA,NA,NA,0,3,35,0,1,1,0
"43314",0,0,1,12,4,10,1954,1400,31,21700,1994,1,NA,23696.400390625,13,2,68,125,19.0041084289551,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"43327",0,0,1,13,12,13,1952,2000,33,45570,2672,1,NA,104485.5,12,3,65,150,24.9585800170898,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,0,NA,1
"43384",1,1,0,8,4,8,1954,856,32,2170,5606,0,0,2170,13,1,68,170,25.845588684082,0,0,1154.43994140625,0,0,532,0,0,10,NA,NA,NA,NA,NA,0,3,32,0,1,1,0
"43388",1,0,1,12,3,7,1950,1208,36,10850,182,2,1,11012.75,17,2,66,135,21.7871894836426,0,0,5077.7998046875,0,0,2340,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"43399",1,0,1,14,5,13,1937,3380,48,36217.30078125,4344,2,1,80073,30,1,71,210,29.2858562469482,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,0,1,1,0
"43401",1,0,1,16,1,12,1944,2104,42,45570,1496,1,1,87342.5,23,2,75,220,27.4951114654541,0,0,0,0,0,0,0,0,NA,9,0,NA,NA,0,0,3,42,0,1,1,0
"43403",1,0,1,12,5,8,1955,2062,31,62930,6095,3,1,63364,12,2,71,195,27.1940097808838,0,434,434,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"43413",0,0,1,12,12,8,1960,1944,25,41230,2904,0,1,151249,6,1,66,128,20.6574840545654,0,0,0,0,0,NA,0,0,12,12,65547.0234375,0,0,0,0,2,22,0,1,NA,1
"43441",1,0,1,12,5,12,1931,2866,55,34743.87109375,4929,0,1,12581.66015625,37,3,73,210,27.7031345367432,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"43444",1,1,0,8,4,7,1932,344,53,6510,3563,1,1,20050.80078125,36,4,67,195,30.5379810333252,0,0,1302,0,0,600,0,0,NA,NA,NA,NA,NA,NA,0,3,23,0,0,1,0
"43475",1,0,1,13,3,9,1930,1912,55,23639.98046875,3328,0,1,54404.0703125,36,4,71,235,32.7722663879395,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,1,0,0,1,0
"43488",1,0,1,12,4,12,1949,3430,36,82460,3889,3,1,145390,18,5,72,180,24.4097213745117,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,2,24,0,1,1,0
"43499",0,0,1,12,3,8,1957,1930,29,34720,5125,2,1,86908.5,10,1,67,160,25.0568046569824,0,0,0,0,0,NA,0,0,12,4,28210,1085,0,0,0,4,4,0,1,NA,1
"43505",0,0,1,12,7,12,1954,2040,31,26040,1894,0,1,119350,12,2,66,115,18.5594577789307,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"43512",0,0,1,12,12,10,1959,1250,26,17360,6286,1,0,18343.009765625,4,1,68,130,19.7642726898193,0,0,0,0,0,0,0,0,14,8,21912.66015625,8680,0,0,0,2,40,0,1,1,0
"43532",1,0,1,15,10,12,1957,1351,28,19530,4227,1,1,110244.6796875,6,1,74,205,26.3175678253174,11327.400390625,0,11327.400390625,0,0,0,0,0,12,NA,NA,21700,0,NA,0,2,34,0,1,1,0
"43566",1,1,0,9,5,7,1926,0,59,0,916,0,1,12121.6201171875,33,4,69,165,24.3635787963867,0,0,11561.759765625,11197.2001953125,0,168,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,0,1,0
"43568",0,0,1,12,7,11,1943,1920,42,45570,5035,1,1,147560,21,3,69,150,22.1487083435059,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"43577",1,0,1,12,4,10,1947,2530,39,0,6080,4,1,2.17000007629395,19,1,70,175,25.1071434020996,0,0,0,0,0,0,0,0,12,9,0,0,0,0,0,4,46,0,1,1,0
"43588",1,0,1,14,4,10,1955,2042,31,54250,4320,3,1,59675,12,2,73,175,23.0859451293945,0,0,0,0,0,0,0,0,12,NA,NA,25389,0,NA,0,3,42,0,1,1,0
"43590",0,0,1,12,4,9,1938,1960,48,32550,3592,0,1,119784,30,3,63,150,26.5684051513672,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"43593",0,0,1,14,11,11,1959,1408,25,21700,1263,1,1,69049.3984375,7,2,65,120,19.9668636322021,0,0,0,0,0,NA,0,0,13,12,112840,26040,0,0,0,1,6,0,1,NA,1
"43606",0,0,1,12,11,8,1943,1479,42,21700,6576,0,1,134106,3,3,63,110,19.4834976196289,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,NA,1
"43627",0,0,1,16,4,13,1954,0,31,0,27,1,1,75950,NA,2,63,100,17.7122707366943,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,0,NA,1
"43656",1,0,1,12,2,9,1934,2000,52,32940.6015625,1769,0,1,51038.3984375,34,3,70,185,26.5418357849121,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"43671",1,0,0,6,11,8,1926,2205,59,72912,3656,0,1,94612,39,3,74,210,26.9594593048096,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"43726",1,0,1,14,7,10,1959,2600,26,42315,2650,0,1,105245,6,3,64,140,24.0283203125,0,0,0,0,0,0,0,0,12,15,NA,39494,0,NA,0,3,41,0,1,1,0
"43731",1,0,1,14,3,10,1952,2580,34,7766.43017578125,5191,2,1,46281.76171875,15,2,71,190,26.4967269897461,0,0,0,0,0,0,0,0,12,8,2170,0,0,0,0,2,24,0,1,1,0
"43735",0,1,0,12,5,7,1935,1248,50,13540.7998046875,3563,1,1,20050.80078125,31,4,62,168,30.7242450714111,0,0,0,0,0,NA,0,0,12,12,0,0,0,0,0,3,23,0,1,NA,1
"43745",0,0,1,15,5,10,1952,0,33,0,935,2,1,66185,NA,1,67,150,23.4907550811768,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,0,NA,1
"43747",1,0,1,17,12,10,1957,1890,28,42315,4685,0,0,42315,5,1,70,170,24.3897953033447,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,2,26,0,1,1,0
"43762",0,0,1,12,10,11,1958,204,27,1085,1891,2,1,36239,3,2,63,150,26.5684051513672,0,0,0,0,0,NA,0,0,13,10,6944,39060,0,0,0,1,38,0,0,NA,1
"43790",1,0,1,17,6,11,1944,1976,41,69440,3208,4,1,69440,22,1,70,185,26.5418357849121,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,0,1,1,0
"43791",1,1,0,16,9,8,1956,1560,29,33635,5216,0,1,68181.3984375,6,1,71,212,29.564769744873,0,4166.39990234375,4166.39990234375,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"43800",1,0,1,17,3,12,1946,2963,40,99461.953125,6521,1,1,135616.3125,21,1,70,172,24.6767349243164,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,4,46,0,1,1,0
"43819",0,0,1,13,11,10,1927,224,58,1508.15002441406,1638,0,0,30803.150390625,NA,4,61,152,28.7170124053955,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,0,1,0
"43821",1,0,1,16,8,13,1948,238,37,21700,2882,3,1,67704,NA,3,66,125,20.1733245849609,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"43837",0,0,1,17,7,7,1944,0,41,0,5199,3,1,156240,NA,2,62,110,20.1170654296875,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,0,NA,1
"43859",0,0,1,17,7,12,1929,2044,56,10850,357,2,1,165354,28,1,61,105,19.8374099731445,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,13,0,0,NA,1
"43875",1,1,0,16,2,0,1958,2336,29,34720,5566,0,0,36471.19140625,10,1,72,153,20.7482643127441,0,0,0,0,0,0,0,0,11,NA,NA,5351.22021484375,0,NA,0,3,17,0,1,1,0
"43900",1,0,1,16,3,12,1928,2450,57,130200,153,0,1,136796.796875,37,2,71,185,25.7994441986084,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"43927",1,0,1,15,6,8,1938,1976,47,63364,445,1,1,95914,26,4,73,220,29.022331237793,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,0,1,1,0
"43974",1,0,1,17,10,8,1957,2750,28,25768.75,3664,0,1,66271.796875,1,1,71,165,23.0103149414062,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"44001",0,1,0,13,11,9,1945,0,39,0,6869,2,NA,23904.720703125,NA,4,67,164,25.6832256317139,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,0,NA,1
"44013",1,0,1,12,3,10,1931,2700,55,86366,524,0,1,90489,37,1,70,240,34.4326515197754,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"44023",1,0,1,12,6,9,1926,1820,59,15190,3919,1,1,33635,40,3,73,160,21.1071491241455,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"44106",0,0,1,12,10,11,1944,2009,41,54901,481,0,1,118482,21,2,63,134,23.7344417572021,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,1,NA,1
"44113",0,0,1,12,10,11,1931,1436,54,13020,3544,0,1,95480,9,3,65,130,21.6307697296143,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"44118",1,0,1,12,3,13,1955,2167,31,56420,5066,3,1,77215.109375,12,3,70,170,24.3897953033447,0,2821,2821,0,0,0,0,0,12,12,0,49910,0,0,0,1,37,0,1,1,0
"44157",0,0,1,12,7,9,1957,120,28,NA,2681,2,1,102983.859375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,48,NA,NA,NA,0
"44161",1,0,1,12,1,9,1934,3502,52,61628,1669,1,1,75082,33,3,71,230,32.0749855041504,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"44197",0,0,1,16,12,13,1946,2500,39,65100,5091,0,1,166222,18,2,67,133,20.8284702301025,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,19,0,1,NA,1
"44245",1,0,1,14,2,10,1960,2450,26,65100,2068,0,0,66206.703125,7,1,72,240,32.5462951660156,0,0,0,0,0,0,0,0,10,10,36890,14539,0,0,0,3,45,0,1,1,0
"44297",0,0,1,12,6,8,1948,1824,37,12586,503,0,0,58494.51953125,18,2,65,150,24.9585800170898,0,338.519989013672,338.519989013672,0,0,0,0,0,11,NA,NA,0,0,NA,0,1,37,0,1,1,0
"44319",1,0,1,14,1,8,1936,1960,50,33852,906,4,1,56665.2109375,31,2,72,168,22.7824077606201,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,33,0,0,1,0
"44337",0,0,1,12,11,8,1950,1850,35,26040,1914,2,NA,76818,5,3,69,143,21.1151027679443,0,0,0,0,0,NA,11284,0,8,9,0,0,0,0,0,3,19,0,1,NA,1
"44340",1,0,1,17,7,11,1949,2196,36,86645.9296875,1007,5,1,88972.171875,17,1,69,155,22.886999130249,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,0,1,1,0
"44344",0,0,1,17,12,7,1943,1960,42,32550,5456,2,NA,39060,15,3,68,150,22.804931640625,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,23,0,1,NA,1
"44365",1,0,1,12,4,9,1951,1802,35,39060,265,3,1,67632.390625,15,2,70,195,27.9765300750732,0,7740.39013671875,7740.39013671875,0,0,0,0,0,8,5,36890,0,0,0,0,3,23,0,1,1,0
"44394",0,0,1,12,12,8,1959,1278,26,6944,5008,1,1,74539.5,7,2,64,115,19.737548828125,0,0,0,0,0,NA,0,0,12,16,37048.41015625,29108.380859375,0,0,0,1,31,0,0,NA,1
"44439",1,0,1,12,10,10,1958,2628,27,43400,5914,1,1,47306,8,1,74,170,21.8243236541748,0,0,0,0,0,0,0,0,11,12,44485,18445,0,0,0,1,31,0,1,1,0
"44463",1,0,1,15,4,7,1952,2205,33,84393.46875,2857,2,1,121967.0234375,15,4,65,162,26.9552669525146,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"44466",0,0,1,17,3,11,1955,2460,31,52080,4507,0,0,52080,12,2,66,130,20.9802570343018,0,0,0,0,0,0,0,0,6,12,54250,0,0,0,0,2,22,0,1,1,0
"44483",1,0,1,14,6,13,1943,1976,43,62062,5890,1,1,97476.3984375,24,4,68,300,45.60986328125,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"44490",0,0,1,16,8,12,1956,390,29,61671.3984375,3858,0,1,157216.5,5,3,66,135,21.7871894836426,0,0,0,0,0,NA,0,0,16,17,1085000,217000,0,0,0,1,20,0,1,NA,1
"44497",1,0,1,17,3,12,1948,2070,38,95480,4499,0,0,95480,14,1,74,215,27.6013507843018,0,0,0,0,0,0,0,0,12,16,76601,0,0,0,0,2,34,0,1,1,0
"44525",1,0,1,4,1,8,1928,0,58,0,4491,1,1,60625.4609375,NA,4,71,205,28.5885734558105,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,0,1,0
"44531",1,0,1,16,12,10,1945,1991,40,99386,4398,2,1,136276,21,3,72,200,27.1219139099121,0,0,0,0,0,0,0,0,12,10,0,0,0,0,0,2,24,0,1,1,0
"44533",1,0,1,14,8,11,1942,2400,43,88970,5035,1,1,147560,24,3,69,190,28.0550308227539,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"44542",1,0,1,13,2,11,1939,1530,47,17360,444,0,1,49801.5,26,1,68,169,25.6935558319092,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,0,1,1,0
"44545",1,0,1,17,7,10,1960,2000,25,NA,6106,1,NA,160580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,72695,19530,0,0,0,1,31,0,1,NA,0
"44580",1,0,1,12,8,11,1931,1608,54,55009.5,5458,0,1,104485.5,35,1,72,200,27.1219139099121,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,0,1,1,0
"44582",1,0,1,4,7,4,1930,NA,56,0,2488,0,NA,9035.8798828125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,0,0,NA,0,3,23,0,0,NA,0
"44615",1,0,1,12,7,10,1948,1984,37,24460.240234375,5731,2,1,64223.3203125,18,3,70,212,30.4155101776123,0,0,0,0,0,0,0,0,7,7,59117.30859375,0,0,0,0,3,45,0,1,1,0
"44619",0,0,1,17,10,11,1936,94,49,802.900024414062,2581,2,0,58607.359375,31,2,69,170,25.1018695831299,0,0,0,0,0,0,1926.9599609375,0,NA,NA,NA,NA,NA,NA,0,2,21,0,0,1,0
"44637",1,0,1,16,3,12,1960,1320,26,NA,1147,0,NA,63828.37890625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,10,18445,0,0,0,0,3,16,0,1,NA,0
"44653",1,0,1,17,6,11,1951,3255,34,32615.099609375,2620,0,0,54467,11,4,68,145,22.0447673797607,0,0,0,0,0,0,0,0,13,NA,NA,39060,0,NA,0,1,37,0,1,1,0
"44663",0,0,1,15,3,10,1927,2103,58,36456,505,0,0,40796,23,2,63,145,25.6827907562256,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"44677",0,0,1,17,2,9,1947,2169,39,39060,775,2,1,109585,14,3,70,130,18.6510200500488,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,31,0,1,NA,1
"44685",0,0,1,12,3,8,1955,2099,31,27125,4334,4,1,47740,7,2,61,108,20.4041919708252,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,NA,1
"44721",0,0,1,11,10,11,1927,1770,58,32984,7,0,1,115352.859375,39,3,64,127,21.797119140625,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,6,0,1,NA,1
"44736",0,0,1,11,3,7,1956,0,30,0,1811,2,1,15754.2001953125,NA,3,65,180,29.9502964019775,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,34,0,0,NA,1
"44759",1,0,1,12,6,9,1955,3060,30,0,501,0,1,28166.599609375,11,1,67,140,21.9247055053711,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,40,0,1,1,0
"44776",0,0,1,12,10,8,1945,1040,40,2185.18994140625,6692,1,1,106555.6796875,8,1,61,118,22.2934703826904,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,1
"44792",1,0,1,15,8,11,1950,2100,35,65100,5138,3,1,67595.5,15,1,75,200,24.9955558776855,0,0,0,0,0,0,0,0,12,14,60760,52080,0,0,0,4,4,0,1,1,0
"44821",1,0,1,12,6,12,1949,2104,36,75950,4441,0,1,153202,16,2,73,175,23.0859451293945,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,0,1,1,0
"44844",0,0,1,10,9,11,1931,0,54,0,1730,0,1,63364,NA,4,69,170,25.1018695831299,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,16,0,0,NA,1
"44855",1,0,1,16,3,13,1949,1664,37,55020.3515625,4138,2,1,63348.80859375,18,1,72,185,25.0877704620361,0,3300.57006835938,3300.57006835938,0,0,0,0,0,12,NA,NA,NA,NA,NA,0,3,3,1,0,1,0
"44859",0,0,1,12,8,9,1949,2000,36,37975,660,5,1,99603,5,3,66,125,20.1733245849609,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,2,48,0,1,NA,1
"44879",0,0,1,16,10,10,1956,0,29,0,1111,2,1,105245,10,3,64,125,21.453857421875,0,0,0,0,0,NA,0,0,17,17,130200,39060,0,0,0,1,29,0,0,NA,1
"44886",1,0,1,17,2,11,1955,3289,31,86800,4823,3,1,99820,5,1,75,215,26.8702220916748,0,0,0,0,0,0,0,0,12,8,16817.5,1302,0,0,0,2,26,0,1,1,0
"44909",1,0,1,16,12,10,1949,2080,36,78120,125,2,1,82460,17,3,75,180,22.496000289917,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,6,0,1,1,0
"44911",0,1,0,12,2,12,1959,0,27,0,6890,4,0,10051.4404296875,NA,3,63,140,24.7971782684326,0,0,16170.83984375,0,0,2820,0,4632,NA,NA,NA,NA,NA,NA,0,2,34,0,0,1,0
"44920",1,0,1,12,10,10,1951,1960,34,56420,1164,2,1,115118.5,15,2,73,180,23.7455425262451,0,0,0,0,0,0,0,0,12,12,5652.85009765625,0,0,0,0,4,4,0,1,1,0
"44924",0,0,1,12,9,13,1940,0,44,0,3528,1,1,94069.5,NA,3,60,180,35.1500015258789,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,45,0,0,NA,1
"44939",1,0,1,16,8,8,1956,2690,29,45136,1500,1,1,49476,10,2,70,180,25.8244895935059,0,0,0,0,0,0,0,0,12,NA,NA,0,0,NA,0,4,11,0,1,1,0
"44952",0,0,1,12,5,11,1954,2020,31,49910,3979,0,1,113816.5,13,1,68,145,22.0447673797607,0,0,0,0,0,NA,0,0,12,NA,NA,0,0,NA,0,2,12,0,1,NA,1
"44985",0,0,1,12,5,8,1959,1944,26,23870,525,0,0,23870,7,2,65,165,27.4544372558594,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"44989",0,0,1,12,4,11,1930,1807,56,32550,5076,0,1,92225,37,2,67,150,23.4907550811768,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"45009",0,0,1,16,2,12,1961,1589,25,31825.220703125,1954,0,0,33513.48046875,6,1,67,118,18.4793949127197,0,360.220001220703,360.220001220703,0,0,0,0,0,17,17,117180,425.320007324219,0,0,0,4,4,0,1,1,0
"45026",1,0,1,14,2,11,1930,2205,56,80290,2649,1,1,95740.3984375,37,1,75,185,23.1208896636963,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,35,0,1,1,0
"45036",1,0,1,14,1,10,1955,1908,31,30380,593,0,0,30380,12,3,78,200,23.1097965240479,0,0,0,0,0,0,0,0,12,17,60760,0,0,0,0,2,24,0,1,1,0
"45047",1,0,1,17,5,11,1940,0,45,0,245,0,0,6781.25,NA,3,72,124,16.8155860900879,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,0,0,1,0
"45060",0,1,0,12,3,6,1948,1816,38,19601.609375,5830,2,1,67341.609375,15,3,60,150,29.2916660308838,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,1
"45074",1,0,1,12,4,9,1943,3000,42,57505,4445,1,1,66836,24,1,68,175,26.6057529449463,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"45076",0,0,1,12,1,8,1942,2080,44,54250,6642,1,NA,221882.5,25,1,67,140,21.9247055053711,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,3,0,1,NA,1
"45092",0,0,1,14,1,10,1947,2096,39,29295,2210,1,0,29837.5,18,2,65,200,33.2781066894531,0,0,0,0,0,0,0,0,12,12,2183.02001953125,0,0,0,0,2,21,0,1,1,0
