"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","health","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"8672",0,NA,NA,16,4,9,1957,NA,37,NA,3802,0,0,29601,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,1,1,NA,0
"8683",0,0,1,16,1,13,1958,2277,37,48360,5039,1,1,63975.6015625,5,2,NA,NA,NA,NA,NA,NA,0,3,1,0,1,NA,1
"8716",1,0,1,12,7,10,1956,NA,38,NA,5252,0,0,32220.240234375,NA,NA,12,NA,NA,0,0,NA,0,2,14,0,1,NA,0
"8723",1,0,1,12,9,9,1946,2246,48,93603.1171875,1941,0,1,93603.1171875,30,2,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"8727",0,0,1,12,6,11,1962,1960,32,29406,1034,0,0,31903.560546875,5,2,12,12,124803.1171875,0,0,0,0,3,35,0,1,1,0
"8734",1,0,1,17,2,11,1959,2250,36,93603.1171875,648,2,1,93603.1171875,8,1,12,14,72004.921875,9174.3603515625,0,0,0,3,42,0,1,1,0
"8738",1,0,1,12,10,12,1944,1936,50,43680,843,0,0,43993.55859375,22,3,8,NA,NA,0,0,NA,0,1,37,0,1,1,0
"8739",1,0,1,12,4,12,1966,2450,28,35880,5604,0,1,111541.5625,9,1,NA,NA,NA,NA,NA,NA,0,1,6,0,1,1,0
"8783",1,0,1,14,11,9,1967,NA,27,NA,376,0,NA,219964.6875,NA,NA,16,12,78001.5625,0,0,0,0,1,20,0,1,NA,0
"8798",1,1,0,9,4,8,1953,2032,41,45396,9713,0,1,60247.19921875,14,3,10,NA,NA,0,0,NA,0,3,32,0,1,1,0
"8817",0,0,1,12,12,12,1960,1000,34,20280,705,3,1,92060.28125,6,2,NA,NA,NA,NA,NA,NA,0,1,29,0,1,NA,1
"8836",0,0,1,12,11,8,1948,1864,46,52238.16015625,2594,1,1,126267.9609375,18,1,NA,NA,NA,NA,NA,NA,0,4,46,0,1,NA,1
"8847",1,0,0,17,5,11,1943,4270,51,76441.5625,4591,1,1,152883.125,24,2,NA,NA,NA,NA,NA,NA,0,4,43,0,1,1,0
"8865",0,0,1,14,10,10,1955,2268,39,70201.5625,2271,2,1,144772.6875,21,2,NA,12,0,NA,NA,0,0,3,41,0,1,NA,1
"8866",0,0,1,12,9,9,1945,2205,49,0,3818,0,1,124803.1171875,14,2,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,1
"8878",1,0,1,17,3,13,1947,2040,47,99955.4375,1145,2,1,136595.15625,20,3,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"8892",0,0,1,14,9,NA,1949,975,45,18094.439453125,4258,0,0,23740.080078125,23,3,16,NA,NA,388.440002441406,0,NA,0,4,46,0,1,1,0
"8902",0,0,1,12,7,13,1955,220,39,1870.43994140625,2217,5,1,104833.5625,3,3,12,14,0,8112,0,0,0,2,21,0,0,NA,1
"8907",0,0,1,12,10,11,1953,2040,41,46800,1844,0,NA,118639.5625,15,1,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"8908",1,0,1,17,9,13,1957,960,37,0,5850,1,1,82447.5625,12,3,17,NA,NA,13882.4404296875,0,NA,0,2,22,0,1,1,0
"8943",0,1,0,17,6,5,1955,2132,39,48360,8456,1,1,106292.15625,11,2,NA,NA,NA,NA,NA,NA,0,3,10,0,1,NA,1
"8946",0,0,1,16,4,12,1952,912,42,24960,546,2,1,135801.125,13,2,12,15,11232,0,0,0,0,2,12,0,1,NA,1
"8954",1,0,1,16,5,13,1954,2115,40,19500,4656,2,1,102627.71875,12,2,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"8955",1,0,1,17,5,13,1958,2460,36,95163.1171875,1821,0,1,199686.234375,5,1,NA,17,0,NA,NA,0,0,1,29,0,1,1,0
"8961",0,0,1,12,1,8,1936,840,59,6238.43994140625,608,0,NA,50728.078125,15,3,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"8975",0,0,1,16,1,10,1946,1792,49,58704.359375,3953,0,1,66939.6015625,18,2,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"8976",1,0,1,17,3,11,1949,2893,46,124803.1171875,4144,1,1,173570.28125,18,3,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"8979",1,0,1,16,2,12,1951,1970,44,109203.1171875,3859,1,1,154333.921875,16,3,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"8983",0,0,1,16,12,11,1947,0,47,25640.16015625,9530,2,NA,232538.28125,12,1,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"8987",1,0,1,17,8,10,1960,0,34,0,10277,0,NA,66145.5625,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,1
"8993",0,0,1,17,6,12,1940,1288,54,46800,7299,0,1,260417.046875,28,3,NA,NA,NA,NA,NA,NA,0,3,19,0,1,NA,1
"9002",1,0,1,12,5,12,1961,0,33,0,1891,1,1,45240,13,3,NA,NA,NA,NA,NA,NA,0,1,31,0,0,1,0
"9012",1,0,1,17,12,12,1969,3260,25,29016,2402,0,0,29797.560546875,6,1,14,NA,NA,21060,0,NA,0,3,32,0,1,1,0
"9025",0,0,1,17,5,12,1959,312,35,8580,3784,4,1,189546.234375,10,1,12,16,18720,0,0,0,0,2,26,0,1,NA,1
"9038",0,0,1,13,9,9,1953,2000,41,35880,3828,1,NA,123240,6,1,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"9058",1,0,1,12,5,8,1960,NA,34,0,5450,1,NA,23963.16015625,NA,NA,12,6,0,0,0,0,0,4,5,0,0,NA,0
"9061",1,0,0,15,9,10,1955,2750,39,0,2570,2,1,18720,19,2,10,12,9358.4404296875,0,0,0,0,1,37,0,0,1,0
"9062",0,0,1,17,12,10,1952,1912,42,46800,900,2,1,128391.1171875,8,3,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"9066",1,0,0,8,5,7,1947,2300,47,65521.55859375,3429,1,1,76440,20,3,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"9075",0,0,1,17,8,10,1959,2450,35,146644.6875,6936,0,0,150390.234375,14,2,12,16,140404.6875,15598.4404296875,0,0,0,1,29,0,1,1,0
"9081",1,0,1,12,12,10,1966,2444,28,28078.439453125,3575,1,1,32412.119140625,6,4,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"9089",1,0,1,16,9,11,1959,3133,35,103741.5625,2729,3,1,104643.2421875,7,1,14,16,0,0,0,0,0,2,21,0,1,1,0
"9128",0,0,1,14,3,9,1947,1964,48,0,9092,0,0,61777.55859375,26,2,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"9146",0,0,1,13,4,10,1955,2100,39,23400,5409,3,1,119341.5625,11,3,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"9187",1,0,1,12,6,10,1952,2496,42,47260.19921875,8451,0,1,86331.9609375,24,3,NA,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"9195",1,0,1,12,11,11,1945,0,49,0,1365,0,1,97629.4765625,22,4,NA,NA,NA,NA,NA,NA,0,2,21,0,0,1,0
"9203",0,0,1,14,8,11,1950,2978,44,32290.439453125,2708,1,NA,61290.83984375,21,3,NA,NA,NA,NA,NA,NA,0,4,36,0,1,NA,1
"9218",0,0,1,12,8,12,1935,919,60,12324,199,0,0,26438.880859375,19,3,NA,NA,NA,NA,NA,NA,0,3,10,0,1,1,0
"9220",1,0,1,12,11,11,1956,1950,38,56472,538,0,1,105841.3203125,20,1,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"9227",1,0,1,14,4,7,1958,2700,36,76440,2954,0,1,104551.203125,13,2,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"9239",1,0,1,12,9,10,1961,2880,33,187206.234375,8916,2,1,187519.796875,5,1,12,NA,NA,54601.55859375,0,NA,0,4,4,0,1,1,0
"9247",0,0,1,12,3,11,1962,1992,33,37597.55859375,2302,0,1,105986.3984375,8,2,NA,NA,NA,NA,NA,NA,0,1,6,0,1,NA,1
"9251",0,0,1,12,4,8,1948,2120,47,29640,10148,0,NA,76440,9,3,11,NA,NA,0,0,NA,0,4,27,0,1,NA,1
"9271",0,0,1,12,10,8,1952,0,42,0,4118,1,NA,48567.48046875,NA,NA,6,NA,NA,0,0,NA,0,2,14,0,1,NA,1
"9283",1,0,1,12,11,12,1968,2585,26,67078.4375,798,0,1,79090.4375,3,1,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"9291",0,0,1,16,4,11,1955,1664,39,9358.4404296875,8912,3,1,146641.5625,6,1,NA,NA,NA,NA,NA,NA,0,2,26,0,1,NA,1
"9294",1,0,1,12,5,11,1964,2800,30,0,306,2,1,95986.796875,4,2,12,14,4992,20280,0,0,0,2,14,0,1,1,0
"9295",0,0,1,13,7,10,1961,0,33,0,1911,3,1,68649.359375,6,1,13,10,0,0,0,0,0,2,21,0,0,NA,1
"9296",1,0,1,12,2,9,1948,2550,47,23086.439453125,8512,1,1,36970.44140625,19,4,12,NA,NA,0,0,NA,0,2,21,0,1,1,0
"9324",0,0,1,12,11,12,1941,0,53,0,209,0,NA,95482.921875,24,4,NA,NA,NA,NA,NA,NA,0,3,39,0,0,NA,1
"9344",1,0,1,14,9,10,1952,2250,42,78001.5625,721,2,1,96721.5625,12,1,12,11,1558.43994140625,0,0,0,0,3,16,0,1,1,0
"9361",1,0,1,12,7,9,1964,NA,30,NA,4586,2,NA,38513.28125,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,0,1,NA,0
"9371",0,0,1,17,6,11,1943,1680,51,62401.55859375,1707,0,1,188764.6875,10,1,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"9429",0,0,1,16,6,12,1964,2000,30,42120,2356,0,1,118716,6,1,NA,NA,NA,NA,NA,NA,0,2,26,0,1,NA,1
"9433",0,0,1,15,6,9,1962,1560,32,31512,4306,1,1,81588,4,3,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"9435",0,0,1,12,9,10,1934,2962,60,46798.44140625,1445,0,0,79090.4375,29,2,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"9439",0,1,0,8,4,5,1944,NA,51,0,37,1,NA,0,NA,NA,NA,2,0,NA,NA,0,0,3,32,0,0,NA,0
"9455",0,1,0,12,5,9,1952,827,42,14038.4404296875,1339,2,1,88717.203125,13,3,7,NA,NA,0,0,NA,0,3,39,0,0,NA,1
"9485",0,1,0,10,6,8,1955,0,39,0,2087,1,0,2970.23999023438,NA,2,10,NA,NA,0,0,NA,0,3,32,0,0,1,0
"9499",0,0,1,12,7,10,1950,1692,44,31200,1833,0,1,108265.5625,8,2,NA,NA,NA,NA,NA,NA,0,1,20,0,1,NA,1
"9521",1,0,1,16,8,10,1957,2470,37,0,3816,2,1,62306.3984375,15,2,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"9550",1,0,1,12,8,10,1952,2390,42,57574.921875,217,0,1,112482.2421875,16,2,12,12,0,0,0,0,0,3,10,0,1,1,0
"9583",1,0,1,15,7,10,1961,2205,33,71761.5625,3214,2,1,112477.5625,3,1,15,17,21840,0,0,0,0,2,21,0,1,1,0
"9607",1,0,1,17,10,13,1946,2000,48,0,9936,0,1,98281.5625,30,1,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"9608",0,0,1,16,6,10,1967,1736,27,34320,385,0,1,132915.125,5,2,NA,NA,NA,NA,NA,NA,0,4,46,0,0,NA,1
"9624",1,0,1,12,8,13,1962,2411,32,28080,2349,2,1,34318.44140625,6,2,12,12,81121.5625,31200,0,0,0,2,13,0,1,1,0
"9633",1,0,1,15,6,10,1947,1640,47,3118.43994140625,783,0,1,87751.5625,19,2,NA,NA,NA,NA,NA,NA,0,3,3,0,1,1,0
"9634",1,0,1,12,10,11,1960,3180,34,18720,1996,0,0,96451.6796875,6,2,13,10,31200,35880,0,0,0,3,3,0,1,1,0
"9635",0,0,1,17,11,11,1963,1157,31,6238.43994140625,2410,1,1,26966.16015625,8,2,13,13,56161.55859375,11700,0,0,0,2,24,0,1,NA,1
"9667",0,0,1,14,6,10,1963,2000,31,32760,902,0,0,32775.6015625,13,2,12,NA,NA,54601.55859375,0,NA,0,4,2,0,1,1,0
"9671",1,0,1,12,1,10,1956,3000,39,55057.078125,6954,2,1,79861.078125,11,3,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"9680",0,0,1,12,12,8,1934,1222,60,13260,2582,0,1,110331,10,2,NA,NA,NA,NA,NA,NA,0,1,20,0,1,NA,1
"9690",0,0,1,12,3,10,1962,1968,33,31198.439453125,4814,1,1,82678.4375,5,2,NA,NA,NA,NA,NA,NA,0,4,5,0,1,NA,1
"9700",0,0,1,16,2,9,1949,1488,45,9358.4404296875,1068,3,1,110059.5625,15,2,NA,NA,NA,NA,NA,NA,0,3,32,0,1,NA,1
"9708",1,0,1,13,1,12,1950,2435,45,55589.0390625,2006,0,1,121903.078125,17,2,NA,NA,NA,NA,NA,NA,0,3,1,0,1,1,0
"9714",0,0,1,17,1,13,1964,2060,31,78001.5625,1762,0,0,78235.5625,8,2,14,NA,NA,0,0,NA,0,1,31,0,1,1,0
"9716",0,0,1,12,8,11,1947,862,47,23400,4885,1,1,258715.078125,8,1,NA,NA,NA,NA,NA,NA,0,1,20,0,0,NA,1
"9725",0,1,0,12,11,6,1953,1717,41,411.839996337891,7304,0,1,1116.9599609375,13,4,NA,NA,NA,NA,NA,NA,0,3,3,0,1,NA,1
"9752",1,0,1,16,5,7,1940,0,54,15598.4404296875,632,0,1,43770.48046875,27,2,NA,NA,NA,NA,NA,NA,0,2,24,0,0,1,0
"9754",1,0,1,14,10,11,1955,2331,39,51480,815,3,1,52806,11,2,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"9758",1,0,1,16,8,8,1956,1550,38,0,2725,2,1,164427.125,10,1,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"9764",0,0,1,16,9,12,1969,1600,25,46800,364,0,1,94069.5625,NA,1,NA,NA,NA,NA,NA,NA,0,3,45,0,1,NA,1
"9788",1,0,0,8,4,11,1945,1979,49,35880,3186,1,0,57283.19921875,30,2,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"9797",1,0,1,12,7,12,1969,1589,25,46800,1241,0,1,88687.5625,5,2,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"9804",1,0,1,12,9,9,1939,2000,55,39000,3838,1,1,45425.640625,32,4,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"9809",0,0,1,17,1,13,1946,2550,49,85801.5625,539,2,1,151652.28125,21,1,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"9828",1,0,1,12,8,6,1937,2400,57,58626.359375,2461,0,1,80466.359375,29,3,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"9844",0,0,1,12,10,10,1938,1809,56,34320,58,0,NA,28860,13,2,NA,NA,NA,NA,NA,NA,0,3,41,0,1,NA,1
"9857",0,0,1,16,9,12,1954,2100,40,37440,2147,2,NA,152416.6875,12,1,11,12,0,0,0,0,0,1,31,0,1,NA,1
"9859",1,0,1,12,7,11,1958,2640,36,0,2152,3,1,117784.6796875,9,1,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"9870",1,0,1,14,12,12,1954,2100,40,65521.55859375,2355,2,1,93475.203125,12,2,12,NA,NA,0,0,NA,0,4,27,0,1,1,0
"9889",1,0,1,7,11,9,1968,2002,26,18036.720703125,6417,0,0,18192.720703125,NA,1,10,12,0,0,0,0,0,3,10,0,1,1,0
"9894",1,0,1,12,3,10,1953,2550,42,70201.5625,4786,0,1,85021.5625,22,3,NA,NA,NA,NA,NA,NA,0,3,32,0,1,1,0
"9895",1,0,1,9,9,10,1950,2000,44,0,2945,3,1,46800,16,3,NA,NA,NA,NA,NA,NA,0,3,41,0,1,1,0
"9904",0,0,1,17,4,12,1953,2200,41,54601.55859375,5868,2,1,119634.84375,17,4,17,16,0,0,0,0,0,4,4,0,1,NA,1
"9938",0,0,1,17,12,10,1967,1665,27,39000,7776,0,1,78391.5625,7,1,NA,NA,NA,NA,NA,NA,0,4,5,0,1,NA,1
"9955",1,0,1,13,10,11,1956,2475,38,40404,3130,1,0,47776.55859375,8,3,NA,NA,NA,NA,NA,NA,0,3,39,0,1,1,0
"9958",0,0,1,12,1,12,1969,2140,26,30888,3501,0,0,46489.55859375,8,2,NA,14,0,NA,NA,0,0,4,46,0,1,1,0
"9964",1,0,1,16,1,10,1946,1944,49,32760,747,0,1,48308.51953125,18,3,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"9968",0,0,1,14,1,11,1959,1712,36,32760,130,3,NA,92041.5625,17,2,NA,NA,NA,NA,NA,NA,0,2,13,0,1,NA,1
"9970",0,1,0,13,11,8,1956,NA,38,NA,73,0,0,40497.6015625,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,0
"9977",1,1,0,12,5,7,1955,2500,39,54601.55859375,160,0,0,54601.55859375,11,2,7,NA,NA,1092,0,NA,0,3,42,0,1,1,0
"9981",0,0,1,17,5,11,1945,2080,50,8586.240234375,10078,1,0,23013.119140625,25,1,NA,NA,NA,NA,NA,NA,0,4,2,0,1,1,0
"10010",0,0,1,12,7,12,1957,1616,37,14820,1136,2,1,86581.5625,1,3,NA,NA,NA,NA,NA,NA,0,2,12,0,1,NA,1
"10025",0,0,1,16,5,11,1948,2722,47,93603.1171875,7526,1,NA,144392.046875,21,2,NA,NA,NA,NA,NA,NA,0,2,22,0,1,NA,1
"10038",1,0,1,16,2,10,1967,2940,28,81121.5625,2814,1,1,127891.921875,4,1,NA,NA,NA,NA,NA,NA,0,3,32,0,1,1,0
"10043",1,0,1,15,11,13,1955,1300,39,0,2127,0,0,17161.560546875,17,3,16,16,0,0,0,0,0,3,32,0,0,1,0
"10063",1,0,1,16,5,NA,1968,2115,27,48509.76171875,10331,0,0,48743.76171875,5,1,15,17,112942.4375,0,0,0,0,4,43,0,1,1,0
"10067",0,0,1,14,12,13,1961,117,33,1480.43994140625,2218,5,0,15685.7998046875,5,3,NA,NA,NA,NA,NA,NA,0,2,21,1,0,1,0
"10097",1,0,1,12,12,11,1955,2040,39,31200,418,4,1,51480,9,2,17,NA,NA,0,0,NA,0,1,20,0,1,1,0
"10117",0,0,1,17,3,10,1953,1012,42,21840,2300,2,1,142629.234375,10,1,NA,NA,NA,NA,NA,NA,0,1,20,0,1,NA,1
"10131",0,0,1,12,4,10,1950,1365,45,4678.43994140625,9521,1,1,89740.5625,16,2,8,9,0,1092,0,0,0,2,22,0,1,NA,1
"10134",0,0,1,12,8,10,1939,1613,55,17160,929,0,1,113163.9609375,5,2,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"10143",1,0,1,12,3,8,1945,1560,49,39000,1959,1,1,74926.796875,23,3,7,NA,NA,0,0,NA,0,3,19,0,1,1,0
"10151",0,0,1,16,5,12,1961,0,33,0,5956,3,1,71605.5625,6,2,NA,NA,NA,NA,NA,NA,0,1,20,0,1,NA,1
"10152",0,0,1,12,11,7,1954,1938,40,31563.48046875,1850,2,0,53465.87890625,22,4,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"10162",1,0,1,16,11,11,1945,867,49,10608,3553,2,1,10608,22,2,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"10216",0,0,1,12,1,8,1961,3000,34,71761.5625,2168,2,NA,98836.921875,14,1,NA,NA,NA,NA,NA,NA,0,3,32,0,1,NA,1
"10230",0,1,0,12,11,4,1956,1785,38,35880,6634,1,0,35880,15,3,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"10251",0,0,1,17,1,9,1968,1280,27,37440,2789,1,1,91573.5625,3,1,NA,NA,NA,NA,NA,NA,0,3,23,0,1,NA,1
"10260",1,0,1,12,5,12,1962,2400,32,40558.44140625,727,2,1,49918.44140625,4,3,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"10277",1,0,1,12,7,3,1957,1770,37,46800,5326,1,1,107640,18,3,5,NA,NA,NA,0,NA,0,4,5,0,0,1,0
"10305",1,0,1,17,11,11,1960,1960,34,96723.1171875,1503,0,1,120962.3984375,15,1,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"10310",0,0,1,8,10,7,1935,NA,59,0,1219,0,NA,15164.759765625,NA,NA,3,NA,NA,0,0,NA,0,3,9,0,0,NA,0
"10319",1,0,1,12,10,9,1959,2774,35,71761.5625,2433,1,1,139529.515625,7,2,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"10320",0,0,1,12,6,10,1962,NA,33,NA,2304,0,0,7856.16015625,NA,NA,12,NA,NA,686.400024414062,0,NA,0,2,13,0,1,NA,0
"10321",0,0,1,17,5,11,1939,NA,55,0,1196,0,NA,38302.6796875,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,0,0,NA,0
"10323",0,0,1,15,5,7,1950,999,44,31200,334,0,NA,120204.2421875,20,3,12,10,0,0,0,0,0,5,50,0,1,NA,1
"10327",1,0,1,17,5,9,1938,1907,56,64345.3203125,2876,0,1,86491.078125,28,1,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"10331",1,0,1,12,7,9,1966,NA,28,0,3725,0,0,18281.640625,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,0,0,0,0
"10333",0,0,1,6,10,8,1945,417,49,3963.9599609375,2984,0,1,26601.119140625,NA,3,NA,NA,NA,NA,NA,NA,0,3,16,0,1,NA,1
"10334",0,0,1,12,1,11,1952,NA,43,NA,1996,0,NA,96451.6796875,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,0,1,NA,0
"10341",0,0,1,12,9,12,1947,1820,47,1957.80004882812,1274,1,NA,85030.921875,13,2,NA,NA,NA,NA,NA,NA,0,3,3,1,0,NA,1
"10363",0,1,0,12,7,7,1957,2040,37,29640,2993,1,0,29640,10,2,11,NA,NA,7956,0,NA,0,2,13,0,1,1,0
"10368",0,0,1,16,7,12,1967,2350,27,46021.55859375,9887,1,0,224128.3125,9,1,NA,NA,NA,NA,NA,NA,0,3,17,0,1,1,0
"10381",0,0,0,12,6,10,1958,347,36,2808,5658,3,0,27675.9609375,2,1,14,8,14038.4404296875,10918.4404296875,0,0,0,2,40,0,1,1,0
"10382",0,0,1,12,8,11,1957,1012,37,0,4592,3,1,0,6,3,12,11,21840,4054.43994140625,0,0,0,4,49,0,1,NA,1
"10454",0,0,1,12,8,10,1948,1880,45,40560,3430,2,NA,105393.6015625,26,3,NA,NA,NA,NA,NA,NA,0,3,19,0,1,NA,1
"10458",1,0,1,12,2,10,1952,NA,43,NA,1639,0,NA,11178.9599609375,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,0,1,0,0
"10496",0,0,1,11,6,8,1937,0,57,0,1217,0,1,76755.1171875,1,3,NA,NA,NA,NA,NA,NA,0,4,36,0,0,NA,1
"10508",1,0,1,17,3,NA,1942,2405,52,51480,673,0,0,52261.55859375,31,2,NA,NA,NA,NA,NA,NA,0,3,9,0,1,1,0
"10512",0,0,1,17,1,11,1955,1430,40,31200,2563,2,1,134191.203125,11,2,11,NA,NA,0,0,NA,0,1,38,0,1,NA,1
"10515",1,0,1,14,6,11,1937,2080,57,78001.5625,2122,0,1,102025.5625,29,2,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"10517",0,0,1,13,2,12,1952,2000,43,49920,4287,0,NA,67081.5625,17,2,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"10521",0,1,0,12,2,6,1950,1733,45,14038.4404296875,4125,1,0,14038.4404296875,17,3,NA,NA,NA,NA,NA,NA,0,3,1,0,1,1,0
"10558",0,0,1,14,10,7,1955,2331,39,28080,2745,2,NA,61152,10,2,8,12,0,49172.76171875,0,0,0,2,34,0,1,NA,1
"10574",0,0,1,14,7,9,1957,2016,37,32760,2014,1,1,72072,8,3,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"10575",1,0,1,14,9,10,1951,1831,43,42120,611,1,1,121525.5625,16,2,9,12,0,0,0,0,0,1,37,0,1,1,0
"10583",1,0,1,17,6,9,1943,1600,51,104200.203125,4781,1,1,129824.7578125,20,1,NA,NA,NA,NA,NA,NA,0,3,39,0,1,1,0
"10584",1,0,1,16,10,9,1950,2040,44,46800,2009,2,1,108045.6015625,21,1,NA,NA,NA,NA,NA,NA,0,3,10,0,1,1,0
"10597",0,0,1,16,2,11,1964,2410,31,0,1696,1,0,32168.759765625,13,1,14,17,0,0,0,0,0,4,5,0,1,1,0
"10605",1,0,1,12,10,11,1966,3060,28,1.55999994277954,810,3,1,7801.56005859375,6,2,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"10611",0,0,1,12,5,10,1956,1380,38,0,3274,3,1,-8650.2001953125,2,3,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"10616",0,0,1,12,2,10,1958,0,37,8580,2208,3,1,47034,14,3,NA,NA,NA,NA,NA,NA,0,5,50,0,1,NA,1
"10626",1,0,1,13,12,11,1946,2020,48,42120,3238,0,1,49920,20,3,NA,NA,NA,NA,NA,NA,0,2,22,0,1,1,0
"10637",0,0,1,14,8,10,1965,0,29,0,2420,1,1,133077.359375,3,1,12,12,127924.6796875,0,0,0,0,2,21,0,0,NA,1
"10650",1,1,0,12,11,6,1968,1960,26,27144,3544,2,1,27144,6,1,10,NA,NA,14038.4404296875,0,NA,0,3,39,0,1,1,0
"10659",1,0,1,12,10,9,1957,2064,37,43680,3447,2,1,58453.19921875,9,3,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"10660",1,0,1,14,5,10,1953,1663,42,31200,7936,2,1,109200,7,1,12,NA,NA,0,0,NA,0,1,37,0,1,1,0
"10663",1,0,1,12,8,11,1955,1813,39,20434.439453125,1267,1,1,24148.80078125,22,4,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"10687",0,0,1,14,6,11,1960,1976,34,28705.560546875,1223,2,1,72574.3203125,6,2,12,12,1870.43994140625,17160,0,0,0,1,6,0,1,NA,1
"10706",0,0,1,12,8,10,1952,1872,42,54601.55859375,611,1,1,121525.5625,14,1,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"10731",0,0,1,9,2,12,1944,0,51,0,1474,0,NA,30683.640625,13,3,NA,NA,NA,NA,NA,NA,0,3,45,0,0,NA,1
"10735",0,0,0,17,9,10,1961,2640,33,50846.640625,1150,2,1,130845,3,1,NA,NA,NA,NA,NA,NA,0,2,26,0,1,NA,1
"10746",0,0,1,13,5,10,1965,NA,29,NA,699,0,0,79879.796875,NA,NA,12,12,0,37440,0,0,0,1,29,1,1,NA,0
"10753",0,0,1,12,8,10,1943,1920,51,46800,1060,1,1,66521.5234375,23,2,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"10761",1,0,1,12,6,10,1956,2600,38,81121.5625,2840,2,1,135072.59375,20,1,NA,NA,NA,NA,NA,NA,0,4,5,0,1,1,0
"10766",0,0,1,13,3,9,1957,413,38,9358.4404296875,1306,2,1,56220.83984375,5,2,NA,NA,NA,NA,NA,NA,0,4,36,0,1,NA,1
"10767",0,1,0,12,2,10,1961,0,34,0,2788,3,0,2695.67993164062,NA,3,NA,NA,NA,NA,NA,NA,0,3,23,0,0,1,0
"10770",1,0,1,14,3,10,1947,1779,47,99843.1171875,1368,0,1,223867.796875,29,1,NA,NA,NA,NA,NA,NA,0,1,6,0,1,1,0
