"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","hhdens","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_al","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","med15","occ","study","works","head","wife"
"32345",0,0,1,12,9,11,1924,0,50,0,4701,0,1,80223,2,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,NA,NA,NA,NA,NA,1
"32347",0,0,1,14,12,8,1947,600,27,17680,2260,2,1,55692,7,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,NA,NA,NA,NA,NA,1
"32351",0,0,1,16,5,11,1932,0,42,0,479,2,1,125620.8203125,2,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"32353",1,0,1,12,9,11,1916,2750,58,66300,3422,0,1,107406,40,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,61,0,1,1,0
"32359",0,0,1,12,7,5,1942,0,32,0,4365,4,1,66300,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,1
"32360",1,0,1,12,6,10,1926,1764,49,26520,5095,0,0,69946.5,31,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,3,9,NA,NA,0,0,1,0
"32382",1,0,1,16,5,11,1947,2448,27,35360,1128,0,1,66300,6,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,61,0,1,1,0
"32399",0,0,1,13,11,11,1942,0,32,0,1677,2,1,56355,10,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"32434",1,0,1,8,6,7,1927,3384,48,71086.859375,396,2,1,74547.71875,32,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,55,0,1,1,0
"32450",0,0,1,12,6,8,1947,780,27,5304,432,1,1,57460,7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,NA,NA,NA,NA,NA,1
"32463",1,0,1,14,11,0,1921,1456,54,35360,507,0,1,46940.3984375,35,1,4508.39990234375,4508.39990234375,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,0,0,1,0
"32478",1,0,1,11,5,12,1926,1968,48,83980,3447,0,1,87516,30,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,21,0,1,1,0
"32494",1,0,1,13,5,11,1924,1904,50,73548.796875,1164,3,1,87692.796875,32,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,2,57,0,1,1,0
"32530",0,0,1,12,2,9,1947,1920,28,NA,3519,4,0,76298.0390625,NA,1.10000002384186,NA,NA,NA,NA,NA,NA,NA,8,12,50321.69921875,0,0,0,0,1,37,NA,NA,NA,NA,NA,0
"32555",0,NA,NA,12,4,3,1937,1000,38,22100,1872,0,NA,95030,16,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"32579",0,0,1,17,2,11,1947,1200,28,59670,2798,0,1,141882,10,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"32588",1,0,1,14,12,9,1937,2380,37,83980,3862,4,1,110721,19,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,55,0,1,1,0
"32604",1,0,1,13,5,10,1936,2912,39,97045.5234375,5218,2,1,201110,21,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,51,0,1,1,0
"32619",1,0,0,11,NA,4,NA,2000,28,NA,3624,0,NA,77146.6796875,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,NA,NA,NA,NA,NA,0
"32641",1,0,1,16,9,11,1946,2850,28,39448.5,4290,4,1,109174,10,0.699999988079071,0,29172,29172,0,0,0,0,12,12,75904.65625,18594.939453125,0,0,0,2,24,NA,61,0,1,1,0
"32651",1,0,1,12,8,11,1937,1793,37,42900.51953125,1328,0,1,72032.7421875,19,0.5,490.619995117188,490.619995117188,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,31,0,1,1,0
"32664",1,0,1,14,9,10,1942,2038,32,68510,340,1,1,68510,13,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,71,0,1,1,0
"32678",1,0,1,15,2,13,1936,2160,39,64090,1150,2,1,72930,21,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,11,0,1,1,0
"32688",1,0,1,8,9,10,1923,1880,51,53040,4610,2,1,57787.078125,33,1.20000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,40,0,1,1,0
"32705",1,0,1,12,1,12,1920,2112,55,53040,605,0,1,54587,37,0.400000005960464,1105,1105,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,55,0,1,1,0
"32738",0,0,1,12,7,9,1925,2000,49,57460,4807,0,NA,72930,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"32763",0,0,1,13,8,11,1941,0,33,0,2787,2,1,150280,5,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"32765",1,0,1,12,2,8,1947,1980,28,66300,1275,2,1,66300,10,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,57,0,1,1,0
"32770",1,1,0,7,2,8,1948,1560,26,12818,295,4,1,13702,8,1.20000004768372,0,3818.8798828125,0,0,864,0,0,8,NA,NA,884,0,NA,0,3,32,NA,11,0,1,1,0
"32779",0,0,1,12,5,6,1948,2080,27,22100,3052,1,NA,55250,9,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"32783",0,0,1,17,12,13,1923,0,52,0,3077,2,1,89284,12,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"32789",1,0,1,15,8,9,1946,2440,28,181220,3497,0,1,215033,10,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,84,0,1,1,0
"32794",0,0,1,13,1,10,1941,0,34,0,1103,4,1,70720,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,NA,NA,NA,NA,NA,1
"32855",1,0,1,12,11,10,1929,2079,45,70720,1961,3,1,98124,22,1.20000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,1,31,0,1,1,0
"32858",0,0,1,12,11,12,1944,0,30,0,4934,1,1,52067.6015625,6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"32869",0,NA,NA,12,NA,8,NA,1400,30,17680,351,0,NA,76908,12,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"32889",0,0,1,16,6,12,1920,0,54,0,3973,0,1,146036.796875,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"32895",1,0,1,16,7,10,1925,2376,50,86190,2301,0,1,140114,30,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,48,NA,30,0,1,1,0
"32956",0,NA,NA,8,NA,10,NA,0,51,0,2140,0,NA,22100,25,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"32965",0,0,1,12,5,10,1940,2450,34,31824,2162,2,1,57902,13,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,NA,1
"32966",1,0,1,15,NA,11,NA,2457,27,61880,1967,0,1,61880,8,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,92,0,1,1,0
"32968",1,0,1,17,3,13,1925,2076,50,97240,5036,0,1,179010,28,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,1,NA,88,0,1,1,0
"32982",1,0,1,16,NA,9,NA,2100,50,27404,793,0,1,56730.69921875,31,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,61,0,1,1,0
"33003",1,0,1,13,4,9,1916,NA,59,NA,4771,0,NA,29286.919921875,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,0
"33022",0,0,1,13,9,12,1945,576,29,6188,4823,5,0,26864.759765625,1,1.20000004768372,0,18537.48046875,0,0,1116,0,3078,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,0,0,1,0
"33023",1,1,0,12,10,6,1940,2060,34,44642,3474,3,1,68952,16,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,NA,55,0,1,1,0
"33068",0,1,0,12,7,8,1927,1400,46,20800.51953125,2590,0,0,20800.51953125,29,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,4,92,0,1,1,0
"33075",0,0,1,8,2,10,1921,0,54,0,3903,0,1,58344,30,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,NA,NA,NA,NA,NA,1
"33078",0,NA,NA,NA,NA,10,NA,520,53,NA,781,0,NA,82503.71875,NA,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,0
"33085",1,0,1,12,5,11,1941,2646,34,66300,200,1,1,103870,16,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,44,0,1,1,0
"33092",0,0,1,12,2,6,1942,1584,33,14550.6396484375,673,3,1,106080,9,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"33134",0,0,1,10,9,11,1949,0,25,0,2217,2,1,53879.80078125,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,1
"33144",0,0,1,12,9,7,1946,0,28,0,2160,2,1,53040,9,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,NA,1
"33162",0,0,1,16,1,11,1938,2250,37,72930,2236,1,0,93350.3984375,18,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,NA,88,0,1,1,0
"33168",1,0,1,16,10,11,1935,1920,39,19757.400390625,1334,2,1,44200,17,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,33,0,1,1,0
"33199",1,0,1,16,3,9,1946,2218,29,60112,2738,3,1,69340.9609375,9,0.600000023841858,9228.9599609375,9228.9599609375,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,0,0,1,0
"33235",1,0,1,12,4,10,1944,2650,30,63316.5,367,2,1,114920,12,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,11,0,1,1,0
"33255",1,0,1,10,NA,10,NA,2330,59,59670,460,0,1,122460.5234375,37,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,NA,44,0,1,1,0
"33277",0,0,1,16,5,10,1948,1440,26,27404,1071,1,1,79648.3984375,7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"33280",1,0,1,12,3,12,1929,2550,46,53959.359375,2180,0,0,70826.078125,29,0.699999988079071,0,6789.1201171875,6789.1201171875,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,0,0,1,0
"33292",0,0,1,8,5,7,1940,0,34,0,3041,7,NA,17238,3,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"33296",1,0,1,12,NA,10,NA,2000,59,56576,2603,0,1,165573.203125,37,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,42,0,1,1,0
"33306",0,NA,NA,12,10,10,1944,780,29,22515.48046875,719,1,NA,69186.2578125,9,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"33342",1,0,1,12,2,9,1944,2219,31,39780,4547,2,1,40664,13,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,57,0,1,1,0
"33361",1,0,1,14,NA,12,NA,1840,44,43758,806,0,0,43758,26,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,92,0,1,1,0
"33364",1,1,0,6,6,8,1938,2024,36,33150,2409,6,1,33150,18,1.60000002384186,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,81,0,1,1,0
"33391",0,0,1,12,1,12,1928,778,47,6630,4263,0,1,82574.4375,6,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"33426",0,0,1,12,2,10,1948,0,26,0,965,3,1,36244,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,NA,1
"33428",1,0,1,10,NA,10,NA,2244,53,90610,543,0,1,125218.6015625,35,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,NA,91,0,1,1,0
"33458",0,0,1,12,4,10,1939,0,36,0,4638,2,1,18343,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"33460",0,0,1,6,10,7,1927,1200,48,26520,4718,0,1,122274.8828125,12,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"33463",0,0,1,12,NA,11,NA,1957,32,44642,498,0,0,44642,14,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,88,0,1,1,0
"33491",0,0,1,12,7,7,1930,0,44,0,1865,0,1,17680,7,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"33542",0,0,1,16,12,13,1917,2205,57,42184.48046875,2294,0,1,93500.6796875,33,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,NA,1
"33622",0,0,1,12,11,9,1948,0,26,0,3421,0,1,44752.5,3,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"33627",0,0,1,9,7,7,1929,0,45,0,1173,0,1,45433.1796875,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,NA,NA,NA,NA,NA,1
"33634",1,0,1,12,NA,12,NA,2000,56,66300,5182,1,1,66300,38,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,11,0,1,1,0
"33635",1,0,1,8,10,9,1926,2380,49,79560,4041,1,1,110500,30,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,55,0,1,1,0
"33637",0,0,1,12,12,9,1930,2000,44,35360,3020,2,1,110058,13,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,NA,1
"33644",1,0,1,14,5,12,1933,2000,42,83980,2560,2,1,84090.5,24,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,91,0,1,1,0
"33662",1,0,1,16,10,13,1942,1736,34,90610,2005,1,1,91494,14,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,92,0,1,1,0
"33669",0,NA,NA,10,NA,10,NA,0,33,0,5573,0,NA,19669,13,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"33672",0,0,1,12,11,11,1920,2000,54,22100,1452,0,1,45446.44140625,31,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,18,NA,NA,NA,NA,NA,1
"33686",0,0,1,12,5,8,1932,0,41,0,4398,1,NA,151606,9,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"33733",1,0,0,16,6,10,1926,2146,47,101660,1644,1,1,129638.6015625,26,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,71,0,1,1,0
"33759",1,0,0,7,6,8,1919,0,55,0,2680,0,1,19947.4609375,25,0.400000005960464,0,14161.6796875,14161.6796875,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,3,NA,0,0,1,0
"33765",0,0,1,NA,NA,8,NA,NA,44,NA,5681,0,NA,62136.359375,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,0
"33773",1,0,1,12,6,9,1946,2184,28,48620,3770,1,1,57460,10,0.400000005960464,0,0,0,0,0,0,0,8,NA,NA,0,0,NA,0,4,46,NA,51,0,1,1,0
"33786",1,0,1,12,11,13,1945,3000,29,39780,4905,1,1,66330.9375,11,0.600000023841858,0,0,0,0,0,0,0,12,13,39780,0,0,0,0,4,4,NA,61,0,1,1,0
"33806",1,0,1,12,3,8,1949,1430,26,14144,2709,0,0,24371.880859375,8,0.5,10227.8798828125,10227.8798828125,0,0,0,0,0,8,11,53658.80078125,0,0,0,0,1,37,NA,NA,0,0,1,0
"33845",0,0,1,5,1,6,1918,0,58,0,5270,0,1,36080.4609375,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,NA,1
"33875",1,0,1,16,3,12,1947,954,27,81770,779,1,1,81836.296875,6,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,91,0,1,1,0
"33898",1,0,1,10,4,11,1934,2448,41,30498,1155,1,1,53499.6796875,23,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,23,NA,92,0,1,1,0
"33908",1,0,1,16,9,13,1946,2340,28,66300,3066,0,1,86632,5,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,NA,51,0,1,1,0
"33909",0,0,1,12,3,8,1947,NA,28,NA,4609,2,NA,209950,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,8,8,76377.6015625,0,0,0,1,2,14,NA,NA,NA,NA,NA,0
"33920",0,0,1,12,2,10,1932,0,43,0,1510,2,1,55736.19921875,15,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"33927",0,0,1,12,2,9,1936,1837,39,NA,803,0,0,44288.3984375,NA,0.5,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,0,0,NA,0,1,37,NA,NA,NA,NA,NA,0
"33942",0,0,1,12,5,11,1916,0,59,0,4206,0,1,79560,19,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"33974",1,0,1,6,5,8,1949,2080,25,NA,1091,1,NA,32831.76171875,NA,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,0,0,NA,0,2,34,NA,NA,NA,NA,NA,0
"34002",0,0,1,8,7,8,1917,0,58,0,3880,0,1,54366,3,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"34024",1,0,1,12,6,10,1946,1960,28,67626,3906,1,1,68068,10,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,NA,51,0,1,1,0
"34025",0,0,1,12,1,13,1934,0,41,0,1044,3,1,71957.6015625,2,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,48,NA,NA,NA,NA,NA,1
"34065",1,0,1,13,NA,12,NA,3045,39,35360,4712,0,1,101218,20,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,40,NA,33,0,1,1,0
"34115",1,0,1,12,7,10,1943,2573,33,36363.33984375,5421,3,1,36363.33984375,13,0.600000023841858,0,0,0,0,0,0,0,9,8,10608,0,0,0,0,2,14,NA,61,0,1,1,0
"34118",0,0,1,12,1,9,1920,1560,55,22100,2599,0,NA,78782.078125,35,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"34133",1,0,1,5,7,11,1917,1880,58,49442.12109375,2255,0,1,73752.1171875,36,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,30,0,1,1,0
"34140",1,0,1,12,8,10,1921,1992,53,39780,3550,0,1,81770,35,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,33,0,1,1,0
"34145",1,0,1,14,5,13,1928,2064,46,38896,308,2,1,53614.6015625,25,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,87,0,1,1,0
"34155",1,0,1,13,10,11,1936,1440,37,15116.400390625,3993,0,1,57902,20,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,51,0,1,1,0
"34177",0,0,1,16,1,11,1916,1576,59,48620,1425,0,0,48620,37,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,87,0,1,1,0
"34187",1,0,1,9,5,12,1945,2029,29,33592,1130,3,1,33592,12,1.20000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,81,0,1,1,0
"34217",0,0,1,12,11,10,1933,912,41,13260,3254,2,1,48620,23,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"34219",1,0,1,11,1,8,1933,2295,42,53040,4621,4,1,69128.796875,24,1.39999997615814,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,NA,62,0,1,1,0
"34228",1,0,1,17,2,11,1940,2450,35,68952,1720,1,1,69283.5,6,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,NA,31,0,1,1,0
"34281",0,0,0,12,3,10,1950,0,25,0,5305,2,1,53040,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"34313",0,0,1,10,1,10,1937,0,38,0,2639,3,NA,40787.76171875,10,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"34314",0,0,1,5,3,9,1921,2794,54,24310,426,0,0,35713.6015625,31,0.200000002980232,0,7956,7956,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,48,NA,44,0,1,1,0
"34324",0,0,1,12,7,5,1931,0,43,0,583,3,0,38630.80078125,13,1,0,9246.6396484375,0,0,886,0,1206,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,0,0,1,0
"34351",0,1,0,8,4,5,1916,0,59,0,3113,2,0,42131.44140625,NA,0.800000011920929,0,11810.240234375,0,0,836,0,1836,NA,NA,NA,NA,NA,NA,0,3,8,NA,NA,0,0,1,0
"34400",0,0,1,12,2,8,1930,0,45,0,4602,0,1,51904.05859375,5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"34418",1,1,0,16,3,11,1920,1750,55,61880,2125,0,1,124113.6015625,30,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,NA,87,0,1,1,0
"34422",1,0,1,12,NA,9,NA,2180,25,77350,2378,1,1,77350,7,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,57,0,1,1,0
"34425",1,0,1,14,4,13,1946,3100,29,78123.5,4834,3,1,124648.421875,9,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,5,NA,62,0,1,1,0
"34427",1,0,1,17,6,11,1947,1960,27,72930,1695,1,1,77350,9,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,91,0,1,1,0
"34461",1,0,1,16,8,13,1934,2006,40,243100,5093,2,1,268117.1875,22,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,NA,86,0,1,1,0
"34502",0,0,0,17,10,12,1936,0,38,0,1014,3,1,335005.0625,4,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,NA,1
"34504",1,0,1,9,NA,10,NA,2072,39,53040,1861,2,1,64532,21,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,51,0,1,1,0
"34546",0,NA,NA,12,NA,11,NA,1760,58,19890,4574,0,NA,64974,26,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"34679",1,1,0,12,10,7,1941,1920,34,35360,1102,6,1,36102.55859375,16,1.29999995231628,742.559997558594,4667.52001953125,0,0,888,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,31,0,1,1,0
"34687",1,0,1,12,NA,10,NA,1910,39,66300,3571,2,1,82654,21,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,2,92,0,1,1,0
"34703",0,0,1,14,11,12,1915,2100,59,24310,3902,0,NA,68510,21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,1
"34707",0,0,1,12,3,11,1947,0,28,0,1555,2,1,55029,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,26,NA,NA,NA,NA,NA,1
"34708",1,0,1,17,1,11,1948,2799,27,37123.578125,2369,0,1,112047,9,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,NA,88,0,1,1,0
