"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","hhdens","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_al","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","med15","occ","study","works","head","wife"
"65751",1,1,0,5,5,7,1930,2450,43,57460,2993,3,1,120666,26,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,1,61,0,1,1,0
"65796",1,0,1,16,5,9,1934,2351,40,59670,1303,4,1,87958,22,1.20000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,62,0,1,1,0
"65797",1,0,1,16,3,12,1923,2070,52,229840,3999,0,1,229840,34,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,44,0,1,1,0
"65827",0,0,1,12,1,12,1928,0,47,0,4108,0,1,54012.3984375,5,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"65858",0,1,0,12,9,7,1940,1600,35,21216,2799,2,1,62410.3984375,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"65873",0,0,1,12,6,11,1928,0,46,0,4418,2,1,79670.5,10,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"65896",0,0,1,14,12,12,1949,640,25,7956,1935,2,1,39572.26171875,4,1,NA,NA,NA,NA,NA,NA,NA,16,12,27735.5,0,0,0,0,2,34,NA,NA,NA,NA,NA,1
"65922",1,0,1,17,11,10,1943,2400,31,47691.80078125,1302,4,1,47926.05859375,12,0.899999976158142,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,71,0,1,1,0
"65953",1,0,1,14,6,13,1947,3367,27,68510,1987,0,0,70720,7,0.200000002980232,0,0,0,0,0,0,0,14,14,26741,35360,0,0,0,2,12,NA,40,0,1,1,0
"65955",0,0,1,7,5,10,1926,0,48,0,634,0,NA,32398.599609375,24,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,NA,NA,NA,NA,NA,1
"65960",0,0,1,12,4,10,1941,0,33,0,3609,3,1,30940,3,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"66021",0,0,1,14,11,11,1948,500,26,4420,1695,1,1,77350,8,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"66067",0,0,1,NA,NA,10,NA,1320,26,NA,2536,4,NA,190625.765625,NA,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,9,7,93262,0,0,0,0,3,41,NA,NA,NA,NA,NA,0
"66086",0,0,1,13,4,12,1946,0,29,0,202,1,1,137020,5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"66116",0,0,1,12,5,9,1949,960,25,NA,345,0,0,68068,NA,0.5,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,0,0,NA,0,1,31,NA,NA,NA,NA,NA,0
"66132",1,1,0,6,1,9,1917,2080,59,16972.80078125,5223,2,1,16972.80078125,39,0.800000011920929,0,5304,0,0,1200,0,0,NA,NA,NA,NA,NA,NA,0,3,1,NA,92,0,1,1,0
"66142",1,0,1,NA,NA,10,NA,1300,27,NA,1620,2,NA,69040.3984375,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,0,0
"66164",0,0,1,12,8,11,1920,2580,54,27050.400390625,103,0,0,27138.80078125,21,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,87,0,1,1,0
"66244",0,0,1,14,2,13,1946,240,29,2210,4907,2,1,57018,6,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"66245",0,0,1,12,1,11,1949,2184,26,31903.560546875,2894,1,1,171226.375,8,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,12,12,29172,5304,0,0,0,4,11,NA,NA,NA,NA,NA,1
"66261",0,0,1,1,10,10,1914,0,60,0,2939,0,0,33821.83984375,NA,0.5,0,1697.28002929688,0,0,384,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,0,0,1,0
"66275",0,0,1,16,4,11,1923,0,51,0,271,0,NA,101660,23,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"66290",1,0,1,17,1,10,1948,2730,27,88400,387,0,1,89460.796875,9,0.699999988079071,0,0,0,0,0,0,0,NA,9,61880,NA,NA,0,0,3,16,NA,61,0,1,1,0
"66313",0,0,1,14,12,10,1950,416,25,5304,3069,2,1,54587,1,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,12,12,27779.69921875,0,0,0,0,2,26,NA,NA,NA,NA,NA,1
"66314",0,0,1,12,3,13,1917,0,57,0,399,0,NA,33874.87890625,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,1
"66323",0,0,1,7,9,9,1944,0,30,0,3635,3,NA,33150,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"66352",1,0,1,12,12,1,1949,NA,25,NA,2634,0,NA,93036.578125,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,16,NA,NA,NA,NA,NA,0
"66390",1,0,1,16,NA,10,NA,1988,37,69836,3259,4,1,71162,19,1.20000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,31,0,1,1,0
"66466",0,0,1,11,4,9,1924,380,50,1591.19995117188,862,0,1,82989.921875,13,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,10,NA,NA,NA,NA,NA,1
"66471",1,0,1,16,12,12,1944,2205,30,58786,1430,2,1,58786,11,0.800000011920929,0,0,0,0,0,0,0,12,10,1768,0,0,0,0,4,46,NA,86,0,1,1,0
"66473",0,0,1,12,8,9,1931,0,44,0,4220,1,1,53040,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"66481",0,0,1,12,10,12,1934,480,40,5304,930,2,1,73036.078125,6,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"66491",1,0,1,12,11,12,1944,1960,30,NA,37,0,0,67847,NA,0.5,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,27404,0,NA,0,1,6,NA,NA,NA,NA,NA,0
"66514",1,0,1,15,9,11,1928,2090,45,121550,2756,2,1,121550,28,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,85,0,1,1,0
"66541",0,0,1,6,9,8,1936,0,39,0,2794,2,NA,37570,6,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"66564",1,0,1,8,1,9,1917,1880,58,61769.5,2164,0,1,87193.34375,38,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,NA,55,0,1,1,0
"66574",1,0,1,12,5,9,1914,2064,60,35625.19921875,1366,1,1,35625.19921875,42,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,NA,86,0,1,1,0
"66577",0,0,1,15,NA,12,NA,2000,42,44200,2836,2,NA,88400,9,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,NA,NA,NA,NA,NA,1
"66590",0,0,1,12,4,9,1949,1400,26,30940,4433,2,1,84245.203125,8,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"66593",1,0,1,8,9,9,1922,2040,52,46410,1711,1,1,77350,34,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,33,0,1,1,0
"66642",0,0,1,16,5,11,1930,3008,44,39780,3625,2,0,65283.3984375,8,0.400000005960464,0,0,0,0,0,17680,0,NA,NA,NA,NA,NA,NA,0,1,6,NA,57,0,1,1,0
"66672",0,0,1,8,11,8,1930,828,44,3659.76000976562,2660,3,1,60231.33984375,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,43,NA,NA,NA,NA,NA,1
"66694",1,0,1,12,2,11,1946,1720,29,48620,3142,0,1,97240,11,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,69,0,1,1,0
"66697",0,NA,NA,6,NA,5,NA,0,57,0,2541,0,NA,33123.48046875,NA,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,NA,1
"66732",0,0,1,14,9,8,1946,243,29,1878.5,1841,2,1,41282.80078125,2,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,NA,1
"66736",0,0,1,9,5,10,1921,912,54,9282,460,0,1,122460.5234375,5,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,NA,1
"66740",0,0,1,12,5,9,1941,1920,33,39338,3002,3,NA,111030.3984375,13,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,1237.59997558594,0,NA,0,2,21,NA,NA,NA,NA,NA,1
"66749",1,0,1,16,12,11,1948,1960,26,46410,5150,0,1,73593,8,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,57,0,1,1,0
"66754",0,0,1,12,8,9,1918,0,56,0,1112,0,1,119340,6,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,NA,1
"66762",1,0,1,7,5,9,1939,2300,36,33150,3635,3,1,33150,17,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,61,0,1,1,0
"66817",1,0,1,3,NA,10,NA,1920,40,30940,4536,4,1,76863.796875,21,1.20000004768372,0,24875.759765625,24875.759765625,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,30,0,1,1,0
"66841",0,0,1,12,3,11,1924,0,51,0,3425,0,1,85429.7578125,32,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"66846",0,1,0,6,3,9,1941,2000,34,24310,5180,1,NA,44200,3,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"66925",0,0,1,17,9,11,1949,1800,25,35360,1270,2,1,70720,7,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"66926",0,0,1,8,7,9,1916,0,58,0,3056,1,NA,174483.921875,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,NA,1
"66930",0,0,1,13,3,9,1942,120,32,1060.80004882812,4819,3,NA,93810.078125,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"66932",1,0,1,12,7,9,1936,2010,38,66300,4758,3,1,66300,20,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,55,0,1,1,0
"66939",0,0,1,17,1,12,1948,0,27,0,3085,1,1,55488.6796875,4,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"66968",1,0,1,14,NA,12,NA,1720,26,37128,750,0,1,65504.3984375,7,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,81,0,1,1,0
"66981",1,0,1,16,3,11,1922,2323,53,154700,2118,5,1,169842.921875,33,0.899999976158142,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,6,NA,31,0,1,1,0
"66988",0,0,1,12,2,10,1918,182,58,2417.73999023438,3649,2,1,70720,8,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,NA,1
"66989",0,0,1,12,11,9,1939,672,35,6696.2998046875,266,2,0,24349.779296875,15,0.5,0,17503.19921875,0,13896.48046875,816,3315,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,0,0,1,0
"67002",1,0,1,12,5,10,1927,1710,47,22488.9609375,3591,0,1,41755.73828125,29,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,NA,42,0,1,1,0
"67052",1,0,1,16,8,10,1945,2510,29,56377.1015625,134,0,1,161330,12,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,NA,71,0,1,1,0
"67064",1,0,1,16,NA,13,NA,2470,49,137020,1406,2,1,140556,18,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,62,0,1,1,0
"67090",0,0,1,11,2,11,1944,NA,29,NA,1477,0,0,108732,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,12,12,78676,0,0,0,1,1,20,NA,NA,NA,NA,NA,0
"67123",0,0,1,15,1,9,1930,2000,45,48620,472,2,NA,127251.796875,9,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"67133",0,0,1,12,3,10,1930,1200,46,15028,4211,3,1,81107,13,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"67136",1,0,1,12,5,9,1931,2396,44,75140,5466,1,1,119340,21,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,NA,40,0,1,1,0
"67137",1,0,1,16,11,10,1921,1908,53,45892.859375,362,2,1,108785.0390625,34,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,2,40,0,1,1,0
"67190",1,0,1,12,8,9,1929,2500,46,128180,255,1,1,179010,26,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,69,0,1,1,0
"67229",1,0,1,17,7,10,1949,NA,25,NA,1343,0,0,85085,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,12,12,43753.578125,41331.421875,0,0,1,3,16,NA,NA,NA,NA,NA,0
"67242",1,0,1,17,5,11,1927,2827,47,154700,3981,2,1,159120,30,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,NA,88,0,1,1,0
"67243",0,NA,NA,12,NA,9,NA,1960,33,34476,3441,1,NA,88041.9765625,14,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"67262",1,0,1,9,6,10,1941,2205,33,NA,47,0,NA,61614.80078125,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,0,0,NA,0,1,31,NA,NA,NA,NA,NA,0
"67283",0,0,1,17,9,12,1949,1895,25,44200,2760,0,0,44200,8,0.200000002980232,0,0,0,0,0,0,0,15,15,88400,0,0,0,0,2,21,NA,87,0,1,1,0
"67331",0,0,1,12,2,10,1934,60,41,3094,382,1,NA,166634,11,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,NA,NA,NA,NA,NA,1
"67388",1,0,1,14,5,9,1931,2018,43,72930,3020,2,1,110058,22,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,4,NA,0,1,1,0
"67404",0,0,1,12,11,11,1923,2000,51,50418.94140625,1154,0,NA,113602.84375,23,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4,27,NA,NA,NA,NA,NA,1
"67412",0,0,1,14,7,10,1938,1960,36,NA,1721,0,NA,52509.6015625,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,5657.60009765625,0,NA,0,1,20,NA,NA,NA,NA,NA,0
"67419",0,0,1,13,8,9,1938,1960,36,29614,669,2,0,38807.6015625,17,0.600000023841858,0,4773.60009765625,4773.60009765625,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,35,NA,86,0,1,1,0
"67422",1,0,1,13,7,11,1923,2450,51,121550,5428,1,1,179010,33,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,11,0,1,1,0
"67428",1,0,1,16,3,9,1950,2097,25,27846,2314,1,1,28628.33984375,7,0.699999988079071,782.340026855469,782.340026855469,0,0,0,0,0,12,11,57460,11050,0,0,0,2,40,4,51,0,1,1,0
"67431",1,0,1,14,NA,12,NA,2352,50,53040,749,0,0,65972.921875,32,0.300000011920929,556.919982910156,556.919982910156,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,81,0,1,1,0
"67472",0,0,1,12,4,10,1931,1200,43,35360,3271,4,1,276250,8,1.60000002384186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,50,NA,NA,NA,NA,NA,1
"67519",0,0,1,12,4,10,1943,1880,31,22100,1005,3,1,41291.640625,11,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"67525",0,0,1,17,6,10,1947,1610,27,59670,134,0,1,161330,9,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,NA,NA,NA,NA,NA,1
"67529",0,0,1,14,10,9,1943,700,31,8840,5689,3,1,78676,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"67567",1,0,1,8,11,10,1932,2160,58,68289,3649,2,1,70720,50,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,NA,32,0,1,1,0
"67581",0,NA,NA,12,NA,9,NA,1960,32,35360,2651,2,NA,94146,11,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"67582",1,0,1,17,9,10,1944,1515,30,57460,3106,0,1,119340,12,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,87,0,1,1,0
"67594",0,0,1,12,1,10,1949,2000,26,NA,5398,0,0,148512,NA,0.5,NA,NA,NA,NA,NA,NA,NA,10,12,57460,30940,0,0,0,1,37,NA,NA,NA,NA,NA,0
"67606",0,0,1,12,5,10,1918,990,57,15470,1584,0,NA,73902.3984375,16,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,4,4,NA,NA,NA,NA,NA,1
"67614",0,0,1,10,6,9,1940,1920,34,20385.0390625,2572,0,1,70472.4765625,13,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,35,NA,NA,NA,NA,NA,1
"67622",1,0,1,10,7,10,1924,1732,50,53040,2306,1,1,110721,32,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,40,NA,40,0,1,1,0
"67647",0,NA,NA,8,NA,12,NA,1200,44,15470,3845,0,NA,70720,8,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,1
"67651",0,0,1,15,8,9,1941,2463,33,29614,2817,0,1,30056,12,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,2,71,0,1,1,0
"67678",0,0,1,10,4,10,1919,0,56,0,5143,0,0,1060.80004882812,10,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,2,NA,0,0,1,0
"67720",0,0,1,11,8,7,1916,0,59,0,2189,0,0,21003.83984375,34,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,1,NA,0,0,1,0
"67739",0,1,0,11,3,5,1947,2040,28,8840,4537,1,0,8840,5,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,83,0,1,1,0
"67780",1,0,1,12,NA,9,NA,1880,39,71692.3984375,3002,3,1,111030.3984375,21,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,3,44,0,1,1,0
"67809",1,0,1,12,8,9,1927,2024,47,59670,5577,0,1,171054,29,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,1,92,0,1,1,0
"67840",1,0,1,8,10,11,1926,2293,49,70720,2627,0,1,78676,30,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,31,0,1,1,0
"67897",1,0,1,12,9,9,1950,3540,25,64090,5065,0,0,76908,6,0.200000002980232,0,0,0,0,0,0,0,12,12,26520,39780,0,0,0,2,48,NA,51,0,1,1,0
"67908",1,1,0,12,1,5,1950,NA,25,NA,1101,0,NA,15646.7998046875,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,0,0,NA,1,3,3,NA,NA,NA,NA,NA,0
"67919",1,0,1,12,NA,7,NA,1760,25,66300,2532,0,1,70640.4375,7,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,81,0,1,1,0
"67924",1,0,1,12,NA,0,NA,1212,46,39780,1172,3,1,95693,28,0.699999988079071,7293,7293,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,0,0,1,0
"67928",0,0,1,12,11,8,1943,0,32,0,5443,1,1,77438.3984375,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"67945",1,0,1,11,NA,10,NA,2200,60,10417.9404296875,3713,0,1,70450.3828125,42,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,11,0,1,1,0
"67968",0,NA,NA,NA,NA,10,NA,1040,46,NA,3037,0,NA,84201,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,27,NA,NA,NA,NA,NA,0
"67975",1,0,1,13,7,12,1941,2165,33,110500,1342,1,1,142324,15,0.400000005960464,0,0,0,0,0,0,0,12,8,45968,0,0,0,0,3,3,NA,51,0,1,1,0
"68019",1,0,1,10,3,11,1942,1400,33,17680,4577,0,0,17680,12,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,0,0,1,0
"68039",0,1,0,8,1,10,1931,0,44,0,5381,3,1,55541.71875,NA,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"68042",0,0,1,13,4,10,1927,3067,47,19306.560546875,386,1,0,35218.55859375,11,0.200000002980232,0,16018.080078125,0,0,24,0,3600,NA,NA,NA,NA,NA,NA,0,4,5,NA,86,0,1,1,0
"68051",0,0,1,13,11,13,1949,1548,25,17680,1010,2,NA,48597.8984375,7,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,5,NA,NA,NA,NA,NA,1
"68072",1,1,0,12,1,10,1929,1904,46,46410,15,2,1,78658.3203125,29,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,19,NA,86,0,1,1,0
"68081",0,0,1,8,6,7,1914,1930,60,34741.19921875,228,0,0,34741.19921875,36,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,86,0,1,1,0
"68091",0,0,1,12,2,11,1949,1818,26,38012,4098,2,0,55117.3984375,3,0.5,0,0,0,0,0,6630,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,31,0,1,1,0
"68097",1,0,1,12,6,9,1948,1920,27,NA,1711,1,0,77350,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,11,5,46410,0,0,0,0,3,45,NA,NA,NA,NA,NA,0
"68099",1,0,1,12,NA,10,NA,1970,53,107494.3984375,1915,0,1,134014.40625,34,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,84,0,1,1,0
"68109",1,0,1,12,NA,7,NA,181,30,2612.21997070312,4653,5,1,16354,11,1.20000004768372,0,18033.599609375,0,0,1680,0,2400,NA,NA,NA,NA,NA,NA,0,2,40,NA,11,0,1,1,0
"68116",0,0,1,12,7,11,1948,0,26,0,2698,2,1,73526.703125,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,NA,1
"68129",1,0,1,12,7,11,1938,2112,37,50626.6796875,78,2,1,100086.4765625,19,0.699999988079071,2121.60009765625,2121.60009765625,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,61,0,1,1,0
"68156",0,0,1,11,10,11,1924,1900,50,26520,252,1,1,98552.7421875,10,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"68162",1,0,1,12,9,10,1940,2192,34,32708,3551,0,1,59404.80078125,16,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,33,0,1,1,0
"68223",0,0,1,15,5,13,1943,650,31,17680,3390,3,1,194480,5,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"68247",1,0,1,8,9,11,1922,2839,53,87476.21875,198,0,1,169728,35,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,11,0,1,1,0
"68255",1,0,1,16,5,10,1926,1785,48,154700,2800,1,1,194922,24,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,21,0,1,1,0
"68267",0,0,1,12,2,9,1920,0,55,0,4420,0,1,194480,7,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"68274",1,0,1,15,10,8,1946,2000,28,24641.5,1590,1,1,24641.5,5,0.699999988079071,0,0,0,0,0,0,0,1,10,0,0,0,0,0,3,23,NA,11,0,1,1,0
"68301",0,0,1,NA,NA,10,NA,NA,28,NA,2408,2,NA,194524.203125,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,0
