"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","birthstate","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","hhdens","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_al","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","med15","occ","study","works","head","wife"
"61435",0,0,1,17,11,12,1933,NA,0,35,0,3405,3,1,130536,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"61475",0,0,1,6,7,7,1912,NA,0,58,0,605,0,0,63798,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,0,0,1,0
"61488",0,NA,NA,12,NA,11,NA,NA,780,35,4586.39990234375,2803,2,NA,58782.359375,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"61533",1,0,1,14,10,10,1928,NA,1962,42,47040,2668,0,1,93650.7578125,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,41,0,1,1,0
"61545",0,0,1,12,2,9,1932,NA,2000,39,27342,2753,4,1,90846,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"61612",1,0,1,12,7,11,1912,NA,1928,58,102312,2855,2,1,139356,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,32,0,1,1,0
"61619",1,0,1,4,NA,5,NA,NA,1800,50,32034.240234375,939,0,1,32916.23828125,0.400000005960464,882,882,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,4,30,0,1,1,0
"61621",0,0,1,16,8,11,1934,NA,1170,36,29988,4642,3,1,79956.2421875,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,NA,1
"61625",0,0,1,12,12,13,1924,NA,2371,46,33245.51953125,4167,0,0,33245.51953125,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,51,0,1,1,0
"61663",0,1,0,10,8,12,1928,NA,1056,42,13524,1943,0,1,101959.203125,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"61665",0,NA,NA,14,NA,9,NA,NA,0,56,0,3734,0,NA,24843,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,39,NA,NA,NA,NA,NA,1
"61670",0,0,1,12,7,9,1919,NA,2156,51,37514.3984375,1769,1,1,111672.9609375,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"61685",1,0,1,16,10,11,1945,NA,1170,25,8232,777,0,1,73111.921875,0.699999988079071,10548.7197265625,10548.7197265625,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,44,NA,51,0,1,1,0
"61688",1,0,1,8,5,10,1923,NA,2080,47,32575.19921875,3937,1,1,52920,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,11,0,1,1,0
"61697",1,0,1,16,5,12,1940,NA,3270,31,91933.796875,1,1,1,164640,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,62,0,1,1,0
"61704",0,1,0,10,5,0,1926,NA,320,43,2704.80004882812,794,3,0,52931.76171875,0.699999988079071,0,10654.5595703125,5785.919921875,0,828,0,0,NA,NA,NA,NA,NA,NA,0,2,34,1,62,0,1,1,0
"61717",0,0,1,12,NA,11,NA,NA,NA,46,NA,69,0,NA,17251.919921875,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,NA,0
"61752",1,0,1,6,NA,8,NA,NA,3360,52,17022.599609375,20,0,1,35474.0390625,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,4,61,0,1,1,0
"61814",1,0,1,12,5,9,1936,NA,4212,34,105840,1461,4,1,109956,0.899999976158142,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,NA,81,0,1,1,0
"61823",0,0,1,12,11,7,1927,NA,35,43,317.519989013672,2687,3,1,24108,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"61824",0,1,0,14,7,12,1940,NA,1480,31,5397.83984375,4321,6,NA,89481.84375,1.10000002384186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,39,NA,NA,NA,NA,NA,1
"61840",0,0,1,12,9,12,1927,NA,1825,43,20580,1512,1,1,67549.4375,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,1
"61867",1,0,1,16,6,12,1928,NA,1904,43,147452.765625,2212,4,1,161946.953125,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,33,0,1,1,0
"61921",0,0,1,13,11,5,1922,NA,429,48,6156.35986328125,4264,0,1,80714.7578125,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,36,NA,NA,NA,NA,NA,1
"61922",0,0,1,12,1,9,1921,NA,2080,50,25401.599609375,1642,0,1,60240.6015625,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"61994",1,0,1,16,8,12,1944,NA,2500,26,55860,3049,0,1,55860,0.5,0,0,0,0,0,0,0,12,NA,48804,41454,0,0,0,3,35,NA,21,0,1,1,0
"62022",0,0,1,12,8,8,1926,NA,1960,45,41160,4342,1,1,106704.359375,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,10,NA,NA,NA,NA,NA,1
"62034",0,0,1,14,9,12,1919,NA,2448,52,50556.23828125,135,0,1,119904.9609375,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"62041",0,0,1,12,7,11,1930,NA,2040,41,20580,942,3,1,65562,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"62108",1,0,0,15,9,8,1942,NA,2875,28,61740,2504,2,1,64092,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,61,0,1,1,0
"62112",1,0,1,12,2,11,1927,NA,2475,44,61740,3305,2,1,73500,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,34,0,1,1,0
"62130",0,0,1,16,2,11,1946,NA,1040,25,7056,405,0,1,110732.15625,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,12,NA,63133.55859375,0,0,0,0,4,46,NA,NA,NA,NA,NA,1
"62133",1,0,1,12,12,8,1940,NA,1980,30,47040,218,1,1,47628,1.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,49,0,1,1,0
"62151",1,0,1,NA,NA,11,NA,NA,1470,54,99960,2251,1,1,148764,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,82,0,1,1,0
"62158",0,0,1,16,3,11,1930,NA,1000,41,28224,4754,3,1,126420,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"62182",0,0,1,7,10,5,1919,NA,0,50,0,3847,1,1,59682,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"62253",1,1,0,10,6,12,1926,NA,2624,44,41160,4478,1,1,78792,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,87,0,1,1,0
"62262",1,0,1,14,1,11,1925,NA,2246,46,64680,2934,0,1,149299.078125,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,86,0,1,1,0
"62288",0,0,1,12,3,11,1925,NA,0,46,0,1836,2,1,59388,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,18,NA,NA,NA,NA,NA,1
"62318",0,1,0,8,NA,NA,NA,NA,1384,27,27048,3602,1,0,27048,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,81,0,1,1,0
"62327",0,0,1,17,6,11,1937,NA,0,33,0,2966,4,1,20580,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,NA,1
"62333",0,0,1,17,8,11,1921,NA,520,49,14112,1125,1,1,135240,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,NA,1
"62359",1,0,1,NA,NA,3,NA,NA,NA,43,NA,624,0,NA,4727.52001953125,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,NA,0
"62374",1,0,1,8,NA,9,NA,NA,NA,53,NA,1973,0,NA,144012.953125,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,0,NA
"62380",1,0,1,17,8,10,1915,NA,3120,55,41160,4280,1,1,65856,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,NA,88,0,1,1,0
"62431",0,0,1,14,7,8,1944,NA,0,26,0,2504,2,1,64092,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"62439",0,0,1,12,7,10,1928,NA,0,42,0,1372,4,1,69237,1.60000002384186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"62463",0,0,1,11,11,10,1930,NA,0,39,0,4420,3,NA,79380,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,NA,1
"62512",0,0,1,16,5,9,1929,NA,1960,42,47040,3220,2,1,97631.5234375,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"62519",0,NA,NA,10,NA,8,NA,NA,640,36,11760,3778,2,NA,62916,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"62522",0,0,1,12,4,10,1941,NA,80,30,0,3631,3,1,55860,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"62530",1,0,1,12,8,10,1943,NA,3686,28,34315.6796875,1093,1,1,51626.3984375,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,61,0,1,1,0
"62570",0,0,1,12,9,9,1930,NA,128,41,3528,1781,0,1,58858.80078125,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,1
"62599",0,0,1,12,12,9,1923,NA,0,48,0,237,1,1,70560,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"62623",1,0,1,12,6,11,1931,NA,2356,39,69972,1178,4,1,76939.796875,0.899999976158142,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,56,0,1,1,0
"62644",0,0,1,12,2,12,1944,NA,0,27,0,4009,2,1,65268,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"62674",0,0,1,8,NA,11,NA,NA,0,59,0,680,0,0,646.799987792969,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,3,NA,0,0,1,0
"62685",0,0,1,8,12,11,1916,NA,0,54,0,339,0,1,13353.48046875,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"62686",0,0,1,9,11,10,1943,NA,0,27,0,1142,3,NA,60258.23828125,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,NA,NA,NA,NA,NA,1
"62702",0,0,1,16,8,9,1919,NA,2080,50,56448,3899,1,NA,117247.203125,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,NA,1
"62715",1,0,1,12,9,8,1925,NA,1568,45,47628,1561,2,1,67620,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,32,0,1,1,0
"62757",0,1,0,9,10,6,1914,NA,480,56,3857.28002929688,1166,0,1,14200.2001953125,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,NA,NA,NA,NA,NA,1
"62771",1,0,1,14,6,10,1925,NA,2000,46,50597.3984375,3219,0,1,50597.3984375,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,3,81,0,1,1,0
"62779",1,0,1,7,NA,10,NA,NA,2000,53,55860,3863,1,1,55860,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,21,0,1,1,0
"62802",1,0,1,8,2,11,1926,NA,4784,45,88200,4606,3,1,88788,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,51,0,1,1,0
"62810",1,1,0,11,NA,9,NA,NA,1440,30,29400,3418,0,0,55860,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,NA,40,0,1,1,0
"62814",1,0,1,12,10,10,1942,NA,2805,28,76440,1368,2,1,76440,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,30,0,1,1,0
"62846",0,NA,NA,7,NA,5,NA,NA,0,47,0,4353,0,NA,44864.3984375,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"62925",0,0,1,NA,NA,6,NA,NA,1500,27,NA,1020,3,NA,73106.0390625,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,0
"62936",0,0,1,12,8,10,1917,NA,0,52,0,618,0,1,57112.44140625,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"62961",1,0,0,9,NA,7,NA,NA,2080,30,29094.240234375,167,0,1,43206.23828125,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,0,0,1,0
"63012",0,0,1,16,4,11,1912,NA,1680,59,41160,4253,0,0,47863.19921875,0.100000001490116,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,NA,87,0,1,1,0
"63025",0,0,1,16,7,12,1927,NA,1290,43,43512,1976,1,1,160994.40625,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"63049",0,1,0,12,1,9,1931,NA,280,37,1528.80004882812,3968,1,1,41512.80078125,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,NA,NA,NA,NA,NA,1
"63079",0,NA,NA,9,NA,7,NA,NA,0,45,0,2187,6,NA,79027.203125,1.79999995231628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"63082",1,0,1,12,NA,8,NA,NA,2406,25,38984.3984375,2148,2,1,54272.3984375,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,23,NA,81,0,1,1,0
"63105",0,0,1,14,5,10,1921,NA,1819,50,77616,4339,1,1,187201.5625,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"63153",1,0,1,12,11,10,1933,NA,2975,37,37044,1785,4,1,37044,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,40,0,1,1,0
"63154",0,0,1,12,12,10,1917,NA,2000,53,28224,4666,0,1,71442,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,43,NA,NA,NA,NA,NA,1
"63176",0,0,1,13,2,10,1927,NA,1440,44,12936,754,1,1,93639,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,40,NA,NA,NA,NA,NA,1
"63258",0,0,1,14,7,12,1941,NA,540,29,7056,1371,2,1,93462.6015625,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"63308",1,0,1,7,4,9,1935,NA,2295,35,58800,1339,0,1,60564,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,35,NA,30,0,1,1,0
"63330",1,0,1,12,6,9,1936,NA,2000,34,NA,3527,0,NA,15299.759765625,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,4,4,NA,NA,NA,NA,NA,0
"63340",0,0,1,17,7,11,1920,NA,2035,50,60564,2398,0,1,94668,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"63370",1,0,1,10,3,9,1928,NA,2040,42,49156.80078125,925,2,1,67384.796875,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,40,0,1,1,0
"63386",1,0,1,12,2,8,1941,NA,1984,30,42688.80078125,3664,2,1,47392.80078125,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,44,0,1,1,0
"63387",1,0,1,12,10,7,1929,NA,2500,41,71736,4469,0,1,71736,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,51,0,1,1,0
"63399",0,0,1,11,10,11,1936,NA,0,34,0,466,1,1,46522.55859375,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"63429",1,0,1,12,7,12,1939,NA,1932,31,42336,867,2,1,56154,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,NA,85,0,1,1,0
"63465",0,0,1,11,5,10,1934,NA,1760,36,27988.80078125,3328,3,1,110896.796875,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,NA,1
"63477",0,0,1,12,5,9,1939,NA,0,31,0,2840,3,1,79644.6015625,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,39,NA,NA,NA,NA,NA,1
"63506",1,0,1,8,9,9,1944,NA,2845,26,43676.640625,1706,1,1,43676.640625,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,40,0,1,1,0
"63538",1,0,1,12,1,11,1914,NA,2205,57,30417.240234375,4555,2,1,54472.3203125,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,4,30,0,1,1,0
"63541",0,NA,NA,14,NA,10,NA,NA,0,43,0,343,4,NA,42336,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"63564",1,1,0,4,NA,5,NA,NA,1960,59,44405.76171875,4617,3,1,65573.7578125,0.899999976158142,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,8,NA,86,0,1,1,0
"63567",0,0,1,12,6,9,1938,NA,240,32,882,4430,4,1,28400.400390625,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"63600",0,0,1,12,11,10,1913,NA,2250,56,38220,2768,0,0,38220,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,86,0,1,1,0
"63604",0,0,1,10,8,9,1911,NA,1313,59,11712.9599609375,270,0,NA,16258.2001953125,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,1
"63618",1,0,1,12,5,9,1930,NA,NA,40,NA,2773,0,NA,41653.921875,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,20,NA,NA,NA,NA,NA,0
"63620",1,0,1,12,3,11,1932,NA,2156,38,71265.6015625,588,3,1,76692.84375,0.800000011920929,0,3528,3528,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,32,0,1,1,0
"63652",0,0,1,12,2,11,1941,NA,1020,30,5292,3887,3,1,70295.3984375,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"63721",0,1,0,11,2,7,1930,NA,0,40,0,1549,1,NA,20286,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,NA,1
"63725",0,0,1,13,4,9,1911,NA,1837,60,52920,3992,0,0,58800,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,71,0,1,1,0
"63789",1,0,1,10,NA,10,NA,NA,1950,44,61740,3228,1,1,75969.6015625,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,44,0,1,1,0
"63811",1,0,1,6,9,9,1915,NA,2472,55,95467.6796875,379,3,1,180986.40625,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,11,0,1,1,0
"63821",0,0,1,12,6,11,1925,NA,2058,45,29400,3861,1,1,132441.125,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,NA,NA,NA,NA,NA,1
"63855",1,0,1,12,11,13,1938,NA,2000,32,35280,1015,0,1,58800,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,33,0,1,1,0
"63870",0,0,1,NA,NA,6,NA,NA,NA,35,NA,1728,2,NA,44946.71875,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,0
"63913",0,NA,NA,8,NA,7,NA,NA,0,47,0,899,0,NA,18427.919921875,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"63922",0,0,1,14,1,10,1932,NA,0,39,0,1696,3,1,117600,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"63943",0,0,1,12,2,10,1935,NA,2000,35,38314.078125,750,2,1,83184.359375,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"63961",0,0,0,8,10,9,1915,NA,1200,55,14270.759765625,2139,0,0,14270.759765625,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,4,61,0,1,1,0
"63965",0,0,0,11,12,6,1911,NA,1040,60,27636,306,0,0,34268.640625,0.200000002980232,0,5862.35986328125,5750.64013671875,0,19,0,0,NA,NA,NA,NA,NA,NA,0,4,4,4,NA,0,0,1,0
"63980",1,0,1,12,8,8,1944,NA,2450,26,58711.80078125,2658,0,1,97613.8828125,0.5,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,3,42,NA,33,0,1,1,0
"63999",0,0,1,14,7,12,1928,NA,2000,42,26460,395,2,1,97020,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"64096",0,0,1,14,11,11,1933,NA,0,38,0,1737,4,1,97020,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"64097",1,0,1,16,6,10,1932,NA,988,39,55566,1127,0,1,75369.84375,0.200000002980232,10043.0400390625,10043.0400390625,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,NA,55,0,1,1,0
"64106",0,0,1,12,12,11,1933,NA,0,36,0,4377,6,1,159936,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,1
"64150",0,0,1,16,8,12,1922,NA,832,48,18757.19921875,324,2,1,111937.5625,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"64159",1,0,1,NA,NA,10,NA,NA,NA,43,NA,233,0,NA,53002.3203125,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,0
"64181",0,0,1,6,8,10,1913,NA,1270,57,15876,2971,1,0,29188.3203125,0.400000005960464,0,10489.919921875,10489.919921875,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,61,0,1,1,0
"64185",0,0,1,12,11,12,1912,NA,0,58,0,4008,1,1,82320,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"64208",1,0,0,12,10,11,1943,NA,2196,27,45570,4052,1,1,69531,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,NA,61,0,1,1,0
"64235",0,0,1,7,9,9,1915,NA,0,51,0,1914,0,NA,87076.921875,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"64238",1,0,1,16,3,10,1945,NA,2345,26,51156,1880,2,1,52067.3984375,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,92,0,1,1,0
"64277",1,0,1,12,7,12,1945,NA,2234,26,53261.0390625,3549,2,1,53408.0390625,0.600000023841858,0,0,0,0,0,0,0,12,8,39560.640625,0,0,0,0,2,14,NA,40,0,1,1,0
"64283",0,0,1,12,5,9,1915,NA,0,55,0,2560,0,NA,77616,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,NA,NA,NA,NA,NA,1
"64310",0,0,1,8,10,9,1923,NA,0,47,0,73,0,NA,69525.1171875,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
