"birthyear","birthmonth","f_id","black","white","id","male","h_sentscore1972","birthstate","inc_labor","hours","edu","hhchildren","married","fam_inc","works","age","state","f_edu","m_edu","f_inc_labor","m_inc_labor","region","state","study","head","wife"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,5,NA,0,1,7472002,1,NA,9,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1946,8,NA,0,0,2895175,1,10,13,NA,NA,NA,0,NA,31546.080078125,NA,NA,13,NA,NA,NA,NA,2,13,NA,NA,NA
1959,7,NA,1,0,6232009,0,8,42,NA,NA,NA,6,0,52668,NA,8,42,NA,9,NA,NA,3,42,NA,0,0
1961,3,NA,0,1,835173,0,9,34,NA,NA,NA,4,NA,87497.28125,NA,NA,34,NA,NA,NA,NA,2,34,NA,NA,NA
1966,4,NA,1,0,1833170,0,8,42,NA,NA,NA,2,NA,59938.921875,NA,NA,42,NA,NA,NA,NA,3,42,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1958,12,1591001,0,1,1591005,1,11,34,NA,NA,NA,5,NA,116013.2421875,NA,9,34,15,12,112860,0,2,34,NA,0,0
1917,12,NA,1,0,5035178,1,0,34,NA,NA,NA,2,1,19699.19921875,NA,NA,34,NA,NA,NA,NA,2,34,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1952,5,NA,NA,NA,5242170,1,11,21,NA,NA,NA,1,0,29193.119140625,NA,NA,21,NA,NA,NA,NA,2,21,NA,NA,NA
1953,5,2603001,0,1,2603004,1,0,37,NA,NA,NA,5,NA,61560,NA,15,37,12,NA,61560,NA,1,37,NA,0,0
1928,2,NA,1,0,295002,0,12,34,10260,1300,12,5,NA,37620,NA,38,34,NA,NA,NA,NA,2,34,NA,0,1
1940,7,NA,1,0,6674002,0,6,8,11080.7998046875,1040,11,3,1,54172.80078125,NA,28,8,NA,NA,NA,NA,3,8,NA,0,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1957,4,1698001,0,1,1698003,1,9,13,NA,NA,NA,2,NA,84816,NA,11,13,8,7,74556,0,2,13,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1912,11,NA,1,0,6245001,1,6,19,27360,2080,5,0,1,31464,1,55,19,NA,NA,NA,NA,3,19,0,1,0
1956,12,NA,0,1,1081170,0,11,43,NA,NA,NA,4,NA,102490.5625,NA,NA,43,NA,NA,NA,NA,4,43,NA,NA,NA
1962,9,NA,1,0,6820005,1,10,4,NA,NA,NA,4,0,21587.0390625,NA,6,4,NA,10,NA,0,4,4,NA,0,0
1941,7,NA,0,0,8715002,0,NA,42,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1954,11,NA,0,1,391173,0,10,29,NA,NA,NA,3,NA,136116,NA,NA,29,NA,NA,NA,NA,1,29,NA,NA,NA
1936,12,NA,0,1,1540002,0,10,12,35568,1950,14,2,1,107497.4375,NA,30,12,NA,NA,NA,NA,2,12,NA,0,1
1934,12,NA,0,0,5128170,0,9,42,NA,NA,NA,2,NA,30096,NA,NA,42,NA,NA,NA,NA,3,42,NA,NA,NA
1952,6,NA,0,0,2613181,1,7,35,NA,NA,NA,2,NA,48393,NA,NA,35,NA,NA,NA,NA,3,35,NA,NA,NA
1957,7,NA,0,1,2581176,0,10,37,NA,NA,NA,3,NA,61354.80078125,NA,NA,37,NA,NA,NA,NA,1,37,NA,NA,NA
1938,6,NA,0,1,8091001,1,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1937,10,NA,0,0,7150002,0,NA,42,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,11,NA,0,1,8200001,0,NA,31,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968,7,NA,NA,NA,5880192,1,8,2,NA,NA,NA,3,0,119467.4375,NA,NA,2,NA,NA,NA,NA,4,2,NA,NA,NA
1914,6,NA,0,1,7144001,0,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1953,7,NA,0,1,1932182,0,8,34,NA,NA,NA,3,NA,87196.3203125,NA,NA,34,NA,NA,NA,NA,2,34,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,12,NA,0,1,3005001,0,NA,31,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1917,10,NA,0,1,2094172,1,9,23,NA,NA,NA,0,NA,15048,NA,NA,23,NA,NA,NA,NA,3,23,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,4,NA,1,0,6398001,0,0,39,1368,134,5,1,0,1881,1,24,39,NA,NA,NA,NA,3,39,0,1,0
1913,2,NA,0,1,1098171,0,12,45,NA,NA,NA,1,1,41518.80078125,NA,NA,45,NA,NA,NA,NA,3,45,NA,NA,NA
1964,10,NA,0,1,1407175,1,8,12,NA,NA,NA,2,NA,42408,NA,NA,12,NA,NA,NA,NA,2,12,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1953,10,NA,0,1,856175,1,10,12,NA,NA,NA,7,NA,152361,NA,NA,12,NA,NA,NA,NA,2,12,NA,NA,NA
1954,12,121001,0,1,121004,1,12,16,NA,NA,NA,5,NA,117648,NA,13,16,16,12,116280,0,3,16,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1919,4,NA,1,0,3267002,0,NA,31,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1907,12,NA,1,0,1888002,0,5,19,13680,2000,4,0,1,37620,NA,60,19,NA,NA,NA,NA,3,19,NA,0,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1957,1,NA,0,1,6126174,1,5,1,NA,NA,NA,3,NA,48263.0390625,NA,NA,1,NA,NA,NA,NA,3,1,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1954,5,NA,0,1,563172,0,5,13,NA,NA,NA,5,NA,31108.3203125,NA,NA,13,NA,NA,NA,NA,2,13,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1955,3,1312001,1,0,1312003,0,7,45,NA,NA,NA,3,NA,65800.796875,NA,13,45,7,12,41040,24624,3,45,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1938,6,NA,0,1,5117001,1,12,4,1026,60,NA,1,1,43434,0,29,4,NA,NA,NA,NA,4,4,1,1,0
1959,2,NA,0,1,6586175,1,11,17,NA,NA,NA,3,NA,44843.0390625,NA,NA,17,NA,NA,NA,NA,3,17,NA,NA,NA
1966,11,NA,0,0,5743191,1,6,42,NA,NA,NA,2,0,20656.80078125,NA,NA,42,NA,NA,NA,NA,3,42,NA,NA,NA
1935,4,2020001,0,1,2019001,1,11,6,68400,2275,12,4,1,68400,1,33,6,12,16,0,41040,1,6,0,1,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,3,1404001,0,1,1404004,1,11,36,NA,NA,NA,2,NA,54720,NA,2,36,10,11,54720,0,4,36,NA,0,0
1965,3,1398001,0,1,1398005,0,11,46,NA,NA,NA,3,NA,101916,NA,3,46,12,12,87777.71875,0,4,46,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968,5,2410001,0,1,2410030,0,11,34,NA,NA,NA,1,NA,30780,NA,NA,34,12,12,30780,0,2,34,NA,NA,NA
1916,4,NA,1,0,1168001,0,7,3,0,0,8,5,0,8618.400390625,0,51,3,NA,NA,NA,NA,3,3,0,1,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1949,6,NA,0,1,5758003,0,NA,29,NA,132,NA,2,NA,36744.48046875,NA,18,29,NA,12,NA,0,1,29,NA,0,0
1954,10,NA,0,0,6278004,1,10,2,NA,NA,NA,5,NA,51751.44140625,NA,12,2,NA,12,NA,0,4,2,NA,0,0
1951,2,NA,0,1,508177,1,13,31,NA,NA,NA,2,NA,51642,NA,NA,31,NA,NA,NA,NA,1,31,NA,NA,NA
1957,12,6735001,1,0,6735005,0,5,39,NA,NA,NA,7,NA,20520,NA,10,39,6,9,20520,0,3,39,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,11,6468001,0,1,6468006,0,10,19,NA,NA,NA,4,NA,55636.55859375,NA,3,19,16,12,55636.55859375,0,3,19,NA,0,0
1900,9,NA,0,1,1421001,1,11,16,0,0,8,0,1,8652.599609375,0,67,16,NA,NA,NA,NA,3,16,0,1,0
1961,12,5146001,0,1,5146008,1,9,42,NA,NA,NA,8,0,75924,NA,6,42,12,12,71136,1368,3,42,NA,0,0
1954,12,NA,0,1,731170,0,9,34,NA,NA,NA,0,NA,88920,NA,NA,34,NA,NA,NA,NA,2,34,NA,NA,NA
1966,8,NA,1,0,5615188,1,5,32,NA,NA,NA,8,NA,43304.0390625,NA,NA,32,NA,NA,NA,NA,3,32,NA,NA,NA
1955,3,NA,0,1,706004,0,8,5,NA,364,NA,5,NA,52038.71875,NA,13,5,NA,NA,NA,NA,4,5,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1934,7,NA,0,1,361001,1,7,41,19836,1812,12,2,1,42052.3203125,1,33,41,NA,NA,NA,NA,3,41,0,1,0
1956,10,2219001,1,0,2219005,0,8,34,NA,NA,NA,2,NA,64980,NA,11,34,9,12,41040,22572,2,34,NA,0,0
1955,5,NA,0,1,7002001,0,NA,12,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1948,11,NA,0,1,5569191,1,12,32,NA,NA,NA,9,1,22982.400390625,NA,NA,32,NA,NA,NA,NA,3,32,NA,NA,NA
1946,7,NA,1,0,5863171,1,12,23,NA,NA,NA,7,NA,35568,NA,NA,23,NA,NA,NA,NA,3,23,NA,NA,NA
1936,8,NA,0,1,1542002,0,10,21,0,0,13,5,1,90288,NA,31,21,NA,NA,NA,NA,2,21,NA,0,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1940,6,NA,1,0,5048170,1,4,21,NA,NA,NA,2,NA,50198.76171875,NA,NA,21,NA,NA,NA,NA,2,21,NA,NA,NA
1961,7,NA,1,0,5012005,0,9,12,NA,NA,NA,6,0,22572,NA,7,12,NA,11,NA,0,2,12,NA,0,0
1960,11,6289001,0,1,6289004,0,7,19,NA,NA,NA,4,NA,38304,NA,7,19,6,5,38304,0,3,19,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968,7,1656170,0,1,1656171,1,11,32,NA,NA,NA,0,0,29412,NA,NA,32,NA,NA,NA,NA,3,32,NA,NA,NA
1952,4,490001,0,1,490003,1,11,32,NA,156,NA,1,NA,8618.400390625,NA,15,32,7,6,8208,0,3,32,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1930,2,NA,0,1,1971001,1,10,14,47196,2160,12,3,1,88236,1,38,14,NA,NA,NA,NA,2,14,0,1,0
1905,5,NA,0,1,2089002,0,12,2,0,0,13,0,1,68058,NA,63,2,NA,NA,NA,NA,4,2,NA,0,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1959,2,1084001,0,1,1084007,1,11,20,NA,NA,NA,5,NA,42421.6796875,NA,9,20,13,12,30985.19921875,0,1,20,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1913,5,NA,1,0,5132001,0,12,13,24897.599609375,1960,12,0,0,26976.9609375,1,54,13,NA,NA,NA,NA,2,13,0,1,0
1952,12,391001,0,1,391003,0,10,29,NA,NA,NA,3,NA,136116,NA,15,29,16,12,123120,0,1,29,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1937,8,NA,1,0,5780001,1,10,37,47880,2256,12,3,1,47880,1,30,37,NA,NA,NA,NA,1,37,0,1,0
1965,3,NA,1,0,5287007,1,6,32,NA,NA,NA,6,NA,3488.39990234375,NA,3,32,NA,NA,NA,NA,3,32,NA,0,0
1964,3,NA,0,1,1633179,1,NA,12,NA,NA,NA,2,0,146772.71875,NA,NA,12,NA,NA,NA,NA,2,12,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1919,3,NA,0,1,1213183,1,12,31,NA,NA,NA,3,NA,88920,NA,NA,31,NA,NA,NA,NA,1,31,NA,NA,NA
1950,9,NA,0,1,2072170,0,13,45,NA,NA,NA,0,1,14911.2001953125,NA,NA,45,NA,NA,NA,NA,3,45,NA,NA,NA
1932,10,NA,0,1,7486001,1,NA,9,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1941,9,NA,0,1,2001170,0,9,36,NA,NA,NA,0,NA,49945.6796875,NA,NA,36,NA,NA,NA,NA,4,36,NA,NA,NA
1950,4,NA,1,0,6064178,1,5,42,NA,NA,NA,2,NA,36936,NA,NA,42,NA,NA,NA,NA,3,42,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1944,1,NA,1,0,6740002,0,10,31,6156,600,NA,3,1,46888.19921875,NA,24,31,NA,NA,NA,NA,1,31,NA,0,1
1967,12,1036001,0,1,1036003,1,9,45,NA,NA,NA,1,NA,30780,NA,1,45,NA,12,0,30780,3,45,NA,0,0
1955,9,NA,0,1,582173,0,11,29,NA,NA,NA,3,NA,70937.640625,NA,NA,29,NA,NA,NA,NA,1,29,NA,NA,NA
1957,11,6546001,1,0,6546005,1,7,39,NA,NA,NA,7,NA,20520,NA,12,39,5,7,20520,0,3,39,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1939,7,NA,0,1,7048001,1,NA,9,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961,5,NA,0,1,563173,0,7,13,NA,NA,NA,5,NA,31108.3203125,NA,NA,13,NA,NA,NA,NA,2,13,NA,NA,NA
1922,10,NA,0,1,2927001,1,6,12,51984,1560,NA,0,1,112046.0390625,1,45,12,NA,NA,NA,NA,2,12,0,1,0
1958,4,1663001,0,1,1663005,0,11,6,NA,NA,NA,7,NA,208620,NA,10,6,16,16,205200,0,1,6,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960,1,NA,1,0,6591175,0,5,23,NA,NA,NA,5,NA,22544.640625,NA,NA,23,NA,NA,NA,NA,3,23,NA,NA,NA
1951,3,NA,0,1,2715170,0,10,32,NA,NA,NA,2,1,34200,NA,NA,32,NA,NA,NA,NA,3,32,NA,NA,NA
1962,9,6150001,1,0,6150004,0,10,24,NA,NA,NA,4,NA,33310.80078125,NA,5,24,10,NA,30780,0,2,24,NA,0,0
1957,9,NA,0,1,937171,0,7,39,NA,NA,NA,2,NA,17100,NA,NA,39,NA,NA,NA,NA,3,39,NA,NA,NA
1932,6,NA,0,1,2586179,0,13,1,NA,NA,NA,4,NA,69220.796875,NA,NA,1,NA,NA,NA,NA,3,1,NA,NA,NA
1953,5,NA,0,1,5724172,0,11,31,NA,NA,NA,4,NA,143776.796875,NA,NA,31,NA,NA,NA,NA,1,31,NA,NA,NA
1914,3,NA,0,1,780171,1,10,29,NA,NA,NA,0,1,116553.6015625,NA,NA,29,NA,NA,NA,NA,1,29,NA,NA,NA
1959,7,NA,1,0,5661177,1,9,21,NA,NA,NA,5,NA,39398.3984375,NA,NA,21,NA,NA,NA,NA,2,21,NA,NA,NA
1913,11,NA,NA,NA,2747002,0,11,37,0,0,12,0,NA,55746,NA,54,37,NA,NA,NA,NA,1,37,NA,0,1
1940,1,NA,1,0,6685002,0,8,10,NA,1680,12,5,NA,75048.4765625,NA,28,10,NA,7,NA,43447.6796875,3,10,NA,0,0
1962,4,NA,0,1,1762180,0,8,37,NA,NA,NA,5,NA,67374,NA,NA,37,NA,NA,NA,NA,1,37,NA,NA,NA
1960,11,NA,0,0,7800170,1,NA,39,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1957,4,2661001,0,1,2661005,1,10,3,NA,NA,NA,7,NA,19870.19921875,NA,11,3,5,6,19870.19921875,0,3,3,NA,0,0
1958,9,6589001,1,0,6589004,1,8,23,NA,NA,NA,5,0,23447.51953125,NA,9,23,3,8,22763.51953125,0,3,23,NA,0,0
1932,12,NA,1,0,5171002,0,6,32,24227.279296875,1240,16,6,1,45020.87890625,NA,35,32,NA,NA,NA,NA,3,32,NA,0,1
1916,11,NA,0,1,1988001,1,9,9,53352,2196,12,1,1,97812,1,52,9,NA,NA,NA,NA,3,9,0,1,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1929,8,NA,0,1,2781002,0,11,24,0,0,10,1,1,20520,NA,39,24,NA,NA,NA,NA,2,24,NA,0,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1929,4,NA,0,1,6005001,0,11,31,9234,2013,16,0,0,9234,1,37,31,NA,NA,NA,NA,1,31,0,1,0
1965,6,NA,0,0,1810182,0,7,4,NA,NA,NA,5,0,30260.16015625,NA,NA,4,NA,NA,NA,NA,4,4,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1953,7,1541001,0,1,1541004,1,8,21,NA,NA,NA,4,NA,77292,NA,15,21,10,14,77292,0,2,21,NA,0,0
1946,6,NA,0,1,5993002,1,0,9,NA,NA,7,6,NA,27154.80078125,NA,22,9,NA,7,NA,16758,3,9,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,6,NA,NA,NA,7351002,1,NA,42,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1958,2,459001,0,1,459004,1,9,41,NA,NA,NA,2,NA,58146.83984375,NA,6,41,12,12,30609,24459.83984375,3,41,NA,0,0
1908,10,NA,0,1,1536001,1,10,20,38304,1760,12,0,1,39713.0390625,1,59,20,NA,NA,NA,NA,1,20,0,1,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968,3,NA,NA,NA,6054185,1,6,29,NA,NA,NA,4,0,94227.84375,NA,NA,29,NA,NA,NA,NA,1,29,NA,NA,NA
1947,5,NA,0,1,1695195,1,NA,13,NA,NA,NA,7,NA,104946.1171875,NA,NA,13,NA,NA,NA,NA,2,13,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1923,10,NA,0,1,6002173,0,13,31,NA,NA,NA,3,NA,49590,NA,NA,31,NA,NA,NA,NA,1,31,NA,NA,NA
1949,9,5681001,1,0,5681004,1,9,10,NA,2080,11,2,0,87394.6796875,NA,18,10,6,11,24466.6796875,13680,3,10,NA,0,0
1948,11,5202001,0,1,5202021,1,8,42,NA,NA,8,3,NA,27086.400390625,NA,19,42,8,7,0,0,3,42,NA,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,9,NA,NA,NA,1368177,1,11,4,NA,NA,NA,2,NA,25992,NA,NA,4,NA,NA,NA,NA,4,4,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1958,6,NA,0,1,5179172,1,7,23,NA,NA,NA,2,NA,41587.19921875,NA,NA,23,NA,NA,NA,NA,3,23,NA,NA,NA
1957,11,NA,0,1,898176,0,12,34,NA,NA,NA,3,NA,161424,NA,NA,34,NA,NA,NA,NA,2,34,NA,NA,NA
1943,2,NA,1,0,5615174,1,5,32,NA,NA,NA,8,1,43304.0390625,NA,NA,32,NA,NA,NA,NA,3,32,NA,NA,NA
