"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","hhdens","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_al","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","med15","study","works","head","wife"
"63620",1,0,1,12,3,11,1932,2205,37,67430,344,3,1,74976.03125,0.800000011920929,0,3163.080078125,3163.080078125,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,0,1,1,0
"63652",0,0,1,12,2,11,1941,1300,29,4904,3131,3,1,63997.19921875,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,1
"63655",0,0,1,4,10,7,1909,4998,59,73560,1530,0,0,77238,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,NA,0,1,1,0
"63721",0,1,0,11,2,7,1930,0,39,0,3247,1,NA,31483.6796875,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,1
"63725",0,0,1,13,4,9,1911,1960,59,55170,914,0,0,61300,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,1,1,0
"63773",1,0,1,NA,NA,NA,NA,NA,28,NA,3988,0,NA,26113.80078125,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,0
"63789",1,0,1,10,NA,10,NA,1950,43,60687,1385,2,1,67430,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,0,1,1,0
"63811",1,0,1,6,9,9,1915,3060,54,131978.90625,3004,3,1,245200,0.899999976158142,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,0,1,1,0
"63821",0,0,1,12,6,11,1925,1840,45,30650,3398,1,1,111333.0625,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,NA,NA,NA,NA,1
"63855",1,0,1,12,11,13,1938,2050,31,55170,3098,0,1,79690,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,0,1,1,0
"63870",0,0,1,NA,NA,6,NA,NA,36,NA,26,2,NA,45441.69140625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,0
"63913",0,NA,NA,8,NA,7,NA,0,46,0,574,1,NA,17813.779296875,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,1
"63922",0,0,1,14,1,10,1932,0,38,0,2116,5,1,107275,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,1
"63943",0,0,1,12,2,10,1935,2150,35,41242.640625,483,2,1,82761.1328125,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,1
"63961",0,0,0,8,10,9,1915,1008,54,8018.0400390625,518,0,0,8018.0400390625,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,4,0,1,1,0
"63965",0,0,0,11,12,6,1911,2075,59,37393,2515,0,0,48770.28125,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,1,0,1,1,0
"63980",1,0,1,12,8,8,1944,2378,25,44136,4135,0,0,44136,1,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,3,42,NA,0,1,1,0
"63999",0,0,1,14,7,12,1928,1260,41,22068,1860,2,1,89498,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,1
"64096",0,0,1,14,11,11,1933,0,36,0,3041,4,1,98080,0.899999976158142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,1
"64097",1,0,1,16,6,10,1932,2184,37,88885,1723,0,1,98693,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,NA,0,0,1,0
"64106",0,0,1,12,12,11,1933,0,35,0,3695,6,1,146813.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,1
"64150",0,0,1,16,8,12,1922,1200,47,22068,60,2,1,87426.0625,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,1
"64159",1,0,1,NA,NA,10,NA,NA,42,NA,1658,0,NA,52129.51953125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,0
"64181",0,0,1,6,8,10,1913,1200,56,12260,3753,1,0,26732.9296875,0.400000005960464,0,6577.490234375,6577.490234375,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,0,1,1,0
"64185",0,0,1,12,11,12,1912,0,57,0,1069,1,1,73560,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,1
"64208",1,0,0,12,10,11,1943,2436,27,37393,3991,1,1,37429.78125,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,NA,0,1,1,0
"64235",0,0,1,7,9,9,1915,0,50,0,1823,0,NA,80554.328125,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,1
"64238",1,0,1,16,3,10,1945,2733,25,44749,3352,1,1,46955.80078125,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,0,1,1,0
"64283",0,0,1,12,5,9,1915,0,54,0,1736,0,NA,70495,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,NA,NA,NA,NA,1
"64310",0,0,1,8,10,9,1923,0,46,0,28,0,NA,96866.2578125,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,1
"64337",1,0,1,16,11,11,1923,2875,47,110340,3874,2,1,156315,0.600000023841858,0,61293.87109375,0,0,9999,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,0,1,1,0
"64343",1,0,1,8,NA,7,NA,2250,46,77109.2734375,913,3,1,133787.25,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,0,1,1,0
"64350",1,0,1,14,12,5,1937,2805,32,22392.890625,785,3,1,30803.25,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,0,1,1,0
"64383",0,0,1,17,1,12,1930,0,40,0,3760,2,1,125052,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,1
"64396",0,1,0,12,11,8,1943,12,26,122.599998474121,1637,3,0,21234.3203125,1,0,24078.640625,0,0,484,0,3444,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,0,1,0
"64464",0,0,1,13,3,11,1934,0,36,0,4334,2,NA,74786,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,1
"64484",1,0,1,10,10,6,1934,2048,35,39293.30078125,2237,6,1,62483.08984375,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,0,1,1,0
"64501",1,0,1,8,11,9,1926,2940,43,61300,3092,2,1,66204,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,0,1,1,0
"64532",1,0,1,NA,NA,NA,NA,2054,27,36780,3764,1,1,41071,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,1,1,0
"64536",1,0,1,7,NA,7,NA,2500,50,11034,514,0,0,16845.240234375,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,32,2,0,1,1,0
"64566",0,1,0,12,7,5,1912,200,48,735.599975585938,1563,0,1,29135.890625,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,39,NA,NA,NA,NA,1
"64593",0,0,1,12,9,10,1917,0,52,0,550,0,1,62807.98046875,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,1
"64645",0,0,1,8,2,11,1920,0,50,0,1579,1,1,50879,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,NA,NA,NA,NA,1
"64659",0,0,1,12,4,10,1925,2375,45,24520,2409,0,NA,57143.859375,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,1
"64672",0,1,0,17,11,12,1929,1200,36,55170,3170,0,0,75601.2890625,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,0,1,1,0
"64674",0,0,1,12,NA,10,NA,725,29,11260.8095703125,2955,3,0,33328.80859375,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,0,1,1,0
"64691",0,0,1,17,7,11,1944,1760,25,24844.890625,1962,0,1,53435.2109375,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,1
"64701",1,1,0,5,NA,9,NA,NA,60,NA,763,2,NA,79224.1171875,1.29999995231628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,0
"64705",0,0,0,12,4,7,1910,1440,60,17225.30078125,1045,2,0,52295.03125,0.400000005960464,4450.3798828125,65744.25,0,0,9999,9195,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,1,1,0
"64758",0,NA,NA,10,6,11,1935,1400,33,24520,127,4,NA,92563,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,1
"64769",0,0,1,11,2,10,1940,400,30,4291,4208,1,0,34941,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,0,0,1,0
"64773",0,0,1,8,1,9,1911,2080,59,9195,2543,0,1,96155.1796875,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,1
"64794",1,0,1,12,2,12,1924,3250,46,58235,4538,0,1,64365,0.600000023841858,0,61293.87109375,0,0,9999,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,0,1,1,0
"64802",0,0,1,12,6,10,1927,0,43,0,1385,2,1,67430,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,1
"64821",0,0,1,12,NA,7,NA,2000,25,NA,3029,6,NA,107888,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,0
"64839",0,0,1,12,9,10,1927,1485,42,15325,3196,0,1,81994.8828125,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,1
"64841",0,0,1,11,5,9,1924,1843,46,13878.3203125,4470,1,0,44834.8203125,0.300000011920929,0,0,0,0,0,1532.5,0,NA,NA,NA,NA,NA,NA,0,3,39,2,0,1,1,0
"64850",0,1,0,11,2,3,1927,1960,43,35983.1015625,85,0,0,35983.1015625,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,3,0,1,1,0
"64860",0,0,1,17,5,11,1933,1560,37,42910,1559,1,1,168575,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,1
"64910",0,0,1,12,11,12,1929,0,40,0,143,2,1,337150,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,1
"64928",1,0,1,12,1,11,1942,2550,28,NA,857,0,NA,166834.078125,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,90748.5234375,0,0,0,0,4,46,NA,NA,NA,NA,0
"64933",1,0,1,12,NA,8,NA,2208,47,80689.1875,676,3,1,82681.4375,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,0,1,1,0
"64959",0,1,0,10,5,7,1932,2000,38,24520,1483,2,1,54311.80078125,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,1
"64988",1,0,1,16,2,10,1941,2021,29,51492,3710,2,1,51492,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,NA,0,1,1,0
"65034",1,1,0,11,NA,5,NA,1200,53,62090.76953125,3678,1,1,103284.3671875,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,0,1,1,0
"65080",0,0,1,14,2,12,1932,200,38,1471.19995117188,2078,2,1,60319.19921875,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,3,42,NA,NA,NA,NA,1
"65152",0,1,0,12,1,10,1944,480,26,6620.39990234375,2741,2,1,55317.12109375,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,1
"65173",0,0,1,15,10,12,1944,500,25,4904,3366,1,1,59093.19921875,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,NA,NA,NA,NA,1
"65191",1,0,1,14,NA,13,NA,1880,60,124377.703125,1770,0,1,237231,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,4,0,1,1,0
"65226",1,0,1,15,12,11,1925,3250,45,141909.5,4579,3,1,192788.5,0.899999976158142,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,NA,0,1,1,0
"65238",1,0,1,12,12,8,1942,NA,27,NA,3017,0,0,100556.5234375,1,NA,NA,NA,NA,NA,NA,NA,12,12,32489,6743,0,0,0,1,20,NA,NA,NA,NA,0
"65260",1,0,1,17,3,12,1918,0,52,0,279,1,1,61710.7109375,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,0,1,0
"65261",1,0,1,8,NA,10,NA,370,60,4199.0498046875,2832,0,1,78096.203125,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,1,0,0,1,0
"65271",0,0,1,13,3,11,1913,1748,56,33678.21875,1328,0,0,37417.51953125,0.100000001490116,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,0,1,1,0
"65299",1,0,1,12,7,12,1942,1960,26,43584.30078125,1487,4,1,43584.30078125,1.20000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,0,1,1,0
"65301",0,0,1,11,4,0,1921,1000,49,8336.7998046875,2677,0,0,38986.80078125,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,0,0,1,0
"65319",0,0,1,12,9,11,1926,0,43,0,1338,2,1,79690,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,1
"65337",1,1,0,12,2,8,1938,2250,32,36780,3422,0,1,59461,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,0,1,1,0
"65342",0,0,1,14,1,12,1941,0,29,0,4403,3,1,58848,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,1
"65364",1,0,1,15,9,13,1938,2600,31,50879,1051,1,1,50879,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,0,1,1,0
"65411",0,0,1,12,6,12,1935,0,34,0,4475,2,1,68656,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,43,NA,NA,NA,NA,1
"65413",0,NA,NA,7,NA,NA,NA,0,51,0,4566,2,NA,36167,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,39,NA,NA,NA,NA,1
"65427",0,0,1,12,7,7,1943,520,25,12260,3888,1,1,63139,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,1
"65466",1,0,1,12,4,13,1926,1866,44,43216.5,467,2,1,73866.5,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,5,NA,0,1,1,0
"65477",1,0,1,12,9,10,1926,1300,44,190030,4309,3,1,190643,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,0,1,1,0
"65524",1,0,0,12,NA,NA,NA,2040,26,NA,2444,0,NA,38619,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,1,31,NA,NA,NA,NA,0
"65566",1,0,1,13,8,11,1940,2303,29,51124.19921875,2561,2,1,56641.19921875,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,0,1,1,0
"65592",0,0,1,12,12,8,1919,357,50,3297.93994140625,67,1,0,12860.740234375,0.5,0,9562.7998046875,9562.7998046875,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,0,1,1,0
"65599",1,0,1,9,NA,10,NA,1840,54,36289.6015625,4187,0,1,91030.5,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,43,NA,0,1,1,0
"65674",0,NA,NA,10,NA,NA,NA,NA,59,NA,4056,0,NA,25396.58984375,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,0
"65687",1,0,1,12,2,8,1915,2352,55,73560,282,1,1,73560,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,0,1,1,0
"65751",1,1,0,5,5,7,1930,2000,40,51492,613,4,1,72947,1.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,0,1,1,0
"65765",0,NA,NA,11,NA,3,NA,0,53,0,167,0,NA,29344.310546875,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,1
"65796",1,0,1,16,5,9,1934,3654,35,89430.5703125,966,4,1,104326.46875,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,0,1,1,0
"65797",1,0,1,16,3,12,1923,2080,47,183900,4451,1,1,196773,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,6,2,0,1,1,0
"65827",0,0,1,12,1,12,1928,0,42,0,2059,0,1,71408.3671875,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,1
"65858",0,1,0,12,9,7,1940,0,30,0,570,2,1,30981.01953125,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,1
"65873",0,0,1,12,6,11,1928,0,41,0,3675,2,1,67430,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,1
"65922",1,0,1,17,11,10,1943,2144,26,44442.5,4373,3,1,45055.5,1.20000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,0,1,1,0
"65931",1,0,1,NA,NA,NA,NA,2940,55,104210,3070,0,1,104210,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,0,1,1,0
"65955",0,0,1,7,5,10,1926,1880,43,22068,189,1,NA,58235,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,NA,NA,NA,NA,1
"65960",0,0,1,12,4,10,1941,2080,29,18390,866,3,1,49040,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,1
"66023",0,NA,NA,15,NA,NA,NA,0,58,0,1503,0,NA,37074.23828125,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,1
"66058",0,0,1,9,6,11,1911,0,60,0,2487,0,NA,90111,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,1
"66132",1,1,0,6,1,9,1917,1960,54,15325,370,6,1,18665.849609375,1.60000002384186,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,1,NA,0,1,1,0
"66164",0,0,1,12,8,11,1920,2940,47,25991.19921875,18,0,0,25991.19921875,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,4,0,1,1,0
"66261",0,0,1,1,10,10,1914,0,56,0,1086,0,1,57009,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,1
"66275",0,0,1,16,4,11,1923,0,47,0,2978,1,NA,122354.796875,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,1
"66314",0,0,1,12,3,13,1917,0,53,0,1852,0,NA,61300,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,1
"66390",1,0,1,16,NA,10,NA,1984,32,69882,1758,3,1,82019.3984375,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,0,1,1,0
"66448",1,1,0,15,NA,NA,NA,2051,30,50413.12109375,587,0,1,69477.421875,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,0,1,1,0
"66466",0,0,1,11,4,9,1924,2040,46,28964.25,4357,2,1,101359.546875,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,10,NA,NA,NA,NA,1
"66471",1,0,1,16,12,12,1944,1500,25,NA,553,1,1,74479.5,0.5,NA,NA,NA,NA,NA,NA,NA,12,NA,25899.25,0,0,0,1,4,46,NA,NA,NA,NA,0
"66473",0,0,1,12,8,9,1931,306,37,2470.38989257812,1777,1,1,45975,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,1
"66481",0,0,1,12,10,12,1934,0,35,0,3331,2,1,76061.0390625,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,1
"66491",1,0,1,12,11,12,1944,1040,25,NA,2068,0,0,44136,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,24520,0,NA,0,1,6,NA,NA,NA,NA,0
"66514",1,0,1,15,9,11,1928,2064,41,110340,818,5,1,120822.296875,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,0,1,1,0
"66541",0,0,1,6,9,8,1936,0,32,0,2445,3,NA,63752,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,1
"66551",1,1,0,3,NA,6,NA,2080,55,NA,3634,0,NA,46753.51171875,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,8,NA,NA,NA,NA,0
"66564",1,0,1,8,1,9,1917,2085,53,57726.2109375,2354,2,1,73970.7109375,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,NA,0,1,1,0
"66574",1,0,1,12,5,9,1914,2940,56,47973.37890625,3774,2,1,57002.87109375,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,2,NA,0,1,1,0
"66577",0,0,1,15,NA,12,NA,1720,38,42910,3176,3,NA,118229.3125,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,45,NA,NA,NA,NA,1
"66593",1,0,1,8,9,9,1922,2000,47,61300,2902,2,1,84594,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,0,1,1,0
"66642",0,0,1,16,5,11,1930,300,39,3065,2490,3,1,104210,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,1
"66672",0,0,1,8,11,8,1930,389,39,3678,4010,5,1,67000.8984375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,43,NA,NA,NA,NA,1
"66697",0,NA,NA,6,NA,5,NA,0,52,0,2649,0,NA,33052.9609375,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,41,NA,NA,NA,NA,1
"66736",0,0,1,9,5,10,1921,0,49,0,4028,1,1,64365,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,1
"66740",0,0,1,12,5,9,1941,1976,28,36780,681,3,0,46281.5,0.800000011920929,0,0,0,0,0,9195,0,12,NA,NA,61.2999992370605,0,NA,0,2,21,NA,0,1,1,0
"66754",0,0,1,12,8,9,1918,0,52,0,1947,1,1,124739.3671875,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,1
"66762",1,0,1,7,5,9,1939,2080,31,25746,1906,1,1,54557,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,0,1,1,0
"66827",0,0,1,NA,11,7,1910,0,59,0,2444,0,0,38619,0.600000023841858,0,61293.87109375,0,0,9999,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,0,0,1,0
"66841",0,0,1,12,3,11,1924,0,45,0,782,0,1,69747.140625,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,1
"66846",0,1,0,6,3,9,1941,50,29,674.299987792969,350,1,NA,38680.30078125,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,NA,NA,NA,NA,1
"66921",1,1,0,12,NA,9,NA,1960,25,33408.5,1618,1,1,41990.5,0.5,0,8238.7197265625,0,0,1344,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,0,1,1,0
"66926",0,0,1,8,7,9,1916,0,52,0,554,2,1,124592.25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,1
"66930",0,0,1,13,3,9,1942,0,28,0,3638,3,NA,110340,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,1
"66981",1,0,1,16,3,11,1922,2450,48,190030,2190,7,1,196717.828125,1.10000002384186,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,6,NA,0,1,1,0
