"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","birthstate","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","hhdens","inc_unemp","inc_trans_pub","inc_ssi","inc_othwelf","inc_fdstmp","inc_al","inc_afdc","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","med15","occ","study","works","head","wife"
"3103",0,0,1,7,1,9,1914,NA,0,60,0,2340,0,1,38640,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,19,NA,NA,NA,NA,NA,1
"3111",1,0,1,8,8,9,1924,NA,3120,49,22908.689453125,3013,3,1,30752.609375,31,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,26,NA,11,0,1,1,0
"3127",1,0,1,10,12,10,1913,NA,1824,59,8694,2156,0,1,8694,35,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,51,0,1,1,0
"3132",1,1,0,3,9,7,1917,NA,2250,56,19320,3249,1,1,24826.19921875,38,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,39,NA,51,0,1,1,0
"3169",1,0,1,16,10,13,1918,NA,1558,55,48300,3701,0,1,94373.3671875,35,0.5,3912.30004882812,3912.30004882812,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,46,NA,71,0,1,1,0
"3174",0,0,1,8,NA,12,NA,NA,0,27,0,1772,5,NA,44242.80078125,4,1.39999997615814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,NA,NA,NA,NA,NA,1
"3229",1,0,1,12,5,12,1924,NA,2261,50,64069.94921875,1385,1,1,128217.1796875,32,0.899999976158142,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,48,NA,43,0,1,1,0
"3253",1,0,1,12,9,11,1948,NA,2730,25,40089,4922,2,1,44122.05078125,7,0.800000011920929,0,0,0,0,0,0,0,NA,NA,21735,0,0,0,0,3,3,NA,32,0,1,1,0
"3304",1,0,1,17,7,11,1918,NA,3630,56,59892,1496,0,1,81144,38,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,34,NA,88,0,1,1,0
"3344",1,0,1,16,NA,10,NA,NA,1880,56,101430,2580,0,1,107467.5,38,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,87,0,1,1,0
"3392",0,0,1,12,4,12,1946,NA,0,28,0,3572,1,1,82979.3984375,7,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"3426",0,0,1,14,12,12,1946,NA,2470,26,37181.33984375,518,2,0,44136.5390625,5,0.699999988079071,0,0,0,0,0,7245,0,NA,NA,NA,NA,NA,NA,0,3,16,NA,33,0,1,1,0
"3435",0,0,1,NA,NA,7,NA,NA,36,50,NA,743,0,NA,39924.78125,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,0
"3485",1,1,0,12,NA,9,NA,NA,600,26,9660,991,3,1,18044.880859375,4,1,0,16422,0,8384.8798828125,1664,0,0,NA,NA,NA,NA,NA,NA,0,2,12,4,NA,0,0,1,0
"3488",0,0,1,17,9,11,1939,NA,0,34,0,2267,3,1,111621.296875,2,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6,NA,NA,NA,NA,NA,1
"3498",0,0,1,12,4,9,1919,NA,0,55,0,59,0,0,9177,4,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,NA,NA,0,0,1,0
"3505",0,NA,NA,12,NA,10,NA,NA,0,46,0,4552,0,NA,64224.51171875,24,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"3513",0,0,1,8,3,7,1923,NA,0,51,0,1206,1,1,53371.5,10,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"3532",0,0,1,12,10,11,1941,NA,0,33,0,3339,5,1,149730,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"3534",0,0,1,16,2,8,1942,NA,2573,32,62790,654,2,1,160356,10,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"3580",1,0,1,17,1,9,1923,NA,1775,52,37191,2898,0,1,52647,30,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,87,0,1,1,0
"3582",1,0,1,17,9,9,1948,NA,1740,25,NA,797,0,NA,109080.71875,NA,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,12,NA,52164,37191,0,0,0,2,24,NA,NA,NA,NA,NA,0
"3588",1,0,1,16,2,10,1947,NA,3427,27,120750,5488,2,1,236670,9,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,61,0,1,1,0
"3591",0,0,0,12,11,8,1947,NA,0,26,0,655,2,1,57477,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"3614",0,0,1,11,1,7,1927,NA,0,47,0,4589,3,NA,56269.5,9,1.39999997615814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,26,NA,NA,NA,NA,NA,1
"3646",0,0,1,11,12,10,1932,NA,0,42,0,205,3,1,62790,NA,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"3672",0,0,1,12,9,9,1933,NA,660,40,4830,430,4,1,82955.25,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,40,NA,NA,NA,NA,NA,1
"3676",1,0,1,17,6,11,1934,NA,2600,39,62790,2371,2,1,91770,18,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,88,0,1,1,0
"3705",1,0,1,NA,NA,8,NA,NA,1750,30,48300,456,1,1,48300,12,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,85,0,1,1,0
"3710",0,0,1,16,6,10,1948,NA,420,25,4564.35009765625,2761,2,1,48034.3515625,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"3731",0,0,1,12,5,10,1916,NA,0,57,0,4753,0,NA,80854.203125,8,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,2,34,NA,NA,NA,NA,NA,1
"3759",0,0,1,12,11,10,1929,NA,0,45,0,122,1,1,106743,9,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,12,NA,NA,NA,NA,NA,1
"3760",1,NA,NA,9,1,8,1926,NA,NA,48,NA,2640,0,NA,15513.9599609375,NA,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,22,NA,NA,NA,NA,NA,0
"3772",0,0,1,17,1,10,1946,NA,231,28,24150,1464,1,NA,96841.5,10,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,10,NA,NA,NA,NA,NA,1
"3780",1,0,1,13,6,10,1935,NA,2797,37,37620.87109375,1678,1,1,42330.12109375,19,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,0,1,1,0
"3789",1,0,1,16,4,12,1913,NA,1717,60,152536.234375,478,0,0,156400.234375,34,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,10,NA,57,0,1,1,0
"3830",1,0,0,14,2,10,1936,NA,1976,38,77280,599,0,1,111331.5,18,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,87,0,1,1,0
"3867",1,0,1,8,12,8,1920,NA,2460,52,72382.3828125,3336,2,1,190359.953125,34,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,11,0,1,1,0
"3886",0,0,1,17,1,11,1947,NA,967,27,26159.279296875,2527,0,1,49261.171875,9,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,NA,NA,1
"3908",0,1,0,12,4,10,1922,NA,2108,52,14973,3281,0,0,44841.71875,32,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,3,16,NA,87,0,1,1,0
"3936",1,0,1,12,8,8,1920,NA,1680,53,36225,2968,1,1,81627,35,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,37,NA,51,0,1,1,0
"3958",0,0,1,13,8,12,1948,NA,0,25,0,571,3,1,57221.01171875,2,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,NA,1
"3959",1,0,1,12,8,10,1923,NA,2753,50,50715,3137,0,1,80178,32,0.5,0,0,0,0,0,0,0,8,6,6520.5,0,0,0,0,2,34,NA,87,0,1,1,0
"3966",1,0,1,15,6,13,1947,NA,1924,26,32650.80078125,3859,0,0,32650.80078125,8,0.200000002980232,0,0,0,0,0,0,0,16,NA,NA,28980,0,NA,0,4,4,NA,33,0,1,1,0
"3980",1,0,1,10,7,10,1937,NA,2704,37,72450,4119,4,1,126063,19,1.20000004768372,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,32,0,1,1,0
"4003",0,NA,NA,11,NA,8,NA,NA,20,27,483,4047,4,NA,81627,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"4081",1,0,1,16,6,10,1946,NA,2490,28,104328,250,1,1,114712.5,10,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,31,0,1,1,0
"4116",1,0,1,13,2,8,1935,NA,2350,39,54936.421875,656,2,1,81515.90625,20,0.5,0,24285.240234375,24285.240234375,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,92,0,1,1,0
"4142",0,1,0,11,9,2,1914,NA,0,57,0,1508,1,1,21561.119140625,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"4144",1,0,1,7,1,11,1926,NA,1798,48,47469.23828125,1494,0,1,75773.0390625,25,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,2,34,4,92,0,1,1,0
"4151",0,1,0,12,7,7,1935,NA,2080,38,17388,4894,1,1,59679.48046875,20,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,NA,NA,NA,NA,NA,1
"4157",1,0,1,17,9,8,1948,NA,2766,25,43470,3184,0,1,75043.7109375,5,0.400000005960464,0,0,0,0,0,0,0,12,12,25599,0,0,0,0,1,20,NA,81,0,1,1,0
"4171",0,0,1,17,1,12,1931,NA,1464,42,67620,780,1,1,300426,10,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"4172",0,0,1,10,2,10,1921,NA,2200,53,9461.9697265625,2602,1,0,21425.880859375,8,0.5,0,11592,11592,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,87,0,1,1,0
"4188",0,NA,NA,16,NA,11,NA,NA,320,29,4830,2413,1,NA,61341,10,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"4193",1,1,0,14,9,10,1922,NA,1800,51,14490,1050,1,1,22024.80078125,33,0.600000023841858,0,289.799987792969,260.820007324219,0,0,0,6,NA,NA,NA,NA,NA,NA,0,3,42,NA,87,0,1,1,0
"4249",1,0,1,15,5,11,1947,NA,2460,27,43470,886,2,1,54096,9,0.5,0,0,0,0,0,0,0,12,NA,NA,24777.900390625,0,NA,0,1,20,NA,61,0,1,1,0
"4265",0,0,1,6,6,9,1924,NA,0,49,0,2026,0,NA,8404.2001953125,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,NA,NA,NA,NA,NA,1
"4267",0,0,1,12,12,10,1947,NA,0,26,0,5488,2,1,236670,2,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,24150,0,NA,0,1,29,NA,NA,NA,NA,NA,1
"4273",0,NA,NA,16,NA,13,NA,NA,240,32,2898,1107,1,NA,43576.26171875,7,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,17,NA,NA,NA,NA,NA,1
"4283",1,0,1,17,3,11,1942,NA,1800,32,66171,302,0,1,132342,9,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,22,NA,87,0,1,1,0
"4397",1,0,1,11,7,8,1940,NA,2000,34,25599,128,2,1,26907.9296875,15,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,12,NA,61,0,1,1,0
"4437",1,0,1,14,4,9,1920,NA,1904,54,48300,1178,0,1,131376,32,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,20,NA,30,0,1,1,0
"4442",0,0,1,12,4,11,1922,NA,1144,51,10949.6103515625,4334,0,1,17576.369140625,25,0.200000002980232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"4453",0,0,1,7,6,8,1917,NA,1850,57,48300,3714,0,0,48420.75,39,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,31,NA,61,0,1,1,0
"4478",1,0,1,12,7,10,1947,NA,3338,26,38640,4500,2,1,41538,8,1,0,0,0,0,0,3622.5,0,NA,NA,NA,NA,NA,NA,0,3,42,NA,11,0,1,1,0
"4490",0,1,0,8,5,7,1924,NA,0,48,0,4989,10,0,13620.599609375,17,3,0,16924.3203125,0,7824.60009765625,684,0,1200,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,0,0,1,0
"4529",0,0,1,14,12,12,1941,NA,2040,32,26082,1269,1,0,30912,13,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,86,0,1,1,0
"4551",0,0,1,12,5,12,1927,NA,2000,44,39606,2934,1,0,39606,25,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,92,0,1,1,0
"4595",1,0,1,8,NA,10,NA,NA,2400,46,39702.6015625,3332,0,0,79405.203125,28,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,11,0,1,1,0
"4597",1,0,1,13,12,13,1926,NA,3080,47,59476.62109375,5157,1,1,106260,28,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,1,NA,71,0,1,1,0
"4603",1,0,1,12,7,8,1942,NA,1764,32,31395,2398,0,1,43470,14,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,40,0,1,1,0
"4611",0,0,1,12,NA,9,NA,NA,2000,30,19320,3161,2,0,25599,7,0.699999988079071,0,0,0,0,0,3622.5,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,71,0,1,1,0
"4632",1,1,0,17,10,13,1926,NA,2500,47,125580,5384,2,1,145866,25,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,87,0,1,1,0
"4693",1,0,1,11,6,11,1928,NA,2352,45,77280,4073,0,1,80661,27,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,32,0,1,1,0
"4696",1,0,1,8,12,10,1917,NA,2912,56,31182.48046875,2329,0,1,69069,38,0.400000005960464,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,24,NA,11,0,1,1,0
"4743",1,0,1,NA,NA,10,NA,NA,NA,26,NA,3460,0,NA,19590.48046875,NA,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,29,NA,NA,NA,NA,NA,0
"4768",1,1,0,11,11,7,1936,NA,3036,36,25116,4492,3,1,36592.078125,19,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,61,0,1,1,0
"4801",0,0,1,13,6,7,1940,NA,2160,33,21735,3155,4,0,21735,7,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,22,4,61,0,1,1,0
"4818",0,0,1,12,3,8,1933,NA,3376,41,50715,3541,0,0,72450,8,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,92,0,1,1,0
"4842",1,0,1,8,NA,6,NA,NA,3000,59,24198.30078125,2159,3,1,56617.26171875,41,0.699999988079071,0,13098.9599609375,0,0,0,0,2712,NA,NA,NA,NA,NA,NA,0,2,26,NA,62,0,1,1,0
"4857",1,0,1,14,10,11,1945,NA,546,28,NA,2362,0,NA,79212,NA,0.5,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,9660,0,NA,0,4,4,NA,NA,NA,NA,NA,0
"4858",1,0,1,12,9,8,1914,NA,1000,59,14490,2248,0,1,18894.9609375,40,0.400000005960464,4404.9599609375,4404.9599609375,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,55,0,1,1,0
"4861",0,0,1,12,6,6,1918,NA,2000,54,19320,2159,3,NA,56617.26171875,26,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,26,NA,NA,NA,NA,NA,1
"4876",0,0,1,12,5,11,1943,NA,2000,30,26082,4891,1,1,55062,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,23,NA,NA,NA,NA,NA,1
"4886",0,1,0,9,9,9,1913,NA,0,60,0,1300,0,NA,42731.01171875,32,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"4907",0,0,1,11,5,12,1913,NA,0,60,0,5301,0,1,50715,37,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,34,NA,NA,NA,NA,NA,1
"4920",1,0,1,12,5,10,1921,NA,3640,53,98145.6015625,2394,2,1,184892.40625,35,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,14,NA,11,0,1,1,0
"4961",0,0,1,17,7,12,1931,NA,0,42,0,2106,2,1,113360.1015625,15,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,NA,NA,NA,1
"4967",0,0,1,8,NA,7,NA,NA,0,50,0,1616,0,0,17943.44921875,10,0.200000002980232,0,11592,0,11302.2001953125,60,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,NA,0,0,1,0
"4987",1,0,1,10,7,7,1917,NA,1936,57,53130,1206,1,1,53371.5,33,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,21,NA,92,0,1,1,0
"5082",1,0,1,12,NA,12,NA,NA,4120,44,39123,1519,0,1,110607,26,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,5,NA,11,0,1,1,0
"5094",0,0,1,17,9,9,1948,NA,2040,25,48300,5232,0,1,60375,5,0.5,NA,NA,NA,NA,NA,NA,NA,12,15,178710,36225,0,0,0,2,12,NA,NA,NA,NA,NA,1
"5097",0,0,1,12,10,12,1937,NA,0,36,0,1105,1,1,75348,9,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,NA,NA,1
"5121",1,0,1,12,5,12,1929,NA,2917,45,68378.3125,2782,6,1,79284.453125,26,1.29999995231628,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,13,NA,85,0,1,1,0
"5142",0,0,1,10,6,11,1929,NA,0,44,0,1523,1,NA,69552,6,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,NA,NA,NA,NA,NA,1
"5144",0,0,1,12,4,13,1934,NA,0,39,0,3505,2,1,114954,5,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"5163",1,0,1,16,4,12,1945,NA,1137,29,16905,2057,0,1,45160.5,11,0.699999988079071,1690.5,1690.5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,28,NA,85,0,1,1,0
"5188",1,0,1,16,8,7,1946,NA,2277,27,79695,688,1,1,107467.5,7,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,3,NA,61,0,1,1,0
"5191",1,0,1,10,12,11,1926,NA,1976,48,50715,1774,0,1,146194.4375,30,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,6,3,32,0,1,1,0
"5252",0,0,1,12,3,12,1931,NA,320,43,4830,435,4,NA,69600.296875,17,1.20000004768372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,31,NA,NA,NA,NA,NA,1
"5300",0,0,1,17,11,11,1931,NA,1200,40,7728,2721,0,1,142726.5,5,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,21,NA,NA,NA,NA,NA,1
"5301",0,0,1,12,4,8,1936,NA,1960,38,27048,977,1,1,54096,18,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"5347",0,0,1,10,2,11,1942,NA,0,32,0,2490,6,1,43470,NA,1.29999995231628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,42,NA,NA,NA,NA,NA,1
"5366",1,0,1,12,1,10,1934,NA,3060,40,76009.7109375,2055,4,1,91707.2109375,21,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,18,NA,55,0,1,1,0
"5380",0,1,0,12,11,9,1941,NA,1470,32,38640,3071,5,0,96141.1484375,11,0.699999988079071,0,0,0,0,0,19320,0,NA,NA,NA,NA,NA,NA,0,1,29,NA,92,0,1,1,0
"5382",0,0,1,15,7,9,1942,NA,444,30,4830,4053,1,1,62065.5,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,37,NA,NA,NA,NA,NA,1
"5407",0,0,1,14,7,11,1913,NA,1960,60,35259,2499,0,NA,70518,10,0.300000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,20,NA,NA,NA,NA,NA,1
"5478",1,0,1,7,6,10,1913,NA,960,60,24150,1409,0,0,27048,42,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,2,83,0,1,1,0
"5487",0,0,1,9,11,10,1939,NA,1260,34,13041,3989,3,1,47990.87890625,5,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"5638",0,0,1,14,10,11,1928,NA,1248,45,19320,1153,0,1,152145,15,0.400000005960464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,46,NA,NA,NA,NA,NA,1
"5689",1,0,1,17,4,12,1938,NA,3994,36,482995.15625,2649,3,1,482995.15625,10,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,9,NA,86,0,1,1,0
"5695",0,0,1,17,7,12,1938,NA,80,35,1449,1278,2,NA,51893.51953125,18,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"5702",1,0,1,16,12,12,1947,NA,2025,26,56994,1734,0,0,57960,6,0.200000002980232,0,0,0,0,0,0,0,12,NA,86940,16905,0,0,0,2,34,NA,44,0,1,1,0
"5712",1,0,1,16,2,11,1921,NA,1830,53,56994,271,3,1,103120.5,27,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,36,NA,55,0,1,1,0
"5715",0,0,1,14,1,10,1936,NA,1600,38,24150,139,2,0,41538,15,0.400000005960464,0,0,0,0,0,19320,0,NA,NA,NA,NA,NA,NA,0,2,22,NA,87,0,1,1,0
"5736",1,0,1,14,11,12,1946,NA,2625,27,48300,1542,3,1,72450,8,0.600000023841858,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,33,0,1,1,0
"5743",1,0,1,17,2,9,1934,NA,2368,40,125580,5383,4,1,125580,12,0.699999988079071,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,4,4,NA,87,0,1,1,0
"5784",0,0,1,12,9,10,1928,NA,3624,45,31539.900390625,342,2,0,38007.26953125,21,0.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,2,40,NA,92,0,1,1,0
"5809",1,0,1,14,4,10,1924,NA,2350,50,67620,4870,0,1,68586,32,0.300000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,45,NA,92,0,1,1,0
"5810",0,0,1,11,8,9,1932,NA,13,41,217.350006103516,1699,2,1,58660.3515625,2,0.800000011920929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"5841",1,0,1,12,8,8,1941,NA,1732,33,26565,4019,3,1,35423.21875,15,0.800000011920929,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,3,41,NA,84,0,1,1,0
"5850",0,0,1,12,10,9,1935,NA,2000,37,46851,3426,2,1,135041.96875,17,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,43,NA,NA,NA,NA,NA,1
"5868",1,0,1,16,3,10,1946,NA,1880,28,26565,2833,1,1,56511,10,0.699999988079071,0,0,0,0,0,0,0,11,5,9660,16905,0,0,0,3,32,NA,51,0,1,1,0
"5890",0,0,1,12,12,10,1946,NA,2000,27,24150,385,0,NA,41731.19921875,9,0.699999988079071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,24,NA,NA,NA,NA,NA,1
"5926",0,NA,NA,12,9,10,1937,NA,320,37,4830,2783,2,NA,75831,5,0.600000023841858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,13,NA,NA,NA,NA,NA,1
"5947",0,1,0,9,5,8,1921,NA,936,53,7921.2001953125,1069,0,1,37620.87109375,25,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,NA,NA,NA,NA,NA,1
"5963",1,0,1,16,4,10,1919,NA,2000,54,86940,1060,0,1,189577.5,32,0.200000002980232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,1,6,NA,33,0,1,1,0
