"","male","black","white","edu","birthmonth","h_sentscore1972","birthyear","hours","age","inc_labor","int_id","hhchildren","married","fam_inc","workexp","health","height","m_edu","f_edu","f_inc_labor","m_inc_labor","m_prison","f_prison","prison","region","state","study","works","head","wife"
"2162",0,0,1,17,6,11,1971,430,26,9028,5979,0,1,80290,6,1,64,12,16,118400,29600,0,0,0,2,21,0,1,NA,1
"2170",0,0,1,14,6,9,1962,1936,34,14800,2979,3,NA,71427.7578125,7,2,66,10,NA,NA,19937.080078125,0,NA,0,2,13,0,1,NA,1
"2194",1,0,1,16,8,10,1961,1944,35,56240,5250,1,1,84360,17,1,74,NA,NA,NA,NA,NA,NA,0,2,15,0,1,1,0
"2205",1,0,1,13,3,11,1938,1500,59,5920,5544,0,1,23680,15,3,68,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"2209",0,0,1,15,11,12,1946,2232,50,41440,366,0,0,41662,26,2,63,NA,NA,NA,NA,NA,NA,0,4,11,0,0,1,0
"2212",0,0,1,12,4,10,1968,320,29,4736,5847,0,1,10064,7,2,72,12,NA,NA,29600,0,NA,0,4,5,0,1,NA,1
"2248",0,0,1,14,7,12,1962,2470,34,0,426,2,0,30571.53125,12,2,64,NA,NA,NA,NA,NA,NA,0,2,22,0,1,1,0
"2249",1,0,1,10,7,10,1954,3324,42,46602.23828125,4740,3,1,68565.4375,13,1,65,8,10,0,0,0,0,0,3,3,0,1,1,0
"2253",1,0,1,12,4,11,1956,2940,40,50320,3129,0,1,79920,11,3,68,12,12,0,0,0,0,0,4,2,0,1,1,0
"2263",1,0,1,16,7,12,1948,2450,48,88800,1069,2,1,121360,14,2,68,NA,NA,NA,NA,NA,NA,0,3,19,0,1,1,0
"2269",1,0,1,17,9,9,1954,5200,42,177600,3465,4,1,177600,8,1,73,NA,16,0,NA,NA,0,0,4,2,0,1,1,0
"2273",1,0,1,12,1,12,1952,2160,45,0,1737,1,1,29897.48046875,23,2,73,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"2280",0,0,1,11,11,11,1944,0,52,0,2703,0,0,8826.7197265625,12,5,61,NA,NA,NA,NA,NA,NA,0,1,37,0,0,1,0
"2296",0,1,0,7,10,8,1950,0,46,0,691,0,1,37710.3984375,16,5,62,NA,NA,NA,NA,NA,NA,0,3,3,0,0,NA,1
"2330",1,1,0,13,1,12,1956,637,42,11840,3287,0,1,15760.51953125,15,3,NA,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"2347",1,0,1,16,10,12,1952,2400,44,88800,4329,3,1,92944,14,1,70,12,16,0,0,0,0,0,2,34,0,1,1,0
"2348",1,0,1,14,7,13,1952,1220,44,19240,5970,3,0,28830.400390625,19,4,66,17,16,0,0,0,0,0,1,20,0,1,1,0
"2355",1,0,1,12,6,10,1945,2065,51,2501.19995117188,4319,0,0,2749.84008789062,21,2,68,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"2357",0,0,1,12,3,10,1947,1312,50,19240,4467,0,1,123844.9765625,18,2,NA,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"2363",1,0,1,12,9,10,1963,2013,33,39220,2428,0,0,39220,9,3,68,12,15,11398.9599609375,45140,0,0,0,2,12,0,1,1,0
"2368",0,0,1,13,4,10,1942,0,54,0,1136,0,NA,404646.8125,NA,3,64,NA,NA,NA,NA,NA,NA,0,2,13,0,0,NA,1
"2374",1,0,0,8,5,7,1954,1755,42,0,2205,3,1,22200,15,4,70,NA,NA,NA,NA,NA,NA,0,4,2,0,0,1,0
"2379",0,0,1,12,9,12,1967,NA,29,NA,1619,0,1,38480,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,16,NA,NA,NA,0
"2383",1,0,1,12,11,7,1953,2540,43,49876,5906,0,1,71727.6953125,NA,1,71,NA,NA,NA,NA,NA,NA,0,4,36,0,1,1,0
"2387",0,1,0,16,8,10,1947,1668,49,51800,1120,0,0,51800,19,3,62,12,NA,NA,0,0,NA,0,3,16,0,1,1,0
"2388",1,0,1,12,7,10,1971,1936,25,22200,3705,0,1,32560,7,4,NA,NA,NA,NA,NA,NA,NA,0,2,13,0,0,1,0
"2394",1,0,1,10,5,12,1943,0,53,0,2544,0,1,14829.599609375,33,3,69,NA,NA,NA,NA,NA,NA,0,3,45,0,0,1,0
"2415",0,0,1,7,3,7,1938,1960,58,23672.599609375,2668,0,1,86063.4765625,21,4,66,NA,NA,NA,NA,NA,NA,0,3,41,0,1,NA,1
"2423",0,0,1,12,7,8,1952,1680,45,0,644,0,0,0,12,1,61,12,NA,NA,0,0,NA,0,1,31,0,1,1,0
"2437",1,0,1,17,9,11,1957,2600,39,62900,2958,1,1,75036,11,2,72,14,NA,NA,0,0,NA,0,2,12,0,1,1,0
"2445",0,0,1,16,4,11,1955,0,41,0,4307,4,1,769600,4,1,64,NA,NA,NA,NA,NA,NA,0,2,21,0,0,NA,1
"2455",0,0,1,14,8,10,1969,1275,27,19240,4267,3,NA,47360,1,2,66,12,12,NA,296,0,NA,0,2,13,0,1,NA,1
"2538",0,1,0,14,2,7,1966,2160,31,25160,4299,1,1,76960,NA,2,62,12,NA,NA,37000,0,NA,0,3,3,0,0,NA,1
"2540",0,0,1,12,8,11,1954,1811,42,57720,4235,1,NA,185296,12,1,66,NA,NA,NA,NA,NA,NA,0,1,29,0,1,NA,1
"2568",0,0,1,17,6,11,1965,1505,31,47360,5067,2,1,118548,7,1,63,12,16,106560,29600,0,0,0,1,29,0,1,NA,1
"2582",1,0,1,12,1,8,1950,2520,47,54760,3524,2,1,89266.203125,14,4,74,NA,NA,NA,NA,NA,NA,0,2,15,0,1,1,0
"2599",0,NA,NA,NA,11,11,1966,0,30,0,2836,0,0,38036,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,14,NA,NA,NA,1
"2602",1,0,1,17,4,NA,1970,2772,27,62160,5164,0,0,63048,7,1,66,17,17,149332,51800,0,0,0,4,42,0,1,1,0
"2609",0,0,1,12,7,10,1947,0,49,553.52001953125,2760,0,NA,285492,13,1,60,NA,NA,NA,NA,NA,NA,0,3,32,0,0,NA,1
"2612",1,0,1,17,5,10,1968,693,28,5920,3581,0,1,74207.203125,NA,2,69,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"2636",0,0,1,12,8,7,1936,1162,60,41638.3203125,100,0,1,59664.71875,31,3,64,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"2654",1,0,1,17,10,10,1951,3945,45,592000,1800,2,1,594257,15,1,70,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"2664",0,0,0,14,4,10,1962,1960,34,47360,3618,0,1,100684.3984375,NA,2,61,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"2679",0,0,1,13,11,11,1962,1976,34,7400,1138,1,1,31672,16,3,66,12,13,39960,207.199996948242,0,0,0,1,20,0,1,NA,1
"2712",1,0,1,12,7,11,1966,2034,30,74,391,1,1,74,8,2,71,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"2719",0,0,1,17,2,11,1970,2000,27,57720,5278,0,0,57868,8,2,66,13,17,113960,0,0,0,0,2,26,0,1,1,0
"2733",0,0,1,17,3,11,1964,1344,32,57720,3077,2,1,71809.6015625,6,1,67,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"2734",1,0,1,12,2,11,1950,2200,47,38480,2383,2,1,88800,17,3,71,6,NA,NA,0,0,NA,0,3,45,0,1,1,0
"2753",1,0,1,14,9,11,1960,2000,36,41440,2366,1,1,64875.80078125,6,2,72,NA,NA,NA,NA,NA,NA,0,1,6,0,1,1,0
"2770",0,1,0,12,1,7,1965,1888,32,20720,1973,3,1,63640,8,4,69,NA,NA,NA,NA,NA,NA,0,3,3,0,1,NA,1
"2791",0,0,1,17,7,12,1948,1250,48,71040,2664,1,NA,122100,20,2,67,NA,NA,NA,NA,NA,NA,0,4,46,0,1,NA,1
"2795",1,0,1,15,11,13,1955,2940,41,37000,210,3,1,84656,11,2,72,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"2801",1,0,1,12,12,12,1941,1250,55,11100,22,0,1,27528,25,3,70,NA,NA,NA,NA,NA,NA,0,4,2,0,0,1,0
"2807",1,0,1,12,6,8,1944,2940,52,0,3718,0,1,128212.3984375,22,2,71,12,NA,NA,NA,NA,NA,0,3,45,0,1,1,0
"2821",1,0,1,14,1,10,1972,NA,25,0,3417,1,NA,62160,NA,NA,NA,14,NA,NA,62160,0,NA,0,3,23,1,0,NA,0
"2842",1,0,1,12,7,10,1967,3060,29,51800,3451,4,1,93240,1,1,72,9,13,29600,17760,0,0,0,4,2,0,1,1,0
"2856",1,0,1,12,11,8,1961,2072,35,48003.80078125,471,1,1,71877.6796875,5,1,75,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"2866",1,0,1,17,11,11,1957,2024,39,62604,1409,2,1,65799.3203125,6,1,72,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"2871",1,0,1,14,1,7,1951,2352,46,0,2685,2,1,56240,16,2,72,NA,NA,NA,NA,NA,NA,0,2,26,0,1,1,0
"2873",1,0,1,17,7,8,1971,3000,25,60680,744,0,1,81400,5,2,69,16,13,118400,19654.400390625,0,0,0,3,47,0,1,1,0
"2882",1,0,1,14,12,9,1947,3910,49,44400,1545,1,1,95016,19,2,72,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"2885",1,1,0,7,5,5,1946,130,50,1184,344,3,0,7385.2001953125,NA,3,67,NA,NA,NA,NA,NA,NA,0,3,32,0,0,1,0
"2892",0,0,1,17,2,10,1959,0,38,0,5285,2,1,66688.796875,7,1,61,12,12,297480,60680,0,0,0,1,20,1,0,NA,1
"2896",0,0,1,14,9,13,1968,0,28,0,1491,2,1,39464.19921875,6,3,66,NA,NA,NA,NA,NA,NA,0,3,19,0,0,NA,1
"2927",1,0,0,16,10,11,1950,2232,46,81400,1870,1,1,189810,16,1,71,12,12,0,0,0,0,0,4,36,0,1,1,0
"2933",1,0,1,12,12,12,1955,1180,41,62160,663,0,0,62308,11,3,70,12,12,0,0,0,0,0,3,16,0,1,1,0
"2954",1,0,1,12,8,12,1954,0,42,0,3864,0,0,19447.19921875,9,4,71,12,17,0,0,0,0,0,1,37,0,0,1,0
"2970",1,0,1,12,1,11,1958,2492,39,51800,66,1,1,74000,15,3,66,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"2984",0,0,1,12,8,10,1966,2070,30,25160,2204,1,1,79920,3,2,66,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"2999",1,0,1,NA,4,10,1958,2322,38,96200,4510,2,1,104340,NA,2,75,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"3022",0,0,0,15,8,10,1960,1500,36,19240,6317,0,0,19240,15,4,67,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"3054",0,0,1,12,8,10,1965,1715,31,15540,3268,1,1,81252,7,3,64,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,1
"3065",1,0,1,12,8,9,1957,2160,39,2664,5947,0,0,50764,10,2,70,12,12,10360,0,0,0,0,3,9,0,1,1,0
"3090",0,0,1,15,8,11,1946,1382,50,122840,984,0,1,313464,4,3,62,12,12,0,0,0,0,0,1,20,0,0,NA,1
"3092",0,0,1,12,5,10,1952,2040,44,19722.48046875,454,1,NA,64714.48046875,14,2,62,12,NA,NA,0,0,NA,0,1,37,0,1,NA,1
"3104",1,0,0,16,12,11,1970,NA,26,NA,4696,1,NA,173848.203125,NA,NA,NA,16,17,93240,41440,0,0,0,4,46,0,1,NA,0
"3159",1,0,1,14,3,10,1950,2940,46,74000,3086,0,1,311688,17,1,69,11,12,0,0,0,0,0,3,9,0,1,1,0
"3167",1,0,1,14,10,9,1971,2205,25,37000,3150,0,1,78440,6,1,70,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"3168",0,0,1,14,12,13,1958,1895,38,28120,5812,3,0,42274.67578125,20,1,65,14,12,NA,0,0,0,0,2,14,0,1,1,0
"3195",1,0,1,17,3,10,1958,1920,38,0,1271,0,1,268620,14,1,72,NA,NA,NA,NA,NA,NA,0,3,19,0,1,1,0
"3198",1,0,1,12,3,10,1971,2024,25,24272,2684,0,0,24272,3,3,71,12,9,26941.919921875,7425.16015625,0,0,0,2,26,0,1,1,0
"3202",1,0,1,12,8,8,1965,2234,31,59200,2375,2,1,84360,10,2,69,NA,NA,NA,NA,NA,NA,0,4,5,0,1,1,0
"3213",0,0,1,12,8,7,1956,1785,41,20720,3942,1,NA,72520,NA,3,65,NA,NA,NA,NA,NA,NA,0,2,34,0,1,NA,1
"3231",1,0,1,16,3,12,1962,2313,35,28860,5030,0,0,41099.6015625,12,1,NA,12,13,37000,37000,0,0,0,1,29,0,0,1,0
"3248",1,0,1,17,3,9,1964,1360,32,55736.80078125,1399,2,1,117304.796875,7,1,71,NA,NA,NA,NA,NA,NA,0,2,21,0,1,1,0
"3253",1,0,1,12,9,11,1948,3036,48,36233.359375,2132,1,1,36233.359375,18,3,66,8,10,0,0,0,0,0,3,3,0,1,1,0
"3292",1,0,1,12,1,12,1958,2241,39,37000,5055,2,1,89096,9,2,75,NA,NA,NA,NA,NA,NA,0,4,43,0,1,1,0
"3300",1,0,1,12,5,10,1959,2020,37,44400,3482,2,1,102712,12,1,68,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"3303",0,0,1,12,12,10,1952,1200,44,220520,3086,0,1,311688,15,3,59,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,1
"3322",0,0,1,14,3,10,1964,1835,32,21460,216,0,0,21460,6,3,64,12,12,59200,20720,0,0,0,1,37,0,1,1,0
"3336",0,0,1,13,1,9,1960,0,37,740,5562,2,1,104636,8,3,63,12,12,0,0,0,0,0,1,31,0,0,NA,1
"3351",1,0,1,12,4,NA,1970,2230,26,37000,2329,0,1,69560,7,2,75,12,12,29600,32560,0,0,0,1,31,0,1,1,0
"3352",0,0,0,12,12,11,1955,1920,41,74000,1870,1,1,189810,11,1,63,NA,NA,NA,NA,NA,NA,0,4,36,0,1,NA,1
"3354",1,0,1,4,8,13,1945,NA,51,0,4812,0,0,43304.80078125,NA,NA,NA,NA,12,2960,NA,NA,0,0,2,13,0,0,NA,0
"3365",0,1,0,11,12,4,1970,0,26,0,2432,2,0,9220.400390625,4,4,62,12,NA,NA,25900,0,NA,0,4,4,0,0,1,0
"3392",0,0,1,12,4,12,1946,0,51,0,5997,0,1,158533.15625,12,2,67,NA,NA,NA,NA,NA,NA,0,4,5,0,0,NA,1
"3397",1,0,1,12,12,9,1955,2048,41,88800,885,3,1,89540,11,2,72,12,14,0,0,0,0,0,4,46,0,1,1,0
"3412",0,0,0,14,1,12,1950,0,47,0,1812,3,1,1.48000001907349,5,2,68,14,12,0,0,0,0,0,3,42,0,0,NA,1
"3419",0,0,1,17,12,10,1953,960,43,47360,5828,2,1,651940,14,2,NA,13,NA,NA,0,0,NA,0,2,34,0,1,NA,1
"3425",1,0,1,17,6,10,1949,2878,47,102120,4689,2,1,106412,17,1,72,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"3426",0,0,1,14,12,12,1946,1960,49,19240,2661,0,0,20277.48046875,16,4,67,NA,NA,NA,NA,NA,NA,0,3,16,0,1,1,0
"3434",1,0,1,16,6,11,1970,2352,26,53132,5268,0,0,56092,6,3,72,14,16,27705.599609375,44400,0,0,0,2,14,0,1,1,0
"3444",0,0,1,17,12,10,1953,1960,43,44400,1488,1,1,228216,13,2,66,NA,NA,NA,NA,NA,NA,0,4,4,0,1,NA,1
"3454",1,0,1,16,12,8,1951,2205,45,0,4060,1,1,109520,13,2,73,12,9,0,0,0,0,0,3,10,0,1,1,0
"3478",1,0,1,12,2,9,1953,2820,44,42920,838,2,1,71774.078125,15,2,76,12,12,17760,0,0,0,0,2,14,0,1,1,0
"3488",0,0,1,17,9,11,1939,1624,57,94720,3832,0,1,192254.953125,14,2,63,NA,NA,NA,NA,NA,NA,0,1,6,0,1,NA,1
"3493",1,0,1,12,2,10,1963,2500,34,91760,4652,3,1,91760,4,3,71,NA,12,0,NA,1,0,0,2,21,0,1,1,0
"3496",0,1,0,14,6,11,1960,2164,36,41440,3300,2,NA,121556.84375,17,2,63,12,13,60680,11840,0,0,0,1,37,0,1,NA,1
"3523",1,0,1,12,8,7,1951,1347,45,17760,815,0,0,20720,16,2,78,12,8,0,56980,0,0,0,4,4,0,1,1,0
"3527",1,0,1,16,11,12,1958,2400,38,0,428,2,1,118400,8,1,73,12,17,29600,0,0,0,0,2,22,0,1,1,0
"3532",0,0,1,12,10,11,1941,1840,55,14800,835,0,1,113960,8,2,69,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"3534",0,0,1,16,2,8,1942,1492,55,30237.880859375,2347,0,0,74933.8828125,20,1,67,NA,NA,NA,NA,NA,NA,0,1,18,0,1,1,0
"3545",0,0,1,13,9,12,1958,1503,38,11430.0400390625,1117,2,1,51561.71875,7,3,60,NA,NA,NA,NA,NA,NA,0,3,16,0,1,NA,1
"3582",1,0,1,17,9,9,1948,2016,48,72668,5171,2,1,102416,15,1,70,12,NA,NA,0,0,NA,0,2,24,0,1,1,0
"3599",0,0,1,9,6,10,1955,2499,41,31968,1114,4,0,32527.439453125,2,3,62,7,NA,NA,0,0,NA,0,2,34,0,1,1,0
"3601",0,1,0,12,10,8,1961,650,35,5180,1113,2,NA,61017.44140625,2,3,73,11,NA,NA,0,0,NA,0,2,13,0,0,NA,1
"3627",1,0,1,17,11,10,1955,1896,41,82658,5094,2,1,84167.6015625,11,2,70,NA,NA,NA,NA,NA,NA,0,1,29,0,1,1,0
"3630",1,0,1,15,1,12,1959,960,38,0,4245,1,1,65120,8,3,76,NA,16,0,NA,NA,0,0,4,36,0,1,1,0
"3673",1,NA,NA,12,2,9,1962,0,35,0,3819,0,0,148074,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,1
"3680",1,0,1,12,6,11,1956,3076,40,81400,879,1,1,81400,21,2,66,NA,NA,NA,NA,NA,NA,0,1,31,0,1,1,0
"3690",0,0,1,16,1,9,1952,421,45,1790.80004882812,2339,2,NA,32706.51953125,NA,1,64,NA,NA,NA,NA,NA,NA,0,3,42,1,0,NA,1
"3696",0,0,1,12,8,11,1967,2000,29,0,4453,3,0,29600,10,2,68,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"3706",0,0,1,17,5,12,1970,0,26,0,4102,0,1,37000,4,1,67,13,NA,NA,65120,0,NA,0,3,9,1,0,NA,1
"3710",0,0,1,16,6,10,1948,1804,48,56980,5057,0,1,230436,8,2,62,NA,NA,NA,NA,NA,NA,0,3,42,0,1,NA,1
"3714",0,0,1,12,6,7,1960,1798,36,56240,2716,0,1,116851.921875,19,1,66,11,12,37000,0,0,0,0,4,5,0,1,NA,1
"3726",0,0,1,16,5,11,1961,2000,35,54760,102,0,0,54760,11,2,62,14,16,0,12580,0,0,0,1,29,0,1,1,0
"3762",0,0,1,15,9,12,1940,3900,56,88800,3910,0,NA,133931.125,18,2,64,NA,NA,NA,NA,NA,NA,0,4,4,0,0,NA,1
"3772",0,0,1,17,1,10,1946,4092,51,54760,4570,1,NA,97036.203125,23,2,65,NA,NA,NA,NA,NA,NA,0,3,10,0,1,NA,1
"3781",0,0,1,10,7,9,1956,3360,40,14800,5095,0,0,29304,20,4,65,NA,NA,NA,NA,NA,NA,0,2,26,0,1,1,0
"3790",0,0,1,12,8,12,1952,2346,44,29600,3779,2,NA,45436,26,3,67,NA,NA,NA,NA,NA,NA,0,2,13,0,1,NA,1
"3799",1,0,1,12,11,12,1961,2412,35,25160,1837,2,1,35339.44140625,NA,1,69,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"3808",1,0,1,12,12,10,1970,0,26,0,4893,0,1,106560,NA,NA,68,NA,NA,NA,NA,NA,NA,0,4,43,0,1,NA,1
"3809",0,0,1,16,1,13,1951,260,46,2664,2727,1,NA,136900,NA,4,62,NA,NA,NA,NA,NA,NA,0,6,NA,0,1,NA,1
"3814",0,0,1,12,8,7,1953,1920,43,38480,3671,1,1,86751.6796875,7,3,62,NA,NA,NA,NA,NA,NA,0,4,36,0,1,NA,1
"3818",1,0,1,12,6,10,1958,2106,39,95016,5960,0,0,95016,8,4,72,12,12,79920,0,0,0,0,6,NA,0,1,1,0
"3872",0,0,1,13,8,9,1962,1488,34,10360,5661,2,1,38480,4,2,69,NA,NA,NA,NA,NA,NA,0,2,26,0,1,NA,1
"3882",1,1,0,14,8,3,1968,2550,28,38480,2324,2,1,60680,4,2,75,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"3886",0,0,1,17,1,11,1947,1280,50,39220,1149,0,1,43660,9,2,67,NA,NA,NA,NA,NA,NA,0,2,14,0,1,NA,1
"3950",0,NA,NA,15,11,12,1944,NA,52,0,4839,0,NA,49112.3203125,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,0,0,NA,0
"3951",1,0,1,16,3,13,1946,4160,51,100640,4857,3,1,193732,21,2,70,NA,NA,NA,NA,NA,NA,0,2,14,0,1,1,0
"3958",0,0,1,13,8,12,1948,0,48,0,175,0,1,142228,4,1,66,NA,NA,NA,NA,NA,NA,0,1,20,0,0,NA,1
"3966",1,0,1,15,6,13,1947,1970,49,51800,5303,0,0,57133.921875,29,4,68,17,NA,NA,14060,0,NA,0,4,4,0,1,1,0
"3972",1,0,1,11,11,9,1961,2040,35,66600,323,2,1,66600,9,2,71,NA,NA,NA,NA,NA,NA,0,1,37,0,1,1,0
"3978",1,0,1,17,10,11,1961,640,35,0,4665,2,1,118104,14,1,74,NA,NA,NA,NA,NA,NA,0,4,46,0,1,1,0
"4027",1,0,1,14,7,12,1965,1976,31,89192.203125,5576,1,1,177992.203125,9,3,69,NA,NA,NA,NA,NA,NA,0,4,43,0,1,1,0
"4044",0,0,1,16,4,10,1963,0,33,0,1970,2,1,82880,3,3,65,NA,NA,NA,NA,NA,NA,0,2,22,0,0,NA,1
"4071",1,0,1,12,8,10,1957,3175,39,26073.16015625,647,0,0,26073.16015625,12,3,69,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"4080",1,0,1,16,9,12,1955,3036,41,93240,2931,3,1,98272,12,1,75,NA,NA,NA,NA,NA,NA,0,2,13,0,1,1,0
"4082",0,0,1,16,10,12,1953,2320,42,67488,4837,1,0,94404.7578125,18,2,65,16,17,0,0,0,0,0,6,NA,0,1,1,0
"4111",0,0,1,16,6,12,1970,1323,26,13311.1201171875,5115,1,1,75619.1171875,1,2,67,12,14,61716,8140,0,0,0,3,16,0,1,NA,1
"4112",0,0,1,12,1,8,1963,750,34,4440,4271,0,1,45880,5,3,68,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"4127",0,0,1,12,2,7,1966,1960,31,17808.83984375,1948,2,0,40896.83984375,13,3,NA,8,NA,NA,0,0,NA,0,3,35,0,0,1,0
"4128",1,0,1,14,5,11,1952,2860,44,100640,718,0,1,239168,14,2,69,NA,12,1628,NA,NA,0,0,4,4,0,1,1,0
"4157",1,0,1,17,9,8,1948,3120,48,136900,1033,2,1,169548.796875,15,1,71,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"4175",0,NA,NA,NA,1,12,1958,0,39,0,3287,0,1,15760.51953125,NA,3,NA,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"4183",1,0,1,12,9,11,1958,1800,38,38480,2317,2,1,43660,18,1,70,NA,NA,NA,NA,NA,NA,0,4,4,0,1,1,0
"4190",0,0,1,17,4,11,1946,1440,51,326342.96875,5077,1,1,840640,15,3,66,NA,NA,NA,0,0,NA,0,2,21,0,1,NA,1
"4192",0,0,1,14,2,10,1956,2958,41,53280,2161,0,1,83960.3984375,11,2,63,NA,NA,NA,NA,NA,NA,0,3,41,0,1,NA,1
"4197",0,0,1,16,1,9,1951,1500,46,29748,5171,2,1,102416,12,2,64,NA,NA,NA,NA,NA,NA,0,2,24,0,1,NA,1
"4225",1,0,1,11,10,10,1957,1750,39,44400,5732,1,1,43068,10,2,71,NA,NA,NA,NA,NA,NA,0,3,42,0,1,1,0
"4231",0,0,1,16,9,10,1951,2050,45,41440,658,1,1,124764,10,3,64,8,NA,NA,0,0,NA,0,3,41,0,1,NA,1
"4249",1,0,1,15,5,11,1947,2500,50,59200,6051,1,0,66600,27,2,70,12,NA,NA,17758.51953125,0,NA,0,2,13,0,1,1,0
"4251",1,0,1,15,6,7,1953,2450,43,117144.9609375,2720,1,1,139947.3125,11,3,72,NA,NA,NA,NA,NA,NA,0,3,10,0,1,1,0
"4275",0,0,1,16,9,11,1954,2300,42,111000,1015,0,0,123580,12,3,62,12,16,106560,29600,0,0,0,1,29,0,1,1,0
"4283",1,0,1,17,3,11,1942,1900,54,78440,1041,0,1,112480,20,2,68,NA,NA,NA,NA,NA,NA,0,2,22,0,1,1,0
"4301",1,0,1,17,9,10,1951,2116,45,59200,4468,0,1,127354,20,3,70,NA,NA,NA,NA,NA,NA,0,1,20,0,1,1,0
"4304",1,0,0,12,1,12,1970,2142,27,51060,2867,3,1,59207.3984375,3,1,73,NA,NA,NA,NA,NA,NA,0,2,34,0,1,1,0
"4318",0,0,1,17,10,12,1965,1225,31,25160,1778,2,NA,169016,13,4,66,NA,NA,NA,NA,NA,NA,0,3,45,0,0,NA,1
"4323",0,0,1,16,7,8,1961,0,35,0,1272,3,1,162557.28125,6,1,65,NA,NA,NA,NA,NA,NA,0,2,14,0,0,NA,1
"4330",1,0,1,12,2,8,1965,2470,32,71040,1009,2,1,118474,4,3,69,12,12,66600,0,0,0,0,2,12,0,1,1,0
"4342",0,0,1,11,5,9,1958,1172,38,5920,873,0,1,85413.7578125,4,3,68,NA,NA,NA,NA,NA,NA,0,1,37,0,0,NA,1
"4365",1,1,0,12,8,7,1957,2360,39,39960,1975,3,1,75480,9,3,70,NA,NA,NA,NA,NA,NA,0,3,1,0,1,1,0
"4377",0,0,1,16,1,12,1950,2000,47,39508.6015625,4908,0,0,39575.19921875,17,2,64,12,11,0,0,0,0,0,3,3,0,1,1,0
"4385",0,0,1,12,1,10,1953,1968,44,20720,3815,1,NA,74432.15625,24,2,65,NA,NA,NA,NA,NA,NA,0,1,37,0,1,NA,1
"4397",1,0,1,11,7,8,1940,2392,56,26640,63,0,1,26936,26,2,71,NA,NA,NA,NA,NA,NA,0,2,12,0,1,1,0
"4406",0,NA,NA,13,5,12,1965,NA,31,NA,5449,0,NA,82998.3984375,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,32,0,1,NA,0
"4434",0,0,1,13,11,9,1959,2450,37,71040,6204,1,1,145484,7,3,65,NA,NA,NA,NA,NA,NA,0,2,21,0,1,NA,1
"4448",0,0,1,12,2,12,1955,2056,42,14139.919921875,2839,0,NA,40019.19921875,21,2,62,NA,NA,NA,NA,NA,NA,0,3,9,0,1,NA,1
"4459",1,0,1,15,2,12,1955,1800,42,16280,2133,0,0,16280,12,1,74,12,14,0,0,0,0,0,3,45,0,1,1,0
"4466",0,0,1,13,9,8,1957,1560,39,4144,4218,0,0,13024,20,2,80,12,NA,NA,0,0,NA,0,4,27,0,1,1,0
"4477",1,0,1,12,2,8,1943,1800,54,10664.8798828125,3437,0,1,37956.078125,27,2,68,NA,NA,NA,NA,NA,NA,0,2,24,0,1,1,0
"4502",1,0,1,16,7,9,1959,2400,37,111000,1931,0,0,111296,5,1,74,13,16,0,161320,0,0,0,3,39,0,1,1,0
"4509",1,0,1,17,6,11,1960,2686,36,118400,4035,0,0,201872,7,1,70,12,16,0,0,0,0,0,2,12,0,1,1,0
